origin,year,outflow_to_europe,wb_gdp_pc_growth,wb_population,wb_remit_in_pct_gdp,wb_unemployment,outflow_rate_per_1000,L1_outflow_rate_per_1000,L1_wb_remit_in_pct_gdp,L1_wb_unemployment,L1_wb_gdp_pc_growth,L1_outflow_x_remit_in
AE,2020,6955.0,-8.258825738052,9401038.0,,4.294,0.7398119228961738,1.7865111263912952,,2.331,0.209030520233554,
AE,2021,6609.0,2.65160401509495,9575152.0,,3.105,0.6902240298639645,0.7398119228961738,,4.294,-8.258825738052,
AE,2022,7497.0,2.18063316393284,10074977.0,,2.872,0.7441208054370745,0.6902240298639645,,3.105,2.65160401509495,
AE,2023,7408.0,0.234354339957449,10483751.0,0.359500450678101,2.151,0.7066173166455403,0.7441208054370745,,2.872,2.18063316393284,
AE,2024,7312.0,-0.766018786578641,10986400.0,0.325377524202418,2.16,0.6655501347120076,0.7066173166455403,0.359500450678101,2.151,0.234354339957449,0.25402924379102215
AF,1998,8799.0,,19159996.0,,7.869,0.4592380916989753,,,,,
AF,1999,11616.0,,19887785.0,,7.877,0.5840771106485715,0.4592380916989753,,7.869,,
AF,2000,11514.0,,20130327.0,,7.897,0.5719728248825764,0.5840771106485715,,7.877,,
AF,2001,7195.0,-10.1194841059326,20284307.0,,7.973,0.35470770581415473,0.5719728248825764,,7.897,,
AF,2002,9142.0,22.0201902696299,21378117.0,,7.867,0.4276335469583219,0.35470770581415473,,7.973,-10.1194841059326,
AF,2003,4541.0,2.34567163632688,22733049.0,,7.844,0.19975323151769037,0.4276335469583219,,7.867,22.0201902696299,
AF,2004,4994.0,-2.14821228495553,23560654.0,,7.794,0.21196355585035967,0.19975323151769037,,7.844,2.34567163632688,
AF,2005,4124.0,7.38337728197978,24404567.0,,7.878,0.1689847642041754,0.21196355585035967,,7.794,-2.14821228495553,
AF,2006,4361.0,1.13248505528998,25424094.0,,7.897,0.17153020280683356,0.1689847642041754,,7.878,7.38337728197978,
AF,2007,3669.0,11.6923032922081,25909852.0,,7.841,0.1416063665666635,0.17153020280683356,,7.897,1.13248505528998,
AF,2008,5892.0,1.6772791560615,26482622.0,0.885723661387124,7.879,0.22248552277036615,0.1416063665666635,,7.841,11.6923032922081,
AF,2009,4290.0,17.0438963216074,27466101.0,1.13316233567863,7.808,0.15619253712057637,0.22248552277036615,0.885723661387124,7.879,1.6772791560615,0.19706069183379704
AF,2010,6402.0,11.0550305527288,28284089.0,2.38515836845792,7.809,0.2263463391025251,0.15619253712057637,1.13316233567863,7.808,17.0438963216074,0.17699150017912343
AF,2011,11320.0,-3.21329500579925,29347708.0,1.0059846865258,7.83,0.3857200705417949,0.2263463391025251,2.38515836845792,7.809,11.0550305527288,0.5398718648802019
AF,2012,10906.0,8.27936899310519,30560034.0,1.10218743514509,7.875,0.3568713307059802,0.3857200705417949,1.0059846865258,7.83,-3.21329500579925,0.388028484250697
AF,2013,7154.0,2.0520682606117,31622704.0,1.72321110990224,7.921,0.22622986320208419,0.3568713307059802,1.10218743514509,7.875,8.27936899310519,0.3933390966676395
AF,2014,21074.0,-0.939984755736006,32792523.0,1.23611373619901,7.915,0.6426464959710481,0.22622986320208419,1.72321110990224,7.921,2.0520682606117,0.3898418136614954
AF,2015,157967.0,-1.66505744749013,33831764.0,1.82199581344675,9.032,4.669191946361414,0.6426464959710481,1.23611373619901,7.915,-0.939984755736006,0.7943841611899742
AF,2016,58493.0,-0.300121027406746,34700612.0,3.46484306572226,10.116,1.6856475038538226,4.669191946361414,1.82199581344675,9.032,-1.66505744749013,8.507248178449778
AF,2017,18772.0,-0.195569548342789,35688935.0,4.38709328246437,11.184,0.5259893577659295,1.6856475038538226,3.46484306572226,10.116,-0.300121027406746,5.840504064979954
AF,2018,17616.0,-1.71374269254262,36743039.0,4.45098621835989,11.192,0.4794377514608958,0.5259893577659295,4.38709328246437,11.184,-0.195569548342789,2.3075643781026574
AF,2019,18976.0,0.856294729087764,37856121.0,4.40742759471936,11.187,0.501266360597273,0.4794377514608958,4.45098621835989,11.192,-1.71374269254262,2.1339708243139013
AF,2020,12737.0,-5.38251464221077,39068979.0,3.95329685319887,11.71,0.3260131266803773,0.501266360597273,4.40742759471936,11.187,0.856294729087764,2.2092951900009665
AF,2021,38778.0,-22.5844818732987,40000412.0,2.24403998810715,12.006,0.9694400147678479,0.3260131266803773,3.95329685319887,11.71,-5.38251464221077,1.2888266678070601
AF,2022,72933.0,-7.57666891152213,40578842.0,2.20731611347931,14.1,1.7973159510071777,0.9694400147678479,2.24403998810715,12.006,-22.5844818732987,2.175462159210237
AF,2023,55061.0,0.10609280092082,41454761.0,1.8656461200228,14.008,1.3282189710368852,1.7973159510071777,2.20731611347931,14.1,-7.57666891152213,3.9672444596715333
AF,2024,38006.0,,42647492.0,,13.687,0.8911661206243968,1.3282189710368852,1.8656461200228,14.008,0.10609280092082,2.477986569855641
AG,1998,521.0,2.76572360104406,72412.0,2.37475556055767,,7.194940065182566,,,,,
AG,1999,124.0,1.94235195854947,73666.0,2.20149204111756,,1.683273151793229,7.194940065182566,2.37475556055767,,2.76572360104406,17.086223927671462
AG,2000,20.0,4.43708445751554,74912.0,1.92484924220314,,0.2669799231097822,1.683273151793229,2.20149204111756,,1.94235195854947,3.705712446699664
AG,2001,9.0,-5.99992111346744,76069.0,2.69735315338884,,0.118313636303882,0.2669799231097822,1.92484924220314,,4.43708445751554,0.5138961026813168
AG,2002,20.0,-0.235736724833515,77032.0,1.58582386539374,,0.2596323605774224,0.118313636303882,2.69735315338884,,-5.99992111346744,0.31913365997317644
AG,2003,5.0,4.91622766558386,77884.0,1.7268470664526,,0.06419803810795542,0.2596323605774224,1.58582386539374,,-0.235736724833515,0.41173119363218924
AG,2004,25.0,4.64519467801469,78719.0,1.71500709107246,,0.3175853351795628,0.06419803810795542,1.7268470664526,,4.91622766558386,0.11086019377873504
AG,2005,25.0,5.28070690333209,79611.0,2.53677897081613,,0.3140269560739094,0.3175853351795628,1.71500709107246,,4.64519467801469,0.5446611018535742
AG,2006,17.0,11.3196408319242,80604.0,2.2399825583886,,0.21090764726316313,0.3140269560739094,2.53677897081613,,5.28070690333209,0.796616978437694
AG,2007,19.0,7.84344693304287,81704.0,2.04064526690987,,0.2325467541368844,0.21090764726316313,2.2399825583886,,11.3196408319242,0.4724294513002606
AG,2008,38.0,-1.47076894898352,82912.0,1.90796491479587,,0.4583172520262447,0.2325467541368844,2.04064526690987,,7.84344693304287,0.47454543316468634
AG,2009,21.0,-13.2817680568047,84173.0,2.0062737661472,,0.24948617727774938,0.4583172520262447,1.90796491479587,,-1.47076894898352,0.8744532367117311
AG,2010,56.0,-9.0794536101368,85320.0,2.22777009731304,,0.6563525550867324,0.24948617727774938,2.0062737661472,,-13.2817680568047,0.5005375724886982
AG,2011,41.0,-3.10800074739414,86332.0,2.27570759512823,,0.4749108094333503,0.6563525550867324,2.22777009731304,,-9.0794536101368,1.4622025955172322
AG,2012,77.0,2.27378133147778,87260.0,2.18690263078164,,0.8824203529681413,0.4749108094333503,2.27570759512823,,-3.10800074739414,1.0807581360359706
AG,2013,12.0,-1.50846791062001,88064.0,2.26082670783716,,0.13626453488372092,0.8824203529681413,2.18690263078164,,2.27378133147778,1.9297673913612916
AG,2014,13.0,1.39120573166151,88765.0,2.31007836736381,,0.1464541204303498,0.13626453488372092,2.26082670783716,,-1.50846791062001,0.30807049979612466
AG,2015,19.0,0.691094824520249,89409.0,2.17354673183728,,0.2125065709268642,0.1464541204303498,2.31007836736381,,1.39120573166151,0.33832049541744524
AG,2016,21.0,3.47228425039911,89969.0,1.79280405783904,,0.23341373139636987,0.2125065709268642,2.17354673183728,,0.691094824520249,0.46189296273203284
AG,2017,17.0,2.1461875762954,90468.0,1.56497100082879,,0.18791174780032718,0.23341373139636987,1.79280405783904,,3.47228425039911,0.4184650848027636
AG,2018,21.0,6.17448976886325,90926.0,1.97217459978748,,0.23095704199018982,0.18791174780032718,1.56497100082879,,2.1461875762954,0.2940764360225652
AG,2019,21.0,2.67761319425004,91364.0,2.13590441518768,,0.22984983144345694,0.23095704199018982,1.97217459978748,,6.17448976886325,0.45548761185510284
AG,2020,18.0,-19.2945462845167,91846.0,2.56585012934811,,0.19598022777257584,0.22984983144345694,2.13590441518768,,2.67761319425004,0.4909372698102237
AG,2021,23.0,7.58367481372255,92349.0,2.82536157975282,,0.24905521445819662,0.19598022777257584,2.56585012934811,,-19.2945462845167,0.5028558927799358
AG,2022,27.0,8.53077119658229,92840.0,1.86496707164868,,0.29082292115467473,0.24905521445819662,2.82536157975282,,7.58367481372255,0.7036710341672877
AG,2023,40.0,1.90488641843235,93316.0,1.7389598236213,,0.42865103519225,0.29082292115467473,1.86496707164868,,8.53077119658229,0.5423751716341486
AG,2024,21.0,3.15232127757128,93772.0,1.18665213980724,,0.2239474469991042,0.42865103519225,1.7389598236213,,1.90488641843235,0.7454069285530027
AI,1998,1.0,,,,,,,,,,
AI,1999,0.0,,,,,,,,,,
AI,2000,0.0,,,,,,,,,,
AI,2001,2.0,,,,,,,,,,
AI,2002,2.0,,,,,,,,,,
AI,2003,1.0,,,,,,,,,,
AI,2004,9.0,,,,,,,,,,
AI,2005,13.0,,,,,,,,,,
AI,2006,12.0,,,,,,,,,,
AI,2007,10.0,,,,,,,,,,
AI,2008,15.0,,,,,,,,,,
AI,2009,14.0,,,,,,,,,,
AI,2010,5.0,,,,,,,,,,
AI,2011,4.0,,,,,,,,,,
AI,2012,0.0,,,,,,,,,,
AI,2013,2.0,,,,,,,,,,
AI,2014,15.0,,,,,,,,,,
AI,2015,1.0,,,,,,,,,,
AI,2016,0.0,,,,,,,,,,
AI,2017,47.0,,,,,,,,,,
AI,2018,3.0,,,,,,,,,,
AI,2019,1.0,,,,,,,,,,
AI,2020,4.0,,,,,,,,,,
AI,2021,4.0,,,,,,,,,,
AI,2022,0.0,,,,,,,,,,
AI,2023,0.0,,,,,,,,,,
AI,2024,1.0,,,,,,,,,,
AL,1998,2129.0,8.99380682261059,3128530.0,19.3873379752822,20.042,0.6805112944417986,,,,,
AL,1999,3435.0,12.9639268824224,3108778.0,12.3997336340514,20.835,1.1049357657574777,0.6805112944417986,19.3873379752822,20.042,8.99380682261059,13.193302461339929
