geo,time_period,hpi_index,hpi_qoq_growth_eurostat,air_passengers,period,year,quarter,log_hpi,log_air_passengers,dlog_hpi_qoq,hpi_yoy,air_qoq,air_yoy,L1_air_qoq,L2_air_qoq,L1_air_yoy,L2_air_yoy,L1_hpi_yoy,L2_hpi_yoy,L1_dlog_hpi_qoq,L2_dlog_hpi_qoq,period_str,quarter_end,post_2020q1,pandemic_shock,country_name_x,country_name_y,hpi_growth_harmonized,air_growth_harmonized,net_migration_rate_harmonized,gdp_pc_growth_harmonized,unemployment_rate_harmonized,inflation_hicp_harmonized,long_rate_harmonized,pop_growth_harmonized,hpi_yoy_harmonized,hpi_yoy_harmonized_source,oecd_hpi_yoy_q,L1y_net_migration_rate_harmonized,L1y_gdp_pc_growth_harmonized,L1y_unemployment_rate_harmonized,L1y_inflation_hicp_harmonized,L1y_long_rate_harmonized,L1y_pop_growth_harmonized,quarterly_fe_complete,route_open_q,route_close_q,net_openings_q,route_open_persist_q,route_close_persist_q,net_openings_persist_q,open_rate_norm_q,close_rate_norm_q,open_persist_rate_norm_q,close_persist_rate_norm_q,opening_passenger_intensity_q,opening_persist_passenger_intensity_q,active_routes_q_mean,passengers_total_q_sum,airfare_idx_q,airfare_yoy_m_q,airfare_yoy_q,pas_lic_eu,pas_lic_neu,pas_total,move_lic_eu,move_lic_neu,move_total,lic_neu_share_pas,lic_eu_share_pas,lic_neu_share_move,pax_per_move_total,pax_per_move_lic_neu,pax_per_move_lic_eu,lic_neu_pas_growth_yoy,lic_eu_pas_growth_yoy,quarter_id,L1_open_rate_norm_q,L1_close_rate_norm_q,L1_open_persist_rate_norm_q,L1_close_persist_rate_norm_q,L1_airfare_yoy_q,L1_airfare_yoy_m_q,L1_lic_neu_share_pas,L1_lic_eu_share_pas,L1_lic_neu_share_move,L1_pax_per_move_total,L1_pax_per_move_lic_neu,L1_pax_per_move_lic_eu,L1_lic_neu_pas_growth_yoy,L1_lic_eu_pas_growth_yoy,lic_neu_share_pas_pre2019_mean
AT,1993-Q1,,,,1993Q1,1993,1,,,,,,,,,,,,,,,1993Q1,1993-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,,missing,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7973,,,,,,,,,,,,,,,
AT,1993-Q2,,,,1993Q2,1993,2,,,,,,,,,,,,,,,1993Q2,1993-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,,missing,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7974,,,,,,,,,,,,,,,
AT,1993-Q3,,,,1993Q3,1993,3,,,,,,,,,,,,,,,1993Q3,1993-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,,missing,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7975,,,,,,,,,,,,,,,
AT,1993-Q4,,,,1993Q4,1993,4,,,,,,,,,,,,,,,1993Q4,1993-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,,missing,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7976,,,,,,,,,,,,,,,
AT,1994-Q1,,,,1994Q1,1994,1,,,,,,,,,,,,,,,1994Q1,1994-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,,missing,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7977,,,,,,,,,,,,,,,
AT,1994-Q2,,,,1994Q2,1994,2,,,,,,,,,,,,,,,1994Q2,1994-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,,missing,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7978,,,,,,,,,,,,,,,
AT,1994-Q3,,,,1994Q3,1994,3,,,,,,,,,,,,,,,1994Q3,1994-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,,missing,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7979,,,,,,,,,,,,,,,
AT,1994-Q4,,,,1994Q4,1994,4,,,,,,,,,,,,,,,1994Q4,1994-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,,missing,,,-0.298753799856229,4.25,3.63178524943176,6.7,0.824627940995206,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980,,,,,,,,,,,,,,,
AT,1995-Q1,,,,1995Q1,1995,1,,,,,,,,,,,,,,,1995Q1,1995-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,,missing,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7981,,,,,,,,,,,,,,,
AT,1995-Q2,,,,1995Q2,1995,2,,,,,,,,,,,,,,,1995Q2,1995-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,,missing,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7982,,,,,,,,,,,,,,,
AT,1995-Q3,,,,1995Q3,1995,3,,,,,,,,,,,,,,,1995Q3,1995-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,,missing,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7983,,,,,,,,,,,,,,,
AT,1995-Q4,,,,1995Q4,1995,4,,,,,,,,,,,,,,,1995Q4,1995-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,,missing,,,2.00876130503556,3.535,2.95340936761079,7.03,0.384869546678302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7984,,,,,,,,,,,,,,,
AT,1996-Q1,,,,1996Q1,1996,1,,,,,,,,,,,,,,,1996Q1,1996-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,,missing,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,,,,,,,,,,,,,,,
AT,1996-Q2,,,,1996Q2,1996,2,,,,,,,,,,,,,,,1996Q2,1996-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,,missing,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7986,,,,,,,,,,,,,,,
AT,1996-Q3,,,,1996Q3,1996,3,,,,,,,,,,,,,,,1996Q3,1996-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,,missing,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7987,,,,,,,,,,,,,,,
AT,1996-Q4,,,,1996Q4,1996,4,,,,,,,,,,,,,,,1996Q4,1996-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,,missing,,,2.51091305108029,4.345,2.24336631500905,7.14,0.153106260702748,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7988,,,,,,,,,,,,,,,
AT,1997-Q1,,,,1997Q1,1997,1,,,,,,,,,,,,,,,1997Q1,1997-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,,missing,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7989,,,,,,,,,,,,,,,
AT,1997-Q2,,,,1997Q2,1997,2,,,,,,,,,,,,,,,1997Q2,1997-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,,missing,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,,,,,,,,,,,,,,,
AT,1997-Q3,,,,1997Q3,1997,3,,,,,,,,,,,,,,,1997Q3,1997-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,,missing,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7991,,,,,,,,,,,,,,,
AT,1997-Q4,,,,1997Q4,1997,4,,,,,,,,,,,,,,,1997Q4,1997-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,,missing,,,2.07784870159793,5.282,1.8,6.32,0.135019833748789,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7992,,,,,,,,,,,,,,,
AT,1998-Q1,,,,1998Q1,1998,1,,,,,,,,,,,,,,,1998Q1,1998-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,,missing,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7993,,,,,,,,,,,,,,,
AT,1998-Q2,,,,1998Q2,1998,2,,,,,,,,,,,,,,,1998Q2,1998-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,,missing,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7994,,,,,,,,,,,,,,,
AT,1998-Q3,,,,1998Q3,1998,3,,,,,,,,,,,,,,,1998Q3,1998-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,,missing,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7995,,,,,,,,,,,,,,,
AT,1998-Q4,,,,1998Q4,1998,4,,,,,,,,,,,,,,,1998Q4,1998-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,,missing,,,2.03015241563726,5.15,1.2,5.68,0.113316608322994,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7996,,,,,,,,,,,,,,,
AT,1999-Q1,,,,1999Q1,1999,1,,,,,,,,,,,,,,,1999Q1,1999-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,,missing,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,
AT,1999-Q2,,,,1999Q2,1999,2,,,,,,,,,,,,,,,1999Q2,1999-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,,missing,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7998,,,,,,,,,,,,,,,
AT,1999-Q3,,,,1999Q3,1999,3,,,,,,,,,,,,,,,1999Q3,1999-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,,missing,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7999,,,,,,,,,,,,,,,
AT,1999-Q4,,,,1999Q4,1999,4,,,,,,,,,,,,,,,1999Q4,1999-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,,missing,,,3.3793812628262,5.483,0.8,4.71,0.109728368100981,False,,,,,,,,,,,,,,,178.36,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,
AT,2000-Q1,,,,2000Q1,2000,1,,,,,,,,,,,,,,,2000Q1,2000-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,,missing,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,False,,,,,,,,,,,,,,,177.64333333333335,,,,,,,,,,,,,,,,,8001,,,,,,,,,,,,,,,
AT,2000-Q2,,,,2000Q2,2000,2,,,,,,,,,,,,,,,2000Q2,2000-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,,missing,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,False,,,,,,,,,,,,,,,194.93999999999997,,,,,,,,,,,,,,,,,8002,,,,,,,,,,,,,,,
AT,2000-Q3,,,,2000Q3,2000,3,,,,,,,,,,,,,,,2000Q3,2000-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,,missing,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,False,,,,,,,,,,,,,,,179.42666666666665,,,,,,,,,,,,,,,,,8003,,,,,,,,,,,,,,,
AT,2000-Q4,,,,2000Q4,2000,4,,,,,,,,,,,,,,,2000Q4,2000-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,,missing,,,3.56023814714031,4.699,0.5,4.68,0.194563153264961,False,,,,,,,,,,,,,,,187.51,4.205021505504547,5.002819756235155,,,,,,,,,,,,,,,8004,,,,,,,,,,,,,,,
AT,2001-Q1,,,,2001Q1,2001,1,,,,,,,,,,,,,,,2001Q1,2001-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,,missing,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,False,,,,,,,,,,,,,,,177.21333333333334,-0.17260714000727853,-0.24235149053479788,,,,,,,,,,,,,,,8005,,,,,5.002819756235155,4.205021505504547,,,,,,,,,
AT,2001-Q2,,,,2001Q2,2001,2,,,,,,,,,,,,,,,2001Q2,2001-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,,missing,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,False,,,,,,,,,,,,,,,190.41666666666666,-2.3683171066766797,-2.3477165368759323,,,,,,,,,,,,,,,8006,,,,,-0.24235149053479788,-0.17260714000727853,,,,,,,,,
AT,2001-Q3,,,,2001Q3,2001,3,,,,,,,,,,,,,,,2001Q3,2001-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,,missing,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,False,,,,,,,,,,,,,,,187.42333333333332,4.390291250483565,4.360329069848934,,,,,,,,,,,,,,,8007,,,,,-2.3477165368759323,-2.3683171066766797,,,,,,,,,
AT,2001-Q4,,,,2001Q4,2001,4,,,,,,,,,,,,,,,2001Q4,2001-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,,missing,,,2.94168464206538,4.687,2.0,5.56,0.240466652446524,False,,,,,,,,,,,,,,,188.62333333333333,0.5852441123376609,0.5919903853702557,,,,,,,,,,,,,,,8008,,,,,4.360329069848934,4.390291250483565,,,,,,,,,
AT,2002-Q1,,,3048412.0,2002Q1,2002,1,,14.930131357257626,,,,,,,,,,,,,2002Q1,2002-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,,missing,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,False,,,,,,,,,,,,,,,177.58,0.21243181380592446,0.20669317191588377,,,,,,,,,,,,,,,8009,,,,,0.5919903853702557,0.5852441123376609,,,,,,,,,
AT,2002-Q2,,,3898712.0,2002Q2,2002,2,,15.17615680014296,,,24.6025442885335,,,,,,,,,,2002Q2,2002-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,,missing,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,False,,,,,,,,,,,,,,,199.39333333333335,4.717355635641003,4.606476979428109,,,,,,,,,,,,,,,8010,,,,,0.20669317191588377,0.21243181380592446,,,,,,,,,
AT,2002-Q3,,,4605091.0,2002Q3,2002,3,,15.342672988605504,,,16.6516188462543,,24.6025442885335,,,,,,,,2002Q3,2002-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,,missing,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,False,,,,,,,,,,,,,,,186.67999999999998,-0.6224361218382768,-0.39739518221058034,,,,,,,,,,,,,,,8011,,,,,4.606476979428109,4.717355635641003,,,,,,,,,
AT,2002-Q4,,,3391550.0,2002Q4,2002,4,,15.0367976019988,,,-30.587538660670432,,16.6516188462543,24.6025442885335,,,,,,,2002Q4,2002-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,,missing,,,0.929888060915275,4.007,2.3,5.08,0.382799394483217,False,,,,,,,,,,,,,,,172.12333333333333,-9.282677840055195,-9.154080705889012,,,,,,,,,,,,,,,8012,,,,,-0.39739518221058034,-0.6224361218382768,,,,,,,,,
AT,2003-Q1,,,3285417.0,2003Q1,2003,1,,15.005004142483836,,,-3.1793459514963374,7.4872785226210326,-30.587538660670432,16.6516188462543,,,,,,,2003Q1,2003-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,5.563046394946269,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,,missing,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,False,,,,,,,,,,,,,,,169.24333333333334,-5.62517663438656,-4.808369005090007,,,,,,,,,,,,,,,8013,,,,,-9.154080705889012,-9.282677840055195,,,,,,,,,
AT,2003-Q2,,,3891254.0,2003Q2,2003,2,,15.174242028684745,,,16.923788620090896,-0.1914771458215725,-3.1793459514963374,-30.587538660670432,7.4872785226210326,,,,,,2003Q2,2003-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,5.563046394946269,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,,missing,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,False,,,,,,,,,,,,,,,150.35666666666665,-28.229517119177462,-28.226917390092776,,,,,,,,,,,,,,,8014,,,,,-4.808369005090007,-5.62517663438656,,,,,,,,,
AT,2003-Q3,,,4847898.0,2003Q3,2003,3,,15.394055766905991,,,21.981373822124617,5.138277830048743,16.923788620090896,-3.1793459514963374,-0.1914771458215725,7.4872785226210326,,,,,2003Q3,2003-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,5.563046394946269,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,,missing,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,False,,,,,,,,,,,,,,,174.51,-6.829823435740205,-6.741387449083458,,,,,,,,,,,,,,,8015,,,,,-28.226917390092776,-28.229517119177462,,,,,,,,,
AT,2003-Q4,,,3774083.0,2003Q4,2003,4,,15.143667997249615,,,-25.038776965637588,10.687039525081587,21.981373822124617,16.923788620090896,5.138277830048743,-0.1914771458215725,,,,,2003Q4,2003-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,5.563046394946269,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,,missing,,,0.986311683800295,4.852,1.7,4.96,0.49198046425522,False,,,,,,,,,,,,,,,165.85666666666665,-3.692558421391349,-3.708731256612552,,,,,,,,,,,,,,,8016,,,,,-6.741387449083458,-6.829823435740205,,,,,,,,,
AT,2004-Q1,,,3764773.0,2004Q1,2004,1,,15.14119812523381,,,-0.24698720158049525,13.61939827499743,-25.038776965637588,21.981373822124617,10.687039525081587,5.138277830048743,,,,,2004Q1,2004-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,14.679128615788528,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,,missing,,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,False,73.0,3.0,70.0,71.0,0.0,71.0,0.04455662862159789,0.022168568920105356,0.03709394205443371,0.0,3.7100249495543736,3.0811281477461696,65.66666666666667,2554639.0,176.94333333333336,5.171032263519641,4.449200910225137,,,,,,,,,,,,,,,8017,,,,,-3.708731256612552,-3.692558421391349,,,,,,,,,
AT,2004-Q2,,,4730940.0,2004Q2,2004,2,,15.369634472224684,,,22.843634699087367,19.5392443539939,-0.24698720158049525,-25.038776965637588,13.61939827499743,10.687039525081587,,,,,2004Q2,2004-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,14.679128615788528,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,,missing,,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,False,27.0,5.0,22.0,21.0,3.0,18.0,0.1378494623655914,0.025017921146953406,0.10656891495601173,0.014265232974910396,9.542821521402827,7.395225736392457,71.0,2988120.0,188.82666666666668,22.67353820191268,22.78192372417509,,,,,,,,,,,,,,,8018,0.04455662862159789,0.022168568920105356,0.03709394205443371,0.0,4.449200910225137,5.171032263519641,,,,,,,,,
AT,2004-Q3,,,5619121.0,2004Q3,2004,3,,15.541685803943277,,,17.205133171859366,14.76300370372865,22.843634699087367,-0.24698720158049525,19.5392443539939,13.61939827499743,,,,,2004Q3,2004-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,14.679128615788528,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,,missing,,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,False,4.0,2.0,2.0,2.0,0.0,2.0,0.01852380549563648,0.009009009009009009,0.009389671361502348,0.0,1.2913493737953667,0.6412321917797239,71.66666666666667,3123846.0,169.15333333333334,-2.783711900240308,-3.1176445183218604,,,,,,,,,,,,,,,8019,0.1378494623655914,0.025017921146953406,0.10656891495601173,0.014265232974910396,22.78192372417509,22.67353820191268,,,,,,,,,
AT,2004-Q4,,,4181778.0,2004Q4,2004,4,,15.246247072913183,,,-29.54387310300941,10.257907566356828,17.205133171859366,22.843634699087367,14.76300370372865,19.5392443539939,,,,,2004Q4,2004-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,14.679128615788528,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,,missing,,,0.650068295894712,4.779,1.3,4.14,0.487133894826838,False,2.0,12.0,-10.0,1.0,4.0,-3.0,0.012008281573498964,0.06455343756693083,0.0047619047619047615,0.02101806239737274,0.7166410090899041,0.31421907290919415,52.666666666666664,2662101.0,163.08,-1.6614265065173346,-1.6883083599261717,,,,,,,,,,,,,,,8020,0.01852380549563648,0.009009009009009009,0.009389671361502348,0.0,-3.1176445183218604,-2.783711900240308,,,,,,,,,
AT,2005-Q1,,,4106751.0,2005Q1,2005,1,,15.22814276290497,,,-1.8104310008213886,8.694463767115934,-29.54387310300941,17.205133171859366,10.257907566356828,14.76300370372865,,,,,2005Q1,2005-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,7.313197584127806,,1.62565909591297,5.682,2.1,3.39,0.681267248299787,,missing,,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,False,6.0,14.0,-8.0,4.0,2.0,2.0,0.03367739324023477,0.08022667476219389,0.021948998178506374,0.01163732038048978,2.3115433106487253,1.5353810808326054,62.0,2756723.0,161.06333333333333,-9.355050307863108,-9.40318682814274,,,,,,,,,,,,,,,8021,0.012008281573498964,0.06455343756693083,0.0047619047619047615,0.02101806239737274,-1.6883083599261717,-1.6614265065173346,,,,,,,,,
AT,2005-Q2,,,5073894.0,2005Q2,2005,2,,15.439619128107223,,,21.147636520225355,6.9984655882539215,-1.8104310008213886,-29.54387310300941,8.694463767115934,10.257907566356828,,,,,2005Q2,2005-06-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,7.313197584127806,,1.62565909591297,5.682,2.1,3.39,0.681267248299787,,missing,,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,False,11.0,8.0,3.0,7.0,5.0,2.0,0.05510489510489511,0.040108780108780114,0.03550893550893551,0.024724164724164725,3.666649866182439,2.342980496523832,70.0,3169825.0,163.53666666666666,-14.58461691909685,-14.379226052262517,,,,,,,,,,,,,,,8022,0.03367739324023477,0.08022667476219389,0.021948998178506374,0.01163732038048978,-9.40318682814274,-9.355050307863108,,,,,,,,,
AT,2005-Q3,,,6022098.0,2005Q3,2005,3,,15.610946261554636,,,17.13271334474129,6.926045761135846,21.147636520225355,-1.8104310008213886,6.9984655882539215,8.694463767115934,,,,,2005Q3,2005-09-30 23:59:59.999999999,0.0,0.0,Austria,Austria,,7.313197584127806,,1.62565909591297,5.682,2.1,3.39,0.681267248299787,,missing,,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,False,5.0,5.0,0.0,2.0,1.0,1.0,0.024154589371980676,0.02395330112721417,0.00966183574879227,0.004830917874396135,1.52751055174622,0.6068539296522787,70.33333333333333,3337621.0,176.00333333333333,3.955266429671648,3.9697332845181954,,,,,,,,,,,,,,,8023,0.05510489510489511,0.040108780108780114,0.03550893550893551,0.024724164724164725,-14.379226052262517,-14.58461691909685,,,,,,,,,
AT,2005-Q4,,,4482079.0,2005Q4,2005,4,,15.315597559247466,,,-29.534870230716948,6.935048633428309,17.13271334474129,21.147636520225355,6.926045761135846,6.9984655882539215,,,,,2005Q4,2005-12-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,7.313197584127806,,1.62565909591297,5.682,2.1,3.39,0.681267248299787,,missing,,,1.93089688878541,5.969,2.0,4.13,0.620413127334181,False,4.0,15.0,-11.0,3.0,5.0,-2.0,0.025170068027210887,0.08310657596371883,0.01836734693877551,0.029478458049886618,1.4266513816661293,1.049059781719898,55.666666666666664,2839587.0,163.12666666666667,0.11015657953346765,0.02861171873762558,,,,,,,,,,,,,,,8024,0.024154589371980676,0.02395330112721417,0.00966183574879227,0.004830917874396135,3.9697332845181954,3.955266429671648,,,,,,,,,
AT,2006-Q1,,,4430784.0,2006Q1,2006,1,,15.30408710153236,,,-1.151045771510617,7.594433862739081,-29.534870230716948,17.13271334474129,6.935048633428309,6.926045761135846,,,,,2006Q1,2006-03-31 23:59:59.999999999,0.0,0.0,Austria,Austria,,5.628388089474257,,2.75962370061296,5.32,1.7,3.8,0.494797775098466,,missing,,,1.62565909591297,5.682,2.1,3.39,0.681267248299787,False,8.0,7.0,1.0,4.0,1.0,3.0,0.04229264188090745,0.03591375361833416,0.021760382542677963,0.005747126436781609,2.834196538446976,1.4232942726746358,66.33333333333333,2975584.0,151.68666666666667,-6.0281217226966595,-5.998067265323392,,,,,,,,,,,,,,,8025,0.025170068027210887,0.08310657596371883,0.01836734693877551,0.029478458049886618,0.02861171873762558,0.11015657953346765,,,,,,,,,
