geo,hpi_index,hpi_growth,air_passengers,net_migration_rate,immigration,emigration,gdp_pc_growth,unemployment_rate,inflation_hicp,population,long_rate,year,net_migration_level,immigration_rate_per_1000,emigration_rate_per_1000,net_migration_level_per_1000,log_hpi,log_air_passengers,log_population,dlog_hpi,air_growth,pop_growth,L1_hpi_growth,L1_dlog_hpi,L1_net_migration_rate,L1_net_migration_level_per_1000,L1_immigration_rate_per_1000,L1_emigration_rate_per_1000,L1_air_growth,L1_gdp_pc_growth,L1_unemployment_rate,L1_inflation_hicp,L1_long_rate,L1_pop_growth,post_2020,post_2022
AT,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,7.77,1985,,,,,,,,,,,,,,,,,,,,,,,0,0
AT,,,,,,,,,,,7.44,1986,,,,,,,,,,,,,,,,,,,,,7.77,,0,0
AT,,,,,,,,,,,7.01,1987,,,,,,,,,,,,,,,,,,,,,7.44,,0,0
AT,,,,,,,,,,,6.86,1988,,,,,,,,,,,,,,,,,,,,,7.01,,0,0
AT,,,,,,,,,,,7.15,1989,,,,,,,,,,,,,,,,,,,,,6.86,,0,0
AT,,,,,,,,,,,8.77,1990,,,,,,,,,,,,,,,,,,,,,7.15,,0,0
AT,,,,,,,,,,,8.56,1991,,,,,,,,,,,,,,,,,,,,,8.77,,0,0
AT,,,,,,,,,,,7.37,1992,,,,,,,,,,,,,,,,,,,,,8.56,,0,0
AT,,,,,,,,,,,6.7,1993,,,,,,,,,,,,,,,,,,,,,7.37,,0,0
AT,,,,,,,,,,,7.03,1994,,,,,,,,,,,,,,,,,,,,,6.7,,0,0
AT,,,,,,,,,,,7.14,1995,,,,,,,,,,,,,,,,,,,,,7.03,,0,0
AT,,,,,,,,,1.8,,6.32,1996,,,,,,,,,,,,,,,,,,,,,7.14,,0,0
AT,,,,,,,,,1.2,,5.68,1997,,,,,,,,,,,,,,,,,,,,1.8,6.32,,0,0
AT,,,,,,,,,0.8,,4.71,1998,,,,,,,,,,,,,,,,,,,,1.2,5.68,,0,0
AT,,,,,,,,,0.5,,4.68,1999,,,,,,,,,,,,,,,,,,,,0.8,4.71,,0,0
AT,,,,,,,,,2.0,,5.56,2000,,,,,,,,,,,,,,,,,,,,0.5,4.68,,0,0
AT,,,,,,,,,2.3,,5.08,2001,,,,,,,,,,,,,,,,,,,,2.0,5.56,,0,0
AT,,,14943765.0,,,,,,1.7,,4.96,2002,,,,,,16.519804713952382,,,,,,,,,,,,,,2.3,5.08,,0,0
AT,,,15798652.0,,,,,,1.3,,4.14,2003,,,,,,16.575435177901845,,,5.563046394946269,,,,,,,,,,,1.7,4.96,,0,0
AT,,,18296612.0,,,,,,2.0,,4.13,2004,,,,,,16.72222646405973,,,14.679128615788528,,,,,,,,5.563046394946269,,,1.3,4.14,,0,0
AT,,,19684822.0,,,,,,2.1,,3.39,2005,,,,,,16.79535843990101,,,7.313197584127806,,,,,,,,14.679128615788528,,,2.0,4.13,,0,0
AT,,,20824533.0,,,,,,1.7,,3.8,2006,,,,,,16.85164232079575,,,5.628388089474257,,,,,,,,7.313197584127806,,,2.1,3.39,,0,0
AT,,,22926104.0,,,,,,2.2,,4.3,2007,,,,,,16.947786731981097,,,9.6144411185346,,,,,,,,5.628388089474257,,,1.7,3.8,,0,0
AT,,,23899584.0,,,,,,3.2,,4.36,2008,,,,,,16.989371610892515,,,4.15848789114186,,,,,,,,9.6144411185346,,,2.2,4.3,,0,0
AT,,,21817267.0,,,,,5.7,0.4,,3.94,2009,,,,,,16.898212278462175,,,-9.115933243034036,,,,,,,,4.15848789114186,,,3.2,4.36,,0,0
AT,77.32,,23532455.0,,,,,5.2,1.7,,3.23,2010,,,,,4.34795265434013,16.973891090152666,,,7.567881169049073,,,,,,,,-9.115933243034036,,5.7,0.4,3.94,,0,0
AT,81.47,5.4,25137612.0,,,,,4.9,3.6,,3.32,2011,,,,,4.400234854322551,17.039875768547898,,5.2282199982420785,6.598467839523181,,,,,,,,7.567881169049073,,5.2,1.7,3.23,,0,0
AT,86.86,6.6,25965977.0,,,,,5.2,2.6,,2.37,2012,,,,,4.464297627106676,17.07229766212824,,6.406277278412542,3.242189358034153,,5.4,5.2282199982420785,,,,,6.598467839523181,,4.9,3.6,3.32,,0,0
AT,91.2,5.0,25749724.0,6.6,101866.0,54071.0,,5.7,2.1,,2.01,2013,47795.0,,,,4.513054897080286,17.063934466569975,,4.875726997360985,-0.8363195558263925,,6.6,6.406277278412542,,,,,3.242189358034153,,5.2,2.6,2.37,,0,0
AT,94.68,3.8,26378676.0,8.6,116262.0,53491.0,0.0,6.0,1.5,8507786.0,1.49,2014,62771.0,13.665364878712277,6.28729965704356,7.378065221668716,4.550502784645783,17.088066514456376,15.956492302188561,3.7447887565496885,2.4132047886400443,,5.0,4.875726997360985,6.6,,,,-0.8363195558263925,,5.7,2.1,2.01,,0,0
AT,100.0,5.6,26754007.0,13.2,166323.0,56689.0,0.3,6.1,0.8,8584926.0,0.75,2015,109634.0,19.373842010985303,6.603318421148884,12.770523589836419,4.605170185988092,17.102194814480754,15.965518432591065,5.466740134230896,1.4128300024378149,0.9026130402503441,3.8,3.7447887565496885,8.6,7.378065221668716,13.665364878712277,6.28729965704356,2.4132047886400443,0.0,6.0,1.5,1.49,,0,0
AT,106.71,6.7,27181511.0,7.5,129509.0,64428.0,0.8,6.5,1.0,8700471.0,0.38,2016,65081.0,14.885286095430926,7.405116343701392,7.480169751729533,4.6701148746284735,17.11804755748939,15.978887720090441,6.494468864038172,1.5852743008636594,1.336928749937627,5.6,5.466740134230896,13.2,12.770523589836419,19.373842010985303,6.603318421148884,1.4128300024378149,0.3,6.1,0.8,0.75,0.9026130402503441,0,0
AT,112.14,5.1,28327279.0,5.1,111801.0,66144.0,1.6,5.9,2.2,8772865.0,0.58,2017,45657.0,12.743955366918332,7.539612201943151,5.204343164975182,4.719748090695527,17.159335820600212,15.987173992869474,4.963321606705318,4.128826311082179,0.8286272779033155,6.7,6.494468864038172,7.5,7.480169751729533,14.885286095430926,7.405116343701392,1.5852743008636594,0.8,6.5,1.0,0.38,1.336928749937627,0,0
AT,118.83,6.0,31138417.0,4.0,105633.0,67212.0,2.0,5.2,2.1,8822267.0,0.69,2018,38421.0,11.97345308184393,7.618449997035909,4.35500308480802,4.7776939003019345,17.253952888139,15.992789424435015,5.794580960640783,9.461706753878829,0.5615431565541229,5.1,4.963321606705318,5.1,5.204343164975182,12.743955366918332,7.539612201943151,4.128826311082179,1.6,5.9,2.2,0.58,0.8286272779033155,0,0
AT,125.97,6.0,35644188.0,4.6,109167.0,68280.0,1.3,4.8,1.5,8858775.0,0.06,2019,40887.0,12.323035634159352,7.707611944089335,4.615423690070015,4.836043783364212,17.389096662080817,15.996919051171197,5.834988306227729,13.514377394181665,0.41296267361818906,6.0,5.794580960640783,4.0,4.35500308480802,11.97345308184393,7.618449997035909,9.461706753878829,2.0,5.2,2.1,0.69,0.5615431565541229,0,0
AT,135.52,7.6,9168431.0,4.4,103565.0,62581.0,-6.7,6.0,1.4,8901064.0,-0.22,2020,40984.0,11.635125868098466,7.03073250568696,4.604393362411505,4.909119230903745,16.031276728175463,16.001681378118565,7.307544753953277,-135.7819933905354,0.4762326947368223,6.0,5.834988306227729,4.6,4.615423690070015,12.323035634159352,7.707611944089335,13.514377394181665,1.3,4.8,1.5,0.06,0.41296267361818906,1,0
AT,151.02,11.4,11105564.0,5.8,118511.0,67299.0,4.5,6.2,2.8,8932664.0,-0.09,2021,51212.0,13.26715076263923,7.5340346396103115,5.733116123028919,5.0174122783752795,16.222956801954364,16.005225228632796,10.82930474715349,19.168007377890106,0.3543850514230229,7.6,7.307544753953277,4.4,4.604393362411505,11.635125868098466,7.03073250568696,-135.7819933905354,-6.7,6.0,1.4,-0.22,0.4762326947368223,1,0
AT,168.49,11.6,26381180.0,15.1,201622.0,74271.0,4.2,4.8,8.6,8978929.0,1.71,2022,127351.0,22.455016628375166,8.27169921936124,14.183317409013926,5.126876400850294,17.088161435109757,16.010391168132337,10.946412247501414,86.52046331553933,0.5165939499541139,11.4,10.82930474715349,5.8,5.733116123028919,13.26715076263923,7.5340346396103115,19.168007377890106,4.5,6.2,2.8,-0.09,0.3543850514230229,1,1
AT,163.68,-2.9,33063166.0,7.2,147591.0,74036.0,-1.6,5.1,7.7,9104772.0,3.08,2023,73555.0,16.21029060365268,8.131560021492026,8.078730582160652,5.097913302203317,17.31393041104721,16.02430922964415,-2.896309864697688,22.576897593745215,1.3918061511812851,11.6,10.946412247501414,15.1,14.183317409013926,22.455016628375166,8.27169921936124,86.52046331553933,4.2,4.8,8.6,1.71,0.5165939499541139,1,1
AT,163.06,-0.4,35281811.0,5.4,128805.0,81477.0,-1.2,5.2,2.9,9158750.0,2.84,2024,47328.0,14.063600382148218,8.896082980756107,5.167517401392112,5.094118231234765,17.378878119984957,16.03022026445631,-0.3795070968552139,6.494770893774771,0.5911034812161375,-2.9,-2.896309864697688,7.2,8.078730582160652,16.21029060365268,8.131560021492026,22.576897593745215,-1.6,5.1,7.7,3.08,1.3918061511812851,1,1
AT,,,,,,,0.3,,3.6,9197213.0,2.98216,2025,,,,,,,16.03441106134265,,,0.4190796886337722,-0.4,-0.3795070968552139,5.4,5.167517401392112,14.063600382148218,8.896082980756107,6.494770893774771,-1.2,5.2,2.9,2.84,0.5911034812161375,1,1
BE,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,8.93,1978,,,,,,,,,,,,,,,,,,,,,,,0,0
BE,,,,,,,,,,,9.69,1979,,,,,,,,,,,,,,,,,,,,,8.93,,0,0
BE,,,,,,,,,,,11.9,1980,,,,,,,,,,,,,,,,,,,,,9.69,,0,0
BE,,,,,,,,,,,13.44,1981,,,,,,,,,,,,,,,,,,,,,11.9,,0,0
BE,,,,,,,,,,,13.43,1982,,,,,,,,,,,,,,,,,,,,,13.44,,0,0
BE,,,,,,,,,,,11.94,1983,,,,,,,,,,,,,,,,,,,,,13.43,,0,0
BE,,,,,,,,,,,12.24,1984,,,,,,,,,,,,,,,,,,,,,11.94,,0,0
BE,,,,,,,,,,,10.97,1985,,,,,,,,,,,,,,,,,,,,,12.24,,0,0
BE,,,,,,,,,,,8.63,1986,,,,,,,,,,,,,,,,,,,,,10.97,,0,0
BE,,,,,,,,,,,8.18,1987,,,,,,,,,,,,,,,,,,,,,8.63,,0,0
BE,,,,,,,,,,,8.01,1988,,,,,,,,,,,,,,,,,,,,,8.18,,0,0
BE,,,,,,,,,,,8.66,1989,,,,,,,,,,,,,,,,,,,,,8.01,,0,0
BE,,,,,,,,,,,10.01,1990,,,,,,,,,,,,,,,,,,,,,8.66,,0,0
BE,,,,,,,,,,,9.29,1991,,,,,,,,,,,,,,,,,,,,,10.01,,0,0
BE,,,,,,,,,,,8.65,1992,,,,,,,,,,,,,,,,,,,,,9.29,,0,0
BE,,,10028692.0,,,,,,,,7.23,1993,,,,,,16.120960742660476,,,,,,,,,,,,,,,8.65,,0,0
BE,,,11235430.0,,,,,,,,7.75,1994,,,,,,16.23458273612239,,,11.36219934619156,,,,,,,,,,,,7.23,,0,0
BE,,,12505217.0,,,,,,,,7.48,1995,,,,,,16.341656475202072,,,10.707373907968076,,,,,,,,11.36219934619156,,,,7.75,,0,0
BE,,,13354702.0,,,,,,1.8,,6.49,1996,,,,,,16.40737909053707,,,6.5722615334998125,,,,,,,,10.707373907968076,,,,7.48,,0,0
BE,,,15923010.0,,,,,,1.5,,5.75,1997,,,,,,16.583275790860725,,,17.58967003236549,,,,,,,,6.5722615334998125,,,1.8,6.49,,0,0
BE,,,18481800.0,,,,,,0.9,,4.75,1998,,,,,,16.73229702203189,,,14.902123117116517,,,,,,,,17.58967003236549,,,1.5,5.75,,0,0
BE,,,20002289.0,,,,,,1.1,,4.75,1999,,,,,,16.811357274969364,,,7.906025293747376,,,,,,,,14.902123117116517,,,0.9,4.75,,0,0
BE,,,21594842.0,,,,,,2.7,,5.59,2000,,,,,,16.88796504784172,,,7.660777287235732,,,,,,,,7.906025293747376,,,1.1,4.75,,0,0
BE,,,,,,,,,2.4,,5.13,2001,,,,,,,,,,,,,,,,,7.660777287235732,,,2.7,5.59,,0,0
BE,,,13558962.0,,,,,,1.5,,4.99,2002,,,,,,16.422558288873958,,,,,,,,,,,,,,2.4,5.13,,0,0
BE,,,15095879.0,,,,,,1.5,,4.18,2003,,,,,,16.52993235063009,,,10.737406175613273,,,,,,,,,,,1.5,4.99,,0,0
BE,,,17468503.0,,,,,,1.9,,4.15,2004,,,,,,16.6759099886848,,,14.597763805470976,,,,,,,,10.737406175613273,,,1.5,4.18,,0,0
BE,72.85,,17813943.0,,,,,,2.5,,3.43,2005,,,,,4.288402532641213,16.695492023238284,,,1.9582034553483396,,,,,,,,14.597763805470976,,,1.9,4.15,,0,0
BE,80.0,9.8,19154673.0,,,,,,2.3,,3.81,2006,,,,,4.382026634673881,16.768057264710404,,9.36241020326678,7.256524147211962,,,,,,,,1.9582034553483396,,,2.5,3.43,,0,0
BE,86.2,7.8,20805455.0,,,,,,1.8,,4.33,2007,,,,,4.456670177669648,16.85072576990289,,7.464354299576659,8.266850519248692,,9.8,9.36241020326678,,,,,7.256524147211962,,,2.3,3.81,,0,0
BE,89.95,4.3,21983683.0,,,,,,4.5,,4.42,2008,,,,,4.499253960396542,16.905811054322374,,4.258378272689445,5.508528441948357,,7.8,7.464354299576659,,,,,8.266850519248692,,,1.8,4.33,,0,0
BE,89.58,-0.4,21316690.0,,,,,8.0,0.0,,3.9,2009,,,,,4.495132080779154,16.875000891925577,,-0.4121879617388302,-3.0810162396797125,,4.3,4.258378272689445,,,,,5.508528441948357,,,4.5,4.42,,0,0
BE,91.6,2.3,22697764.0,,,,,8.4,2.3,,3.46,2010,,,,,4.517431271680085,16.937776975397327,,2.229919090093091,6.27760834717499,,-0.4,-0.4121879617388302,,,,,-3.0810162396797125,,8.0,0.0,3.9,,0,0
BE,94.88,3.6,25102695.0,,,,,7.2,3.4,,4.23,2011,,,,,4.552612935249416,17.038485768856138,,3.5181663569330723,10.070879345881067,,2.3,2.229919090093091,,,,,6.27760834717499,,8.4,2.3,3.46,,0,0
BE,97.11,2.4,25919515.0,,,,,7.6,2.6,,3.0,2012,,,,,4.575844356606263,17.070506717853533,,2.3231421356847193,3.2020948997395493,,3.6,3.5181663569330723,,,,,10.070879345881067,,7.2,3.4,4.23,,0,0
BE,98.55,1.5,26389927.0,2.4,120078.0,102657.0,,8.6,1.2,,2.41,2013,17421.0,,,,4.590564033598729,17.088492942276364,,1.4719676992466013,1.7986224422831043,,2.4,2.3231421356847193,,,,,3.2020948997395493,,7.6,2.6,3.0,,0,0
BE,98.22,-0.3,28776258.0,3.2,123158.0,94573.0,1.3,8.7,0.5,11180840.0,1.71,2014,28585.0,11.01509367811363,8.458487913251599,2.5566057648620317,4.5872098606110985,17.175061230122243,16.229712157036953,-0.33541729876302995,8.656828784587844,,1.5,1.4719676992466013,2.4,,,,1.7986224422831043,,8.6,1.2,2.41,,0,0
BE,100.0,1.8,30958841.0,5.5,146626.0,89794.0,0.9,8.7,0.6,11237274.0,0.84,2015,56832.0,13.048182326069472,7.990728000402944,5.057454325666527,4.605170185988092,17.24816917058456,16.234746846325073,1.7960325376993325,7.3107940462318055,0.503468928812012,-0.3,-0.33541729876302995,3.2,2.5566057648620317,11.01509367811363,8.458487913251599,8.656828784587844,1.3,8.7,0.5,1.71,,0,0
BE,102.33,2.3,30115832.0,2.4,123702.0,92471.0,0.7,7.9,1.8,11311117.0,0.48,2016,31231.0,10.9363204359039,8.175231500125054,2.7610889357788446,4.628202885098664,17.22056157150652,16.241296605373027,2.303269911057182,-2.7607599078042,0.6549759047953074,1.8,1.7960325376993325,5.5,5.057454325666527,13.048182326069472,7.990728000402944,7.3107940462318055,0.9,8.7,0.6,0.84,0.503468928812012,0,0
BE,105.95,3.5,33260493.0,3.2,126703.0,89690.0,1.1,7.2,2.2,11351727.0,0.72,2017,37013.0,11.161561584417948,7.901000438083122,3.2605611463348265,4.662967284714308,17.319880854228945,16.24488044890705,3.4764399615644592,9.93192827224263,0.3583843534023856,2.3,2.303269911057182,2.4,2.7610889357788446,10.9363204359039,8.175231500125054,-2.7607599078042,0.7,7.9,1.8,0.48,0.6549759047953074,0,0
BE,109.15,3.0,34506309.0,4.3,137860.0,88935.0,1.4,6.0,2.3,11398589.0,0.79,2018,48925.0,12.094479413197545,7.802281492911096,4.2921979202864495,4.692723082995953,17.356652734848204,16.249000133774523,2.9755798281644985,3.677188061925918,0.4119684867472273,3.5,3.4764399615644592,3.2,3.2605611463348265,11.161561584417948,7.901000438083122,9.93192827224263,1.1,7.2,2.2,0.72,0.3583843534023856,0,0
BE,113.23,3.7,35385188.0,5.0,150006.0,102936.0,1.9,5.5,1.2,11455519.0,0.19,2019,47070.0,13.09464896352579,8.985712476230889,4.108936487294901,4.729421148325948,17.381803872463635,16.253982180569253,3.669806532999509,2.5151137615431196,0.4982046794729911,3.0,2.9755798281644985,4.3,4.2921979202864495,12.094479413197545,7.802281492911096,3.677188061925918,1.4,6.0,2.3,0.79,0.4119684867472273,0,0
BE,118.09,4.3,9465828.0,3.9,118683.0,76562.0,-5.2,5.8,0.4,11522440.0,-0.15,2020,42121.0,10.300162118440191,6.6445995813386745,3.655562537101517,4.77144704561319,16.063198818989566,16.259806996359945,4.20258972872416,-131.86050534740696,0.5824815790692384,3.7,3.669806532999509,5.0,4.108936487294901,13.09464896352579,8.985712476230889,2.5151137615431196,1.9,5.5,1.2,0.19,0.4982046794729911,1,0
BE,125.96,6.7,13500020.0,4.9,139743.0,87272.0,5.8,6.3,3.2,11554767.0,-0.01,2021,52471.0,12.093969527901342,7.5529000281875005,4.54106949971384,4.835964396232824,16.41820172488904,16.26260863705633,6.451735061963415,35.500290589947525,0.28016406963864426,4.3,4.20258972872416,3.9,3.655562537101517,10.300162118440191,6.6445995813386745,-131.86050534740696,-5.2,5.8,0.4,-0.15,0.5824815790692384,1,0
BE,132.93,5.5,27873892.0,10.9,208356.0,84627.0,3.1,5.6,10.3,11617623.0,1.73,2022,123729.0,17.93447764658915,7.284364452177524,10.65011319441163,4.889822673879508,17.143201038075624,16.268033727361015,5.385827764668427,72.49993131865828,0.5425090304683522,6.7,6.451735061963415,4.9,4.54106949971384,12.093969527901342,7.5529000281875005,35.500290589947525,5.8,6.3,3.2,-0.01,0.28016406963864426,1,1
BE,136.05,2.3,32341221.0,6.4,169609.0,96071.0,0.9,5.5,2.3,11742796.0,3.09,2023,73538.0,14.443664013238415,8.181271308809247,6.262392704429167,4.913022465229256,17.29185316650257,16.278750504144888,2.319979134974748,14.865212842694575,1.0716776783873172,5.5,5.385827764668427,10.9,10.65011319441163,17.93447764658915,7.284364452177524,72.49993131865828,3.1,5.6,10.3,1.73,0.5425090304683522,1,1
BE,140.42,3.2,34759837.0,7.2,162926.0,100100.0,0.5,5.7,4.3,11817096.0,2.92,2024,62826.0,13.787312889731961,8.470778269043427,5.316534620688535,4.944637931589103,17.36397316905243,16.285057854477465,3.1615466359847133,7.212000254985895,0.6307350332576789,2.3,2.319979134974748,6.4,6.262392704429167,14.443664013238415,8.181271308809247,14.865212842694575,0.9,5.5,2.3,3.09,1.0716776783873172,1,1
BE,,,,,,,0.5,,3.0,11900123.0,3.17326,2025,,,,,,,16.292059294162794,,,0.7001439685328847,3.2,3.1615466359847133,7.2,5.316534620688535,13.787312889731961,8.470778269043427,7.212000254985895,0.5,5.7,4.3,2.92,0.6307350332576789,1,1
BG,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,0,0
BG,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,0,0
