geo,hpi_index,hpi_growth,air_passengers,net_migration_rate,immigration,emigration,gdp_pc_growth,unemployment_rate,inflation_hicp,population,long_rate,year,net_migration_level,immigration_rate_per_1000,emigration_rate_per_1000,net_migration_level_per_1000,log_hpi,log_air_passengers,log_population,dlog_hpi,air_growth,pop_growth,L1_hpi_growth,L1_dlog_hpi,L1_net_migration_rate,L1_net_migration_level_per_1000,L1_immigration_rate_per_1000,L1_emigration_rate_per_1000,L1_air_growth,L1_gdp_pc_growth,L1_unemployment_rate,L1_inflation_hicp,L1_long_rate,L1_pop_growth,post_2020,post_2022
IS,177.57,12.5,2437139.0,13.2,8996.0,4661.0,3.6,6.1,3.7,368792.0,,2021,4335.0,24.393153864508992,12.638560489381549,11.754593375127444,5.179364897370744,14.706335368321769,12.817988078455333,11.809986232316572,46.71053317078542,1.271086771223473,6.4,6.2095219060600115,6.7,6.9617228822356605,23.463889666990724,16.50216678475506,-160.23472617041125,-7.8,5.5,1.2,,1.981136038313558,1,0
IS,214.84,21.0,6463479.0,25.7,14878.0,5091.0,6.4,3.8,5.7,376248.0,,2022,9787.0,39.54306733856393,13.530968935383044,26.012098403180882,5.369893565037259,15.681678275687169,12.838003779416477,19.052866766651544,97.53429073654002,2.0015700961144134,12.5,11.809986232316572,13.2,11.754593375127444,24.393153864508992,12.638560489381549,46.71053317078542,3.6,6.1,3.7,,1.271086771223473,1,1
IS,231.57,7.8,8114505.0,-15.4,11235.0,4831.0,2.4,3.5,8.0,387758.0,,2023,6404.0,28.97425713976243,12.458801623693128,16.5154555160693,5.444882203629872,15.909163758918794,12.868136712676371,7.498863859261284,22.74854832316251,3.01329332598943,21.0,19.052866766651544,25.7,26.012098403180882,39.54306733856393,13.530968935383044,97.53429073654002,6.4,3.8,5.7,,2.0015700961144134,1,1
IS,250.22,8.1,8665846.0,10.8,9946.0,5700.0,-3.1,3.6,4.5,383567.0,,2024,4246.0,25.930280759293684,14.860506769351899,11.069773989941783,5.522340530889254,15.974900110526354,12.857269591179302,7.745832725938229,6.5736351607560195,-1.0867121497069476,7.8,7.498863859261284,-15.4,16.5154555160693,28.97425713976243,12.458801623693128,22.74854832316251,2.4,3.5,8.0,,3.01329332598943,1,1
IS,,,8499342.0,,,,,,3.7,389444.0,,2025,,,,,,15.955499306699394,12.872475359887138,,-1.9400803826959745,1.5205768707836853,8.1,7.745832725938229,10.8,11.069773989941783,25.930280759293684,14.860506769351899,6.5736351607560195,-3.1,3.6,4.5,,-1.0867121497069476,1,1
IT,,,,,,,,,,,5.33,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
IT,,,,,,,,,,,5.75,1950,,,,,,,,,,,,,,,,,,,,,5.33,,0,0
IT,,,,,,,,,,,6.06,1951,,,,,,,,,,,,,,,,,,,,,5.75,,0,0
IT,,,,,,,,,,,5.93,1952,,,,,,,,,,,,,,,,,,,,,6.06,,0,0
IT,,,,,,,,,,,6.13,1953,,,,,,,,,,,,,,,,,,,,,5.93,,0,0
IT,,,,,,,,,,,6.22,1954,,,,,,,,,,,,,,,,,,,,,6.13,,0,0
IT,,,,,,,,,,,6.4,1955,,,,,,,,,,,,,,,,,,,,,6.22,,0,0
IT,,,,,,,,,,,6.93,1956,,,,,,,,,,,,,,,,,,,,,6.4,,0,0
IT,,,,,,,,,,,7.27,1957,,,,,,,,,,,,,,,,,,,,,6.93,,0,0
IT,,,,,,,,,,,6.19,1958,,,,,,,,,,,,,,,,,,,,,7.27,,0,0
IT,,,,,,,,,,,5.42,1959,,,,,,,,,,,,,,,,,,,,,6.19,,0,0
IT,,,,,,,,,,,5.26,1960,,,,,,,,,,,,,,,,,,,,,5.42,,0,0
IT,,,,,,,,,,,4.97,1961,,,,,,,,,,,,,,,,,,,,,5.26,,0,0
IT,,,,,,,,,,,5.05,1962,,,,,,,,,,,,,,,,,,,,,4.97,,0,0
IT,,,,,,,,,,,5.19,1963,,,,,,,,,,,,,,,,,,,,,5.05,,0,0
IT,,,,,,,,,,,5.74,1964,,,,,,,,,,,,,,,,,,,,,5.19,,0,0
IT,,,,,,,,,,,5.39,1965,,,,,,,,,,,,,,,,,,,,,5.74,,0,0
IT,,,,,,,,,,,5.49,1966,,,,,,,,,,,,,,,,,,,,,5.39,,0,0
IT,,,,,,,,,,,5.59,1967,,,,,,,,,,,,,,,,,,,,,5.49,,0,0
IT,,,,,,,,,,,5.61,1968,,,,,,,,,,,,,,,,,,,,,5.59,,0,0
IT,,,,,,,,,,,5.8,1969,,,,,,,,,,,,,,,,,,,,,5.61,,0,0
IT,,,,,,,,,,,7.73,1970,,,,,,,,,,,,,,,,,,,,,5.8,,0,0
IT,,,,,,,,,,,7.0,1971,,,,,,,,,,,,,,,,,,,,,7.73,,0,0
IT,,,,,,,,,,,6.59,1972,,,,,,,,,,,,,,,,,,,,,7.0,,0,0
IT,,,,,,,,,,,6.92,1973,,,,,,,,,,,,,,,,,,,,,6.59,,0,0
IT,,,,,,,,,,,9.61,1974,,,,,,,,,,,,,,,,,,,,,6.92,,0,0
IT,,,,,,,,,,,10.04,1975,,,,,,,,,,,,,,,,,,,,,9.61,,0,0
IT,,,,,,,,,,,12.66,1976,,,,,,,,,,,,,,,,,,,,,10.04,,0,0
IT,,,,,,,,,,,14.71,1977,,,,,,,,,,,,,,,,,,,,,12.66,,0,0
IT,,,,,,,,,,,13.05,1978,,,,,,,,,,,,,,,,,,,,,14.71,,0,0
IT,,,,,,,,,,,13.02,1979,,,,,,,,,,,,,,,,,,,,,13.05,,0,0
IT,,,,,,,,,,,15.25,1980,,,,,,,,,,,,,,,,,,,,,13.02,,0,0
IT,,,,,,,,,,,19.36,1981,,,,,,,,,,,,,,,,,,,,,15.25,,0,0
IT,,,,,,,,,,,20.22,1982,,,,,,,,,,,,,,,,,,,,,19.36,,0,0
IT,,,,,,,,,,,18.3,1983,,,,,,,,,,,,,,,,,,,,,20.22,,0,0
IT,,,,,,,,,,,15.6,1984,,,,,,,,,,,,,,,,,,,,,18.3,,0,0
IT,,,,,,,,,,,13.71,1985,,,,,,,,,,,,,,,,,,,,,15.6,,0,0
IT,,,,,,,,,,,11.47,1986,,,,,,,,,,,,,,,,,,,,,13.71,,0,0
IT,,,,,,,,,,,10.64,1987,,,,,,,,,,,,,,,,,,,,,11.47,,0,0
IT,,,,,,,,,,,10.9,1988,,,,,,,,,,,,,,,,,,,,,10.64,,0,0
IT,,,,,,,,,,,12.79,1989,,,,,,,,,,,,,,,,,,,,,10.9,,0,0
IT,,,,,,,,,,,13.54,1990,,,,,,,,,,,,,,,,,,,,,12.79,,0,0
IT,,,,,,,,,,,13.17,1991,,,,,,,,,,,,,,,,,,,,,13.54,,0,0
IT,,,,,,,,,,,13.28,1992,,,,,,,,,,,,,,,,,,,,,13.17,,0,0
IT,,,23680153.0,,,,,,,,11.19,1993,,,,,,16.980147829107853,,,,,,,,,,,,,,,13.28,,0,0
IT,,,26780183.0,,,,,,,,10.52,1994,,,,,,17.103172731661758,,,12.302490255390452,,,,,,,,,,,,11.19,,0,0
IT,,,44852540.0,,,,,,,,12.21,1995,,,,,,17.61889077808733,,,51.57180464255724,,,,,,,,12.302490255390452,,,,10.52,,0,0
IT,,,48358178.0,,,,,,4.0,,9.4,1996,,,,,,17.69414590723602,,,7.525512914869026,,,,,,,,51.57180464255724,,,,12.21,,0,0
IT,,,53430518.0,,,,,,1.9,,6.86,1997,,,,,,17.793892638814903,,,9.974673157888247,,,,,,,,7.525512914869026,,,4.0,9.4,,0,0
IT,,,35052392.0,,,,,,1.9,,4.88,1998,,,,,,17.37235441448003,,,-42.15382243348742,,,,,,,,9.974673157888247,,,1.9,6.86,,0,0
IT,,,,,,,,,1.6,,4.73,1999,,,,,,,,,,,,,,,,,-42.15382243348742,,,1.9,4.88,,0,0
IT,,,,,,,,,2.6,,5.58,2000,,,,,,,,,,,,,,,,,,,,1.6,4.73,,0,0
IT,,,40289030.0,,,,,,2.3,,5.19,2001,,,,,,17.511589781424746,,,,,,,,,,,,,,2.6,5.58,,0,0
IT,,,65227580.0,,,,,,2.6,,5.03,2002,,,,,,17.993392943589978,,,48.18031621652317,,,,,,,,,,,2.3,5.19,,0,0
IT,,,73917022.0,,,,,,2.8,,4.25,2003,,,,,,18.11845369768963,,,12.506075409965334,,,,,,,,48.18031621652317,,,2.6,5.03,,0,0
IT,,,80805830.0,,,,,,2.3,,4.26,2004,,,,,,18.207559674353735,,,8.910597666410425,,,,,,,,12.506075409965334,,,2.8,4.25,,0,0
IT,,,87906438.0,,,,,,2.2,,3.56,2005,,,,,,18.291783602294135,,,8.422392794039979,,,,,,,,8.910597666410425,,,2.3,4.26,,0,0
IT,,,95914382.0,,,,,,2.2,,4.05,2006,,,,,,18.378966497326896,,,8.718289503276111,,,,,,,,8.422392794039979,,,2.2,3.56,,0,0
IT,,,106294258.0,,,,,,2.0,,4.49,2007,,,,,,18.48172182492,,,10.27553275931048,,,,,,,,8.718289503276111,,,2.2,4.05,,0,0
IT,,,105216903.0,,,,,,3.5,,4.68,2008,,,,,,18.471534520265998,,,-1.0187304654003526,,,,,,,,10.27553275931048,,,2.0,4.49,,0,0
IT,,,101823772.0,,,,,7.9,0.8,,4.31,2009,,,,,,18.438754151519326,,,-3.278036874667123,,,,,,,,-1.0187304654003526,,,3.5,4.68,,0,0
IT,118.1,,109064953.0,,,,,8.5,1.6,,4.04,2010,,,,,4.771531723203316,18.50745416179863,,,6.870001027930428,,,,,,,,-3.278036874667123,,7.9,0.8,4.31,,0,0
IT,119.7,1.4,116226667.0,,,,,8.5,2.9,,5.42,2011,,,,,4.784988612563928,18.5710528683075,,1.3456889360611513,6.3598706508869896,,,,,,,,6.870001027930428,,8.5,1.6,4.04,,0,0
IT,116.7,-2.5,116029388.0,,,,,10.9,3.3,,5.49,2012,,,,,4.75960653929251,18.569354061811843,,-2.5382073271417838,-0.16988064956571236,,1.4,1.3456889360611513,,,,,6.3598706508869896,,8.5,2.9,5.42,,0,0
IT,109.1,-6.5,115279105.0,2.6,307454.0,125735.0,,12.4,1.2,,4.32,2013,181719.0,,,,4.692264892839025,18.562866745919642,,-6.734164645348528,-0.6487315892201195,,-2.5,-2.5382073271417838,,,,,-0.16988064956571236,,10.9,3.3,5.49,,0,0
IT,104.0,-4.7,121164587.0,0.8,277631.0,136328.0,0.0,12.9,0.2,60345917.0,2.89,2014,141303.0,4.600659229355982,2.2591089302694662,2.3415502990865145,4.6443908991413725,18.61266040243606,17.91560384787526,-4.787399369765222,4.979365651641743,,-6.5,-6.734164645348528,2.6,,,,-0.6487315892201195,,12.4,1.2,4.32,,0,0
IT,100.0,-3.8,127665221.0,0.5,280078.0,146955.0,1.0,12.0,0.1,60295497.0,1.71,2015,133123.0,4.645089831501015,2.4372466819537117,2.2078431495473034,4.605170185988092,18.664921934652906,17.914767982292062,-3.9220713153280684,5.226153221684626,-0.08358655831983697,-4.7,-4.787399369765222,0.8,2.3415502990865145,4.600659229355982,2.2591089302694662,4.979365651641743,0.0,12.9,0.2,2.89,,0,0
IT,100.3,0.3,134477781.0,0.7,300823.0,157065.0,1.4,11.7,-0.1,60163712.0,1.49,2016,143758.0,5.000073798637956,2.6106268177069922,2.389446980930964,4.60816569496789,18.716909546333614,17.91257993783002,0.2995508979798167,5.198761168070831,-0.21880444620414607,-3.8,-3.9220713153280684,0.5,2.2078431495473034,4.645089831501015,2.4372466819537117,5.226153221684626,1.0,12.0,0.1,1.71,-0.08358655831983697,0,0
IT,99.2,-1.1,144306325.0,1.0,343440.0,155110.0,1.8,11.3,1.3,60066734.0,2.11,2017,188330.0,5.717640649481625,2.582294552588792,3.1353460968928326,4.597138014290827,18.787448855077326,17.910966735446465,-1.1027680677062612,7.0539308743711615,-0.16132023835560005,0.3,0.2995508979798167,0.7,2.389446980930964,5.000073798637956,2.6106268177069922,5.198761168070831,1.4,11.7,-0.1,1.49,-0.21880444620414607,0,0
IT,98.6,-0.6,153352444.0,1.2,332324.0,156960.0,1.0,10.6,1.2,59937769.0,2.61,2018,175364.0,5.544483979709022,2.6187160886819125,2.9257678910271085,4.591071261608589,18.848249385795643,17.908817398606203,-0.6066752682237997,6.08005307183177,-0.21493368402616397,-1.1,-1.1027680677062612,1.0,3.1353460968928326,5.717640649481625,2.582294552588792,7.0539308743711615,1.8,11.3,1.3,2.11,-0.16132023835560005,0,0
IT,98.5,-0.1,160667939.0,0.7,332778.0,179505.0,0.7,9.9,0.6,59816673.0,1.95,2019,153273.0,5.563298380035278,3.000919158442664,2.562379221592615,4.590056548178043,18.894850302402546,17.90679499276885,-0.10147134305462657,4.660091660690213,-0.20224058373514708,-0.6,-0.6066752682237997,1.2,2.9257678910271085,5.544483979709022,2.6187160886819125,6.08005307183177,1.0,10.6,1.2,2.61,-0.21493368402616397,0,0
IT,100.4,1.9,40405355.0,-1.2,247526.0,159884.0,-8.4,9.3,-0.1,59641488.0,1.17,2020,87642.0,4.150231798374983,2.6807513588527505,1.4694804395222332,4.609162207257629,17.51447288365242,17.903861997247763,1.9105659079586168,-138.03774187501256,-0.29329955210890546,-0.1,-0.10147134305462657,0.7,2.562379221592615,5.563298380035278,3.000919158442664,4.660091660690213,0.7,9.9,0.6,1.95,-0.20224058373514708,1,0
IT,103.0,2.5,59709143.0,1.6,318366.0,158312.0,9.5,9.5,1.9,59236213.0,0.81,2021,160054.0,5.374516429671154,2.6725543714281668,2.7019620582429873,4.634728988229636,17.904995715715433,17.89704361891941,2.5566780972006597,39.0522832063013,-0.681837832835086,1.9,1.9105659079586168,-1.2,1.4694804395222332,4.150231798374983,2.6807513588527505,-138.03774187501256,-8.4,9.3,-0.1,1.17,-0.29329955210890546,1,0
IT,106.9,3.8,132425719.0,4.9,410985.0,150189.0,5.0,8.1,8.7,59030133.0,3.16,2022,260796.0,6.962291614691094,2.544276835696779,4.418014778994315,4.671893818030999,18.701532434868515,17.893558600305983,3.7164829801363375,79.65367191530817,-0.34850186134285366,2.5,2.5566780972006597,1.6,2.7019620582429873,5.374516429671154,2.6725543714281668,39.0522832063013,9.5,9.5,1.9,0.81,-0.681837832835086,1,1
IT,108.3,1.3,162860378.0,4.5,439658.0,158438.0,1.0,7.7,5.9,58997201.0,4.28,2023,281220.0,7.452184045138006,2.6855172332667103,4.766666811871295,4.684905154006945,18.908403815012477,17.89300056006668,1.3011335975945393,20.68713801439621,-0.05580402393015049,3.8,3.7164829801363375,4.9,4.418014778994315,6.962291614691094,2.544276835696779,79.65367191530817,5.0,8.1,8.7,3.16,-0.34850186134285366,1,1
IT,111.7,3.2,182370612.0,4.1,451583.0,188903.0,0.8,6.5,1.1,58971230.0,3.71,2024,262680.0,7.657683246559381,3.2033077824559535,4.454375464103428,4.715816706075155,19.021551504202485,17.892560255822584,3.091155206821039,11.314768919000784,-0.0440304244097689,1.3,1.3011335975945393,4.5,4.766666811871295,7.452184045138006,2.6855172332667103,20.68713801439621,1.0,7.7,5.9,4.28,-0.05580402393015049,1,1
IT,,,,,,,0.6,,1.7,58934177.0,3.59284,2025,,,,,,,17.8919317350081,,,-0.0628520814483835,3.2,3.091155206821039,4.1,4.454375464103428,7.657683246559381,3.2033077824559535,11.314768919000784,0.8,6.5,1.1,3.71,-0.0440304244097689,1,1
LT,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,24.7,,,1996,,,,,,,,,,,,,,,,,,,,,,,0,0
LT,,,,,,,,,10.3,,,1997,,,,,,,,,,,,,,,,,,,,24.7,,,0,0
LT,,,,,,,,,5.4,,,1998,,,,,,,,,,,,,,,,,,,,10.3,,,0,0
LT,,,,,,,,,1.4,,,1999,,,,,,,,,,,,,,,,,,,,5.4,,,0,0
LT,,,,,,,,,1.1,,,2000,,,,,,,,,,,,,,,,,,,,1.4,,,0,0
LT,,,,,,,,,1.5,,8.15,2001,,,,,,,,,,,,,,,,,,,,1.1,,,0,0
LT,,,,,,,,,0.3,,6.06,2002,,,,,,,,,,,,,,,,,,,,1.5,8.15,,0,0
LT,,,721789.0,,,,,,-1.1,,5.32,2003,,,,,,13.489488131396119,,,,,,,,,,,,,,0.3,6.06,,0,0
LT,,,994161.0,,,,,,1.2,,4.5,2004,,,,,,13.809654444353676,,,32.016631295755715,,,,,,,,,,,-1.1,5.32,,0,0
LT,,,1434241.0,,,,,,2.7,,3.7,2005,,,,,,14.17614634738778,,,36.64919030341043,,,,,,,,32.016631295755715,,,1.2,4.5,,0,0
LT,94.25,,1799195.0,,,,,,3.8,,4.08,2006,,,,,4.54595082632812,14.402849900610487,,,22.67035532227073,,,,,,,,36.64919030341043,,,2.7,3.7,,0,0
LT,119.06,26.3,2195959.0,,,,,,5.8,,4.54,2007,,,,,4.779627567725244,14.602129411127612,,23.367674139712413,19.927951051712434,,,,,,,,22.67035532227073,,,3.8,4.08,,0,0
LT,129.76,9.0,2552074.0,,,,,,11.1,,5.61,2008,,,,,4.865686590367103,14.75241691989162,,8.605902264185872,15.02875087640092,,26.3,23.367674139712413,,,,,19.927951051712434,,,5.8,4.54,,0,0
LT,90.92,-29.9,1867191.0,,,,,13.8,4.2,,14.0,2009,,,,,4.509979998984343,14.439945720451398,,-35.570659138276014,-31.247119944022295,,9.0,8.605902264185872,,,,,15.02875087640092,,,11.1,5.61,,0,0
LT,84.2,-7.4,2282834.0,,,,,17.8,1.2,,5.57,2010,,,,,4.4331949212482815,14.640928211523613,,-7.678507773606125,20.098249107221555,,-29.9,-35.570659138276014,,,,,-31.247119944022295,,13.8,4.2,14.0,,0,0
LT,89.77,6.6,2691991.0,,,,,15.4,4.1,,5.16,2011,,,,,4.497250843768597,14.80579162650194,,6.405592252031589,16.48634149783259,,-7.4,-7.678507773606125,,,,,20.098249107221555,,17.8,1.2,5.57,,0,0
LT,89.56,-0.2,3166628.0,,,,,13.4,3.2,,4.83,2012,,,,,4.494908791730554,14.968177857301795,,-0.23420520380437182,16.238623079985537,,6.6,6.405592252031589,,,,,16.48634149783259,,15.4,4.1,5.16,,0,0
LT,90.65,1.2,3482358.0,-4.8,30924.0,45049.0,,11.8,1.2,,3.83,2013,-14125.0,,,,4.50700593720086,15.063220208499665,,1.2097145470306714,9.504235119787019,,-0.2,-0.23420520380437182,,,,,16.238623079985537,,13.4,3.2,4.83,,0,0
LT,96.47,6.4,3798110.0,-3.5,33544.0,43874.0,4.6,10.7,0.2,2947862.0,2.79,2014,-10330.0,11.379094408082876,14.883329002510973,-3.5042345944280973,4.569232079182462,15.150014132546861,14.89659071979812,6.222614198160148,8.679392404719621,,1.2,1.2097145470306714,-4.8,,,,9.504235119787019,,11.8,1.2,3.83,,0,0
LT,100.0,3.7,4227389.0,-6.7,31085.0,50445.0,3.8,9.1,-0.7,2926644.0,1.38,2015,-19360.0,10.621380666729538,17.236466068302125,-6.615085401572586,4.605170185988092,15.257095102757292,14.889366932038483,3.593810680562992,10.708097021043095,-0.7223787759636835,6.4,6.222614198160148,-3.5,-3.5042345944280973,11.379094408082876,14.883329002510973,8.679392404719621,4.6,10.7,0.2,2.79,,0,0
LT,105.4,5.4,4787561.0,-8.7,31395.0,56299.0,3.9,7.9,0.7,2895573.0,0.9,2016,-24904.0,10.842413574100876,19.443129218292892,-8.600715644192013,4.657762636107262,15.381531653904226,14.878693576865317,5.259245011917013,12.443655114693364,-1.0673355173166144,3.7,3.593810680562992,-6.7,-6.615085401572586,10.621380666729538,17.236466068302125,10.708097021043095,3.8,9.1,-0.7,1.38,-0.7223787759636835,0,0
LT,114.8,8.9,5246101.0,-7.3,33305.0,53951.0,5.9,7.1,3.7,2859077.0,0.31,2017,-20646.0,11.648864301311228,18.87007590211806,-7.221211600806834,4.743191483885466,15.472995691987634,14.866009403435655,8.542884777820436,9.146403808340864,-1.2684173429661882,5.4,5.259245011917013,-8.7,-8.600715644192013,10.842413574100876,19.443129218292892,12.443655114693364,3.9,7.9,0.7,0.9,-1.0673355173166144,0,0
LT,123.18,7.3,6254178.0,-0.4,37420.0,38638.0,5.8,6.2,2.5,2826200.0,0.31,2018,-1218.0,13.24039346118463,13.671360837874177,-0.4309673766895478,4.813646700258897,15.648760278379353,14.854443611130783,7.045521637343111,17.576458639171832,-1.1565792304871536,8.9,8.542884777820436,-7.3,-7.221211600806834,11.648864301311228,18.87007590211806,9.146403808340864,5.9,7.1,3.7,0.31,-1.2684173429661882,0,0
LT,131.61,6.8,6504685.0,3.9,46526.0,35441.0,5.0,6.3,2.2,2812200.0,0.31,2019,11085.0,16.544342507645258,12.602588720574639,3.9417537870706205,4.879843003846233,15.68803324446724,14.849477653138852,6.619630358733541,3.927296608788744,-0.49659579919314467,7.3,7.045521637343111,-0.4,-0.4309673766895478,13.24039346118463,13.671360837874177,17.576458639171832,5.8,6.2,2.5,0.31,-1.1565792304871536,0,0
LT,141.18,7.3,1804500.0,7.4,46020.0,25245.0,0.1,8.5,1.1,2809977.0,0.22,2020,20775.0,16.37735824883976,8.984059300129504,7.393298948710257,4.950035671967326,14.40579410306498,14.84868685622305,7.019266812109315,-128.22391414022593,-0.07907969158011952,6.8,6.619630358733541,3.9,3.9417537870706205,16.544342507645258,12.602588720574639,3.927296608788744,5.0,6.3,2.2,0.31,-0.49659579919314467,1,0
LT,163.84,16.1,2464603.0,7.0,44858.0,25205.0,6.5,7.1,4.6,2810761.0,0.16,2021,19653.0,15.959378972456213,8.967322372837819,6.992056599618395,5.098890341851143,14.717541297721482,14.848965823150555,14.88546698838169,31.174719465650114,0.027896692750495333,7.3,7.019266812109315,7.4,7.393298948710257,16.37735824883976,8.984059300129504,-128.22391414022593,0.1,8.5,1.1,0.22,-0.07907969158011952,1,0
LT,195.05,19.0,5333890.0,25.5,87367.0,15270.0,1.6,6.0,18.9,2805998.0,0.61,2022,72097.0,31.135802662724636,5.44191407121459,25.693888591510042,5.273255935952665,15.489591361089253,14.847269826885915,17.436559410152253,77.20500633677716,-0.16959962646403426,16.1,14.88546698838169,7.0,6.992056599618395,15.959378972456213,8.967322372837819,31.174719465650114,6.5,7.1,4.6,0.16,0.027896692750495333,1,1
LT,214.2,9.8,5992018.0,15.7,66682.0,21688.0,-0.7,6.9,8.7,2857279.0,2.88,2023,44994.0,23.33758796393352,7.590438315614261,15.747149648319258,5.366910158013648,15.60593880818002,14.865380331327726,9.365422206098284,11.634744709076728,1.811050444181106,19.0,17.436559410152253,25.5,25.693888591510042,31.135802662724636,5.44191407121459,77.20500633677716,1.6,6.0,18.9,0.61,-0.16959962646403426,1,1
LT,235.02,9.7,6582749.0,8.0,51845.0,28705.0,2.4,7.1,0.9,2885891.0,2.88,2024,23140.0,17.964988975675105,9.94666811740291,8.018320858272194,5.459670616905795,15.699962997210267,14.875344249064936,9.276045889214668,9.402418903024667,0.9963917737209727,9.8,9.365422206098284,15.7,15.747149648319258,23.33758796393352,7.590438315614261,11.634744709076728,-0.7,6.9,8.7,2.88,1.811050444181106,1,1
LT,,,7128295.0,,,,2.8,,3.4,2890664.0,2.88,2025,,,,,,15.779582633359455,14.876996791483805,,7.961963614918766,0.16525424188689186,9.7,9.276045889214668,8.0,8.018320858272194,17.964988975675105,9.94666811740291,9.402418903024667,2.4,7.1,0.9,2.88,0.9963917737209727,1,1
LU,,,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,0,0
LU,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,0,0
LU,,,,,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,0,0
LU,,,,,,,,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,0,0
LU,,,,,,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,0,0
LU,,,,,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,0,0
LU,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,0,0
