geo,time_period,hpi_index,hpi_qoq_growth_eurostat,air_passengers,period,year,quarter,log_hpi,log_air_passengers,dlog_hpi_qoq,hpi_yoy,air_qoq,air_yoy,L1_air_qoq,L2_air_qoq,L1_air_yoy,L2_air_yoy,L1_hpi_yoy,L2_hpi_yoy,L1_dlog_hpi_qoq,L2_dlog_hpi_qoq,period_str,quarter_end,post_2020q1,pandemic_shock
HR,2025-Q1,214.18,4.5,987586.0,2025Q1,2025,1,5.366816782972729,13.803018860573017,4.375802453624544,12.290280530407927,-62.32926024347076,9.596806040424433,-117.67478783430451,42.73538176620573,16.74396786192478,11.579130988678799,9.60225938934105,11.575112344734784,1.3850909057274485,2.331737783929988,2025Q1,2025-03-31 23:59:59.999999999,1,0
HR,2025-Q2,223.65,4.4,4162770.0,2025Q2,2025,2,5.410082329878857,15.241691276032066,4.326554690612738,12.41918583389472,143.8672415459049,6.598575234335335,-62.32926024347076,-117.67478783430451,9.596806040424433,16.74396786192478,12.290280530407927,9.60225938934105,4.375802453624544,1.3850909057274485,2025Q2,2025-06-30 23:59:59.999999999,1,0
HR,2025-Q3,230.07,2.9,6308982.0,2025Q3,2025,3,5.438383610444878,15.657484890281829,2.830128056602099,12.91757610656683,41.57936142497629,5.4425548931059,143.8672415459049,-62.32926024347076,6.598575234335335,9.596806040424433,12.41918583389472,12.290280530407927,4.326554690612738,4.375802453624544,2025Q3,2025-09-30 23:59:59.999999999,1,0
HR,2025-Q4,,,,2025Q4,2025,4,,,,,,,41.57936142497629,143.8672415459049,5.4425548931059,6.598575234335335,12.91757610656683,12.41918583389472,2.830128056602099,4.326554690612738,2025Q4,2025-12-31 23:59:59.999999999,1,0
HU,1993-Q1,,,,1993Q1,1993,1,,,,,,,,,,,,,,,1993Q1,1993-03-31 23:59:59.999999999,0,0
HU,1993-Q2,,,,1993Q2,1993,2,,,,,,,,,,,,,,,1993Q2,1993-06-30 23:59:59.999999999,0,0
HU,1993-Q3,,,,1993Q3,1993,3,,,,,,,,,,,,,,,1993Q3,1993-09-30 23:59:59.999999999,0,0
HU,1993-Q4,,,,1993Q4,1993,4,,,,,,,,,,,,,,,1993Q4,1993-12-31 23:59:59.999999999,0,0
HU,1994-Q1,,,,1994Q1,1994,1,,,,,,,,,,,,,,,1994Q1,1994-03-31 23:59:59.999999999,0,0
HU,1994-Q2,,,,1994Q2,1994,2,,,,,,,,,,,,,,,1994Q2,1994-06-30 23:59:59.999999999,0,0
HU,1994-Q3,,,,1994Q3,1994,3,,,,,,,,,,,,,,,1994Q3,1994-09-30 23:59:59.999999999,0,0
HU,1994-Q4,,,,1994Q4,1994,4,,,,,,,,,,,,,,,1994Q4,1994-12-31 23:59:59.999999999,0,0
HU,1995-Q1,,,,1995Q1,1995,1,,,,,,,,,,,,,,,1995Q1,1995-03-31 23:59:59.999999999,0,0
HU,1995-Q2,,,,1995Q2,1995,2,,,,,,,,,,,,,,,1995Q2,1995-06-30 23:59:59.999999999,0,0
HU,1995-Q3,,,,1995Q3,1995,3,,,,,,,,,,,,,,,1995Q3,1995-09-30 23:59:59.999999999,0,0
HU,1995-Q4,,,,1995Q4,1995,4,,,,,,,,,,,,,,,1995Q4,1995-12-31 23:59:59.999999999,0,0
HU,1996-Q1,,,,1996Q1,1996,1,,,,,,,,,,,,,,,1996Q1,1996-03-31 23:59:59.999999999,0,0
HU,1996-Q2,,,,1996Q2,1996,2,,,,,,,,,,,,,,,1996Q2,1996-06-30 23:59:59.999999999,0,0
HU,1996-Q3,,,,1996Q3,1996,3,,,,,,,,,,,,,,,1996Q3,1996-09-30 23:59:59.999999999,0,0
HU,1996-Q4,,,,1996Q4,1996,4,,,,,,,,,,,,,,,1996Q4,1996-12-31 23:59:59.999999999,0,0
HU,1997-Q1,,,,1997Q1,1997,1,,,,,,,,,,,,,,,1997Q1,1997-03-31 23:59:59.999999999,0,0
HU,1997-Q2,,,,1997Q2,1997,2,,,,,,,,,,,,,,,1997Q2,1997-06-30 23:59:59.999999999,0,0
HU,1997-Q3,,,,1997Q3,1997,3,,,,,,,,,,,,,,,1997Q3,1997-09-30 23:59:59.999999999,0,0
HU,1997-Q4,,,,1997Q4,1997,4,,,,,,,,,,,,,,,1997Q4,1997-12-31 23:59:59.999999999,0,0
HU,1998-Q1,,,,1998Q1,1998,1,,,,,,,,,,,,,,,1998Q1,1998-03-31 23:59:59.999999999,0,0
HU,1998-Q2,,,,1998Q2,1998,2,,,,,,,,,,,,,,,1998Q2,1998-06-30 23:59:59.999999999,0,0
HU,1998-Q3,,,,1998Q3,1998,3,,,,,,,,,,,,,,,1998Q3,1998-09-30 23:59:59.999999999,0,0
HU,1998-Q4,,,,1998Q4,1998,4,,,,,,,,,,,,,,,1998Q4,1998-12-31 23:59:59.999999999,0,0
HU,1999-Q1,,,,1999Q1,1999,1,,,,,,,,,,,,,,,1999Q1,1999-03-31 23:59:59.999999999,0,0
HU,1999-Q2,,,,1999Q2,1999,2,,,,,,,,,,,,,,,1999Q2,1999-06-30 23:59:59.999999999,0,0
HU,1999-Q3,,,,1999Q3,1999,3,,,,,,,,,,,,,,,1999Q3,1999-09-30 23:59:59.999999999,0,0
HU,1999-Q4,,,,1999Q4,1999,4,,,,,,,,,,,,,,,1999Q4,1999-12-31 23:59:59.999999999,0,0
HU,2000-Q1,,,,2000Q1,2000,1,,,,,,,,,,,,,,,2000Q1,2000-03-31 23:59:59.999999999,0,0
HU,2000-Q2,,,,2000Q2,2000,2,,,,,,,,,,,,,,,2000Q2,2000-06-30 23:59:59.999999999,0,0
HU,2000-Q3,,,,2000Q3,2000,3,,,,,,,,,,,,,,,2000Q3,2000-09-30 23:59:59.999999999,0,0
HU,2000-Q4,,,,2000Q4,2000,4,,,,,,,,,,,,,,,2000Q4,2000-12-31 23:59:59.999999999,0,0
HU,2001-Q1,,,,2001Q1,2001,1,,,,,,,,,,,,,,,2001Q1,2001-03-31 23:59:59.999999999,0,0
HU,2001-Q2,,,,2001Q2,2001,2,,,,,,,,,,,,,,,2001Q2,2001-06-30 23:59:59.999999999,0,0
HU,2001-Q3,,,,2001Q3,2001,3,,,,,,,,,,,,,,,2001Q3,2001-09-30 23:59:59.999999999,0,0
HU,2001-Q4,,,,2001Q4,2001,4,,,,,,,,,,,,,,,2001Q4,2001-12-31 23:59:59.999999999,0,0
HU,2002-Q1,,,841966.0,2002Q1,2002,1,,13.643494912361662,,,,,,,,,,,,,2002Q1,2002-03-31 23:59:59.999999999,0,0
HU,2002-Q2,,,1161827.0,2002Q2,2002,2,,13.965504324070839,,,32.20094117091765,,,,,,,,,,2002Q2,2002-06-30 23:59:59.999999999,0,0
HU,2002-Q3,,,1456032.0,2002Q3,2002,3,,14.191225485519233,,,22.572116144839427,,32.20094117091765,,,,,,,,2002Q3,2002-09-30 23:59:59.999999999,0,0
HU,2002-Q4,,,1008996.0,2002Q4,2002,4,,13.824466335006779,,,-36.67591505124541,,22.572116144839427,32.20094117091765,,,,,,,2002Q4,2002-12-31 23:59:59.999999999,0,0
HU,2003-Q1,,,841594.0,2003Q1,2003,1,,13.643052991662602,,,-18.141334334417714,-0.04419206990604607,-36.67591505124541,22.572116144839427,,,,,,,2003Q1,2003-03-31 23:59:59.999999999,0,0
HU,2003-Q2,,,1215702.0,2003Q2,2003,2,,14.010832245685249,,,36.7779254022647,4.532792161441002,-18.141334334417714,-36.67591505124541,-0.04419206990604607,,,,,,2003Q2,2003-06-30 23:59:59.999999999,0,0
HU,2003-Q3,,,1694221.0,2003Q3,2003,3,,14.342733606133555,,,33.19013604483061,15.150812061432184,36.7779254022647,-18.141334334417714,4.532792161441002,-0.04419206990604607,,,,,2003Q3,2003-09-30 23:59:59.999999999,0,0
HU,2003-Q4,,,1258880.0,2003Q4,2003,4,,14.045732994742776,,,-29.70006113907786,22.126665973599735,33.19013604483061,36.7779254022647,15.150812061432184,4.532792161441002,,,,,2003Q4,2003-12-31 23:59:59.999999999,0,0
HU,2004-Q1,,,1063037.0,2004Q1,2004,1,,13.876640463867908,,,-16.909253087486853,23.358747220530596,-29.70006113907786,33.19013604483061,22.126665973599735,15.150812061432184,,,,,2004Q1,2004-03-31 23:59:59.999999999,0,0
HU,2004-Q2,,,1613463.0,2004Q2,2004,2,,14.293893358695883,,,41.72528948279748,28.306111301063375,-16.909253087486853,-29.70006113907786,23.358747220530596,22.126665973599735,,,,,2004Q2,2004-06-30 23:59:59.999999999,0,0
HU,2004-Q3,,,2107842.0,2004Q3,2004,3,,14.561175233272637,,,26.728187457675467,21.844162713908233,41.72528948279748,-16.909253087486853,28.306111301063375,23.358747220530596,,,,,2004Q3,2004-09-30 23:59:59.999999999,0,0
HU,2004-Q4,,,1596030.0,2004Q4,2004,4,,14.283029853807712,,,-27.814537946492557,23.729685906493536,26.728187457675467,41.72528948279748,21.844162713908233,28.306111301063375,,,,,2004Q4,2004-12-31 23:59:59.999999999,0,0
HU,2005-Q1,,,1446902.0,2005Q1,2005,1,,14.184935276989751,,,-9.809457681796019,30.82948131218437,-27.814537946492557,26.728187457675467,23.729685906493536,21.844162713908233,,,,,2005Q1,2005-03-31 23:59:59.999999999,0,0
HU,2005-Q2,,,2088626.0,2005Q2,2005,2,,14.552016991480219,,,36.708171449046745,25.812363278433637,-9.809457681796019,-27.814537946492557,30.82948131218437,23.729685906493536,,,,,2005Q2,2005-06-30 23:59:59.999999999,0,0
HU,2005-Q3,,,2577967.0,2005Q3,2005,3,,14.762511661778705,,,21.04946702984858,20.133642850606748,36.708171449046745,-9.809457681796019,25.812363278433637,30.82948131218437,,,,,2005Q3,2005-09-30 23:59:59.999999999,0,0
HU,2005-Q4,,,1804588.0,2005Q4,2005,4,,14.40584286884737,,,-35.66687929313339,12.281301503965913,21.04946702984858,36.708171449046745,20.133642850606748,25.812363278433637,,,,,2005Q4,2005-12-31 23:59:59.999999999,0,0
HU,2006-Q1,,,1553815.0,2006Q1,2006,1,,14.256223755203951,,,-14.961911364341951,7.128847821419981,-35.66687929313339,21.04946702984858,12.281301503965913,20.133642850606748,,,,,2006Q1,2006-03-31 23:59:59.999999999,0,0
HU,2006-Q2,,,2197459.0,2006Q2,2006,2,,14.602812250802,,,34.65884955980485,5.079525932178086,-14.961911364341951,-35.66687929313339,7.128847821419981,12.281301503965913,,,,,2006Q2,2006-06-30 23:59:59.999999999,0,0
HU,2006-Q3,,,2700830.0,2006Q3,2006,3,,14.809069691141989,,,20.625744033998927,4.655802936328435,34.65884955980485,-14.961911364341951,5.079525932178086,7.128847821419981,,,,,2006Q3,2006-09-30 23:59:59.999999999,0,0
HU,2006-Q4,,,1793816.0,2006Q4,2006,4,,14.399855752238258,,,-40.9213938903731,-0.5987116609112775,20.625744033998927,34.65884955980485,4.655802936328435,5.079525932178086,,,,,2006Q4,2006-12-31 23:59:59.999999999,0,0
HU,2007-Q1,95.04,,1596646.0,2007Q1,2007,1,4.554297855614335,14.28341573700265,,,-11.644001523560732,2.7191981798699416,-40.9213938903731,20.625744033998927,-0.5987116609112775,4.655802936328435,,,,,2007Q1,2007-03-31 23:59:59.999999999,0,0
HU,2007-Q2,97.35,2.4,2250248.0,2007Q2,2007,2,4.578312731818208,14.626550990328802,2.4014876203873214,,34.313525332615136,2.3738739526802277,-11.644001523560732,-40.9213938903731,2.7191981798699416,-0.5987116609112775,,,,,2007Q2,2007-06-30 23:59:59.999999999,0,0
HU,2007-Q3,101.2,4.0,2797073.0,2007Q3,2007,3,4.617098756853365,14.84408407123572,3.8786025035157046,,21.753308090691803,3.5014380093731035,34.313525332615136,-11.644001523560732,2.3738739526802277,2.7191981798699416,,,2.4014876203873214,,2007Q3,2007-09-30 23:59:59.999999999,0,0
HU,2007-Q4,102.05,0.8,1936294.0,2007Q4,2007,4,4.625462889255854,14.476286394793304,0.8364132402488345,,-36.77976764424162,7.643064255504584,21.753308090691803,34.313525332615136,3.5014380093731035,2.3738739526802277,,,3.8786025035157046,2.4014876203873214,2007Q4,2007-12-31 23:59:59.999999999,0,0
HU,2008-Q1,100.55,-1.5,1709021.0,2008Q1,2008,1,4.610655116218661,14.351431249909886,-1.4807773037192717,5.635726060432589,-12.485514488341742,6.801551290723573,-36.77976764424162,21.753308090691803,7.643064255504584,3.5014380093731035,,,0.8364132402488345,3.8786025035157046,2008Q1,2008-03-31 23:59:59.999999999,0,0
HU,2008-Q2,101.9,1.3,2205133.0,2008Q2,2008,2,4.623991940228679,14.606298382504376,1.3336824010018233,4.567920841047091,25.486713259448912,-2.0252607824426505,-12.485514488341742,-36.77976764424162,6.801551290723573,7.643064255504584,5.635726060432589,,-1.4807773037192717,0.8364132402488345,2008Q2,2008-06-30 23:59:59.999999999,0,0
HU,2008-Q3,102.29,0.4,2693784.0,2008Q3,2008,3,4.627811916468916,14.806457454564285,0.38199762402371107,1.0713159615550971,20.015907205990935,-3.7626616671435187,25.486713259448912,-12.485514488341742,-2.0252607824426505,6.801551290723573,4.567920841047091,5.635726060432589,1.3336824010018233,-1.4807773037192717,2008Q3,2008-09-30 23:59:59.999999999,0,0
HU,2008-Q4,100.29,-2.0,1821144.0,2008Q4,2008,4,4.608065989100117,14.414975433013273,-1.9745927368798988,-1.7396900155736361,-39.14820215510115,-6.131096178003048,20.015907205990935,25.486713259448912,-3.7626616671435187,-2.0252607824426505,1.0713159615550971,4.567920841047091,0.38199762402371107,1.3336824010018233,2008Q4,2008-12-31 23:59:59.999999999,0,0
HU,2009-Q1,99.69,-0.6,1461971.0,2009Q1,2009,1,4.602065371034612,14.195296083253815,-0.6000618065504781,-0.8589745184048425,-21.967934975945802,-15.613516665607108,-39.14820215510115,20.015907205990935,-6.131096178003048,-3.7626616671435187,-1.7396900155736361,1.0713159615550971,-1.9745927368798988,0.38199762402371107,2009Q1,2009-03-31 23:59:59.999999999,0,0
HU,2009-Q2,96.65,-3.0,2109502.0,2009Q2,2009,2,4.57109620565434,14.561962458638046,-3.0969165380272834,-5.289573457433949,36.666637538423075,-4.433592386632945,-21.967934975945802,-39.14820215510115,-15.613516665607108,-6.131096178003048,-0.8589745184048425,-1.7396900155736361,-0.6000618065504781,-1.9745927368798988,2009Q2,2009-06-30 23:59:59.999999999,0,0
HU,2009-Q3,95.05,-1.7,2616507.0,2009Q3,2009,3,4.554403068934438,14.777350780120459,-1.6693136719901247,-7.340884753447785,21.538832148241305,-2.9106674443825753,36.666637538423075,-21.967934975945802,-4.433592386632945,-15.613516665607108,-5.289573457433949,-0.8589745184048425,-3.0969165380272834,-0.6000618065504781,2009Q3,2009-09-30 23:59:59.999999999,0,0
HU,2009-Q4,92.42,-2.8,1893087.0,2009Q4,2009,4,4.5263434054421205,14.45371938793095,-2.805966349231781,-8.172258365799667,-32.363139218951,3.8743954917675794,21.538832148241305,36.666637538423075,-2.9106674443825753,-4.433592386632945,-7.340884753447785,-5.289573457433949,-1.6693136719901247,-3.0969165380272834,2009Q4,2009-12-31 23:59:59.999999999,0,0
HU,2010-Q1,94.69,2.5,1534054.0,2010Q1,2010,1,4.550608397995409,14.24342446237581,2.4264992553288067,-5.145697303920382,-21.02949255551394,4.812837912199441,-32.363139218951,21.538832148241305,3.8743954917675794,-2.9106674443825753,-8.172258365799667,-7.340884753447785,-2.805966349231781,-1.6693136719901247,2010Q1,2010-03-31 23:59:59.999999999,0,0
HU,2010-Q2,94.21,-0.5,2034394.0,2010Q2,2010,2,4.545526333060576,14.525708543813185,-0.5082064934832431,-2.556987259376342,28.228408143737482,-3.625391482486151,-21.02949255551394,-32.363139218951,4.812837912199441,3.8743954917675794,-5.145697303920382,-8.172258365799667,2.4264992553288067,-2.805966349231781,2010Q2,2010-06-30 23:59:59.999999999,0,0
HU,2010-Q3,93.75,-0.5,2681431.0,2010Q3,2010,3,4.54063166485052,14.801861165207555,-0.4894668210056352,-1.3771404083918526,27.615262139437036,2.45103850870958,28.228408143737482,-21.02949255551394,-3.625391482486151,4.812837912199441,-2.556987259376342,-5.145697303920382,-0.5082064934832431,2.4264992553288067,2010Q3,2010-09-30 23:59:59.999999999,0,0
HU,2010-Q4,91.99,-1.9,1924631.0,2010Q4,2010,4,4.521679875489066,14.47024481901778,-1.895178936145392,-0.4663529953054635,-33.16163461897741,1.6525431086831688,27.615262139437036,28.228408143737482,2.45103850870958,-3.625391482486151,-1.3771404083918526,-2.556987259376342,-0.4894668210056352,-0.5082064934832431,2010Q4,2010-12-31 23:59:59.999999999,0,0
HU,2011-Q1,91.73,-0.3,1640948.0,2011Q1,2011,1,4.518849479521564,14.310784681575027,-0.28303959675017865,-3.175891847384449,-15.946013744275334,6.736021919921775,-33.16163461897741,27.615262139437036,1.6525431086831688,2.45103850870958,-0.4663529953054635,-1.3771404083918526,-1.895178936145392,-0.4894668210056352,2011Q1,2011-03-31 23:59:59.999999999,0,0
HU,2011-Q2,90.97,-0.8,2332902.0,2011Q2,2011,2,4.510529781833971,14.662623544120432,-0.8319697687593219,-3.4996551226605277,35.183886254540475,13.691500030724768,-15.946013744275334,-33.16163461897741,6.736021919921775,1.6525431086831688,-3.175891847384449,-0.4663529953054635,-0.28303959675017865,-1.895178936145392,2011Q2,2011-06-30 23:59:59.999999999,0,0
HU,2011-Q3,89.75,-1.3,2796295.0,2011Q3,2011,3,4.497028027368389,14.843805884638657,-1.3501754465582216,-4.360363748213114,18.11823405182249,4.194471943110223,35.183886254540475,-15.946013744275334,13.691500030724768,6.736021919921775,-3.4996551226605277,-3.175891847384449,-0.8319697687593219,-0.28303959675017865,2011Q3,2011-09-30 23:59:59.999999999,0,0
HU,2011-Q4,89.34,-0.5,2114692.0,2011Q4,2011,4,4.492449315923973,14.56441973338041,-0.4578711444415795,-2.9230559565093017,-27.93861512582474,9.417491436262893,18.11823405182249,35.183886254540475,4.194471943110223,13.691500030724768,-4.360363748213114,-3.4996551226605277,-1.3501754465582216,-0.8319697687593219,2011Q4,2011-12-31 23:59:59.999999999,0,0
HU,2012-Q1,90.21,1.0,1559604.0,2012Q1,2012,1,4.502140285668547,14.259942500847485,0.9690969744574396,-1.6709193853016835,-30.44772325329248,-5.084218072754254,-27.93861512582474,18.11823405182249,9.417491436262893,4.194471943110223,-2.9230559565093017,-4.360363748213114,-0.4578711444415795,-1.3501754465582216,2012Q1,2012-03-31 23:59:59.999999999,0,0
HU,2012-Q2,87.12,-3.4,2250680.0,2012Q2,2012,2,4.467286478624705,14.626742950742889,-3.4853807043842444,-4.324330320926606,36.680044989540406,-3.5880593377543235,-30.44772325329248,-27.93861512582474,-5.084218072754254,9.417491436262893,-1.6709193853016835,-2.9230559565093017,0.9690969744574396,-0.4578711444415795,2012Q2,2012-06-30 23:59:59.999999999,0,0
HU,2012-Q3,86.39,-0.8,2601155.0,2012Q3,2012,3,4.458871928370793,14.771466135119665,-0.8414550253911912,-3.8156098997595755,14.4723184376776,-7.233974951899214,36.680044989540406,-30.44772325329248,-3.5880593377543235,-5.084218072754254,-4.324330320926606,-1.6709193853016835,-3.4853807043842444,0.9690969744574396,2012Q3,2012-09-30 23:59:59.999999999,0,0
HU,2012-Q4,84.67,-2.0,2018404.0,2012Q4,2012,4,4.438761347654186,14.517817658074758,-2.0110580716607096,-5.368796826978706,-25.36484770449068,-4.6602075305651525,14.4723184376776,36.680044989540406,-7.233974951899214,-3.5880593377543235,-3.8156098997595755,-4.324330320926606,-0.8414550253911912,-3.4853807043842444,2012Q4,2012-12-31 23:59:59.999999999,0,0
HU,2013-Q1,84.95,0.3,1632974.0,2013Q1,2013,1,4.442062848117941,14.305913450209195,0.33015004637553247,-6.007743755060613,-21.190420786556352,4.597094936170976,-25.36484770449068,14.4723184376776,-4.6602075305651525,-7.233974951899214,-5.368796826978706,-3.8156098997595755,-2.0110580716607096,-0.8414550253911912,2013Q1,2013-03-31 23:59:59.999999999,0,0
HU,2013-Q2,85.14,0.2,2246104.0,2013Q2,2013,2,4.444296960400006,14.62470771774991,0.22341122820650483,-2.2989518224698635,31.879426754071538,-0.20352329929789192,-21.190420786556352,-25.36484770449068,4.597094936170976,-4.6602075305651525,-6.007743755060613,-5.368796826978706,0.33015004637553247,-2.0110580716607096,2013Q2,2013-06-30 23:59:59.999999999,0,0
HU,2013-Q3,85.26,0.1,2539263.0,2013Q3,2013,3,4.445705411337064,14.747384439410578,0.14084509370579923,-1.316651703372873,12.267672166066745,-2.408169570908747,31.879426754071538,-21.190420786556352,-0.20352329929789192,4.597094936170976,-2.2989518224698635,-6.007743755060613,0.22341122820650483,0.33015004637553247,2013Q3,2013-09-30 23:59:59.999999999,0,0
HU,2013-Q4,84.13,-1.3,2022978.0,2013Q4,2013,4,4.432363221562722,14.520081241152539,-1.3342189774341762,-0.6398126091463396,-22.730319825803846,0.22635830777808508,12.267672166066745,31.879426754071538,-2.408169570908747,-0.20352329929789192,-1.316651703372873,-2.2989518224698635,0.14084509370579923,0.22341122820650483,2013Q4,2013-12-31 23:59:59.999999999,0,0
HU,2014-Q1,85.75,1.9,1732415.0,2014Q1,2014,1,4.45143608604605,14.365026946793552,1.9072864483327123,0.9373237928108402,-15.505429435898677,5.9113496584357605,-22.730319825803846,12.267672166066745,0.22635830777808508,-2.408169570908747,-0.6398126091463396,-1.316651703372873,-1.3342189774341762,0.14084509370579923,2014Q1,2014-03-31 23:59:59.999999999,0,0
HU,2014-Q2,87.55,2.1,2411574.0,2014Q2,2014,2,4.472210058731861,14.695790204315186,2.077397268581116,2.7913098331854513,33.07632575216335,7.1082486565275715,-15.505429435898677,-22.730319825803846,5.9113496584357605,0.22635830777808508,0.9373237928108402,-0.6398126091463396,1.9072864483327123,-1.3342189774341762,2014Q2,2014-06-30 23:59:59.999999999,0,0
HU,2014-Q3,89.19,1.9,2732065.0,2014Q3,2014,3,4.490768925678116,14.820568291483495,1.855886694625486,4.506351434105138,12.477808716830907,7.318385207291733,33.07632575216335,-15.505429435898677,7.1082486565275715,5.9113496584357605,2.7913098331854513,0.9373237928108402,2.077397268581116,1.9072864483327123,2014Q3,2014-09-30 23:59:59.999999999,0,0
HU,2014-Q4,91.22,2.3,2178794.0,2014Q4,2014,4,4.5132741712835545,14.594282070678428,2.2505245605438873,8.091094972083201,-22.628622080506666,7.420082952588913,12.477808716830907,33.07632575216335,7.318385207291733,7.1082486565275715,4.506351434105138,2.7913098331854513,1.855886694625486,2.077397268581116,2014Q4,2014-12-31 23:59:59.999999999,0,0
HU,2015-Q1,93.6,2.6,1945776.0,2015Q1,2015,1,4.539030383483547,14.481171427188993,2.5756212199992135,8.759429743749703,-11.31106434894349,11.6144480395441,-22.628622080506666,12.477808716830907,7.420082952588913,7.318385207291733,8.091094972083201,4.506351434105138,2.2505245605438873,1.855886694625486,2015Q1,2015-03-31 23:59:59.999999999,0,0
HU,2015-Q2,98.69,5.4,2685567.0,2015Q2,2015,2,4.591983624183916,14.803402436815542,5.295324070036944,11.97735654520553,32.22310096265488,10.761223250035634,-11.31106434894349,-22.628622080506666,11.6144480395441,7.420082952588913,8.759429743749703,8.091094972083201,2.5756212199992135,2.2505245605438873,2015Q2,2015-06-30 23:59:59.999999999,0,0
HU,2015-Q3,103.06,4.4,3165597.0,2015Q3,2015,3,4.635311342900078,14.967852221365261,4.332771871616181,14.454241722196226,16.44497845497188,14.728392988176608,32.22310096265488,-11.31106434894349,10.761223250035634,11.6144480395441,11.97735654520553,8.759429743749703,5.295324070036944,2.5756212199992135,2015Q3,2015-09-30 23:59:59.999999999,0,0
HU,2015-Q4,104.65,1.5,2431412.0,2015Q4,2015,4,4.650621448892009,14.7039827165198,1.5310105991931167,13.734727760845455,-26.386950484546112,10.970064584137162,16.44497845497188,32.22310096265488,14.728392988176608,10.761223250035634,14.454241722196226,11.97735654520553,4.332771871616181,5.295324070036944,2015Q4,2015-12-31 23:59:59.999999999,0,0
HU,2016-Q1,109.39,4.5,2269480.0,2016Q1,2016,1,4.694919478131699,14.635061288326057,4.429802923969017,15.58890946481526,-6.892142819374314,15.388986113706338,-26.386950484546112,16.44497845497188,10.970064584137162,14.728392988176608,13.734727760845455,14.454241722196226,1.5310105991931167,4.332771871616181,2016Q1,2016-03-31 23:59:59.999999999,0,0
HU,2016-Q2,111.97,2.4,3055761.0,2016Q2,2016,2,4.718230978272105,14.932539219403953,2.331150014040606,12.624735408818921,29.747793107789633,12.913678258841088,-6.892142819374314,-26.386950484546112,15.388986113706338,10.970064584137162,15.58890946481526,13.734727760845455,4.429802923969017,1.5310105991931167,2016Q2,2016-06-30 23:59:59.999999999,0,0
HU,2016-Q3,115.2,2.9,3481402.0,2016Q3,2016,3,4.746669748261791,15.062945644182111,2.8438769989685753,11.135840536171315,13.040642477815823,9.50934228168503,29.747793107789633,-6.892142819374314,12.913678258841088,15.388986113706338,12.624735408818921,15.58890946481526,2.331150014040606,4.429802923969017,2016Q3,2016-09-30 23:59:59.999999999,0,0
HU,2016-Q4,116.95,1.5,2853723.0,2016Q4,2016,4,4.761746493030188,14.864135015546168,1.5076744768396821,11.11250441381788,-19.881062863594323,16.01522990263682,13.040642477815823,29.747793107789633,9.50934228168503,12.913678258841088,11.135840536171315,12.624735408818921,2.8438769989685753,2.331150014040606,2016Q4,2016-12-31 23:59:59.999999999,0,0
HU,2017-Q1,122.24,4.5,2591750.0,2017Q1,2017,1,4.8059863254182105,14.767843881185359,4.423983238802265,11.106684728651128,-9.62911343608095,13.278259285930183,-19.881062863594323,13.040642477815823,16.01522990263682,9.50934228168503,11.11250441381788,11.135840536171315,1.5076744768396821,2.8438769989685753,2017Q1,2017-03-31 23:59:59.999999999,0,0
HU,2017-Q2,125.48,2.7,3488701.0,2017Q2,2017,2,4.832146383322478,15.065040018588926,2.616005790426712,11.391540505037234,29.71961374035672,13.25007991849727,-9.62911343608095,-19.881062863594323,13.278259285930183,16.01522990263682,11.106684728651128,11.11250441381788,4.423983238802265,1.5076744768396821,2017Q2,2017-06-30 23:59:59.999999999,0,0
HU,2017-Q3,129.28,3.0,3995009.0,2017Q3,2017,3,4.861980594772786,15.200556389995995,2.983421145030807,11.531084651099466,13.551637140706951,13.7610745813884,29.71961374035672,-9.62911343608095,13.25007991849727,13.278259285930183,11.391540505037234,11.106684728651128,2.616005790426712,4.423983238802265,2017Q3,2017-09-30 23:59:59.999999999,0,0
HU,2017-Q4,131.96,2.1,3274569.0,2017Q4,2017,4,4.882498846360381,15.001696815337613,2.0518251587595238,12.075235333019307,-19.88595746583819,13.756179979144534,13.551637140706951,29.71961374035672,13.7610745813884,13.25007991849727,11.531084651099466,11.391540505037234,2.983421145030807,2.616005790426712,2017Q4,2017-12-31 23:59:59.999999999,0,0
HU,2018-Q1,138.65,5.1,3038449.0,2018Q1,2018,1,4.931952772061787,14.92685774581902,4.945392570140594,12.596644664357637,-7.483906951859254,15.90138646336623,-19.88595746583819,13.551637140706951,13.756179979144534,13.7610745813884,12.075235333019307,11.531084651099466,2.0518251587595238,2.983421145030807,2018Q1,2018-03-31 23:59:59.999999999,0,0
HU,2018-Q2,142.52,2.8,3963560.0,2018Q2,2018,2,4.959482340737635,15.192653169280254,2.7529568675848104,12.733595741515735,26.579542346123297,12.761315069132806,-7.483906951859254,-19.88595746583819,15.90138646336623,13.756179979144534,12.596644664357637,12.075235333019307,4.945392570140594,2.0518251587595238,2018Q2,2018-06-30 23:59:59.999999999,0,0
HU,2018-Q3,148.49,4.2,4539490.0,2018Q3,2018,3,5.00051761590797,15.328325228905742,4.103527517033534,13.853702113518462,13.567205962548812,12.776883890974666,26.579542346123297,-7.483906951859254,12.761315069132806,15.90138646336623,12.733595741515735,12.596644664357637,2.7529568675848104,4.945392570140594,2018Q3,2018-09-30 23:59:59.999999999,0,0
