geo,time_period,hpi_index,hpi_qoq_growth_eurostat,air_passengers,period,year,quarter,log_hpi,log_air_passengers,dlog_hpi_qoq,hpi_yoy,air_qoq,air_yoy,L1_air_qoq,L2_air_qoq,L1_air_yoy,L2_air_yoy,L1_hpi_yoy,L2_hpi_yoy,L1_dlog_hpi_qoq,L2_dlog_hpi_qoq,period_str,quarter_end,post_2020q1,pandemic_shock
BG,2025-Q3,256.01,3.8,4383993.0,2025Q3,2025,3,5.545216506216643,15.293470510893385,3.724617853689516,14.294461194875652,36.59248217066544,5.413573041735731,38.510458930436364,-4.943813476353043,9.902684672150386,9.509722064416692,14.4192989659925,14.046519949514291,3.7592200046817403,4.103249867848913,2025Q3,2025-09-30 23:59:59.999999999,1,0
BG,2025-Q4,,,2521152.0,2025Q4,2025,4,,14.740226497886786,,,-55.324401300659964,14.834726324088798,36.59248217066544,38.510458930436364,5.413573041735731,9.902684672150386,14.294461194875652,14.4192989659925,3.724617853689516,3.7592200046817403,2025Q4,2025-12-31 23:59:59.999999999,1,0
CY,1993-Q1,,,,1993Q1,1993,1,,,,,,,,,,,,,,,1993Q1,1993-03-31 23:59:59.999999999,0,0
CY,1993-Q2,,,,1993Q2,1993,2,,,,,,,,,,,,,,,1993Q2,1993-06-30 23:59:59.999999999,0,0
CY,1993-Q3,,,,1993Q3,1993,3,,,,,,,,,,,,,,,1993Q3,1993-09-30 23:59:59.999999999,0,0
CY,1993-Q4,,,,1993Q4,1993,4,,,,,,,,,,,,,,,1993Q4,1993-12-31 23:59:59.999999999,0,0
CY,1994-Q1,,,,1994Q1,1994,1,,,,,,,,,,,,,,,1994Q1,1994-03-31 23:59:59.999999999,0,0
CY,1994-Q2,,,,1994Q2,1994,2,,,,,,,,,,,,,,,1994Q2,1994-06-30 23:59:59.999999999,0,0
CY,1994-Q3,,,,1994Q3,1994,3,,,,,,,,,,,,,,,1994Q3,1994-09-30 23:59:59.999999999,0,0
CY,1994-Q4,,,,1994Q4,1994,4,,,,,,,,,,,,,,,1994Q4,1994-12-31 23:59:59.999999999,0,0
CY,1995-Q1,,,,1995Q1,1995,1,,,,,,,,,,,,,,,1995Q1,1995-03-31 23:59:59.999999999,0,0
CY,1995-Q2,,,,1995Q2,1995,2,,,,,,,,,,,,,,,1995Q2,1995-06-30 23:59:59.999999999,0,0
CY,1995-Q3,,,,1995Q3,1995,3,,,,,,,,,,,,,,,1995Q3,1995-09-30 23:59:59.999999999,0,0
CY,1995-Q4,,,,1995Q4,1995,4,,,,,,,,,,,,,,,1995Q4,1995-12-31 23:59:59.999999999,0,0
CY,1996-Q1,,,,1996Q1,1996,1,,,,,,,,,,,,,,,1996Q1,1996-03-31 23:59:59.999999999,0,0
CY,1996-Q2,,,,1996Q2,1996,2,,,,,,,,,,,,,,,1996Q2,1996-06-30 23:59:59.999999999,0,0
CY,1996-Q3,,,,1996Q3,1996,3,,,,,,,,,,,,,,,1996Q3,1996-09-30 23:59:59.999999999,0,0
CY,1996-Q4,,,,1996Q4,1996,4,,,,,,,,,,,,,,,1996Q4,1996-12-31 23:59:59.999999999,0,0
CY,1997-Q1,,,,1997Q1,1997,1,,,,,,,,,,,,,,,1997Q1,1997-03-31 23:59:59.999999999,0,0
CY,1997-Q2,,,,1997Q2,1997,2,,,,,,,,,,,,,,,1997Q2,1997-06-30 23:59:59.999999999,0,0
CY,1997-Q3,,,,1997Q3,1997,3,,,,,,,,,,,,,,,1997Q3,1997-09-30 23:59:59.999999999,0,0
CY,1997-Q4,,,,1997Q4,1997,4,,,,,,,,,,,,,,,1997Q4,1997-12-31 23:59:59.999999999,0,0
CY,1998-Q1,,,,1998Q1,1998,1,,,,,,,,,,,,,,,1998Q1,1998-03-31 23:59:59.999999999,0,0
CY,1998-Q2,,,,1998Q2,1998,2,,,,,,,,,,,,,,,1998Q2,1998-06-30 23:59:59.999999999,0,0
CY,1998-Q3,,,,1998Q3,1998,3,,,,,,,,,,,,,,,1998Q3,1998-09-30 23:59:59.999999999,0,0
CY,1998-Q4,,,,1998Q4,1998,4,,,,,,,,,,,,,,,1998Q4,1998-12-31 23:59:59.999999999,0,0
CY,1999-Q1,,,,1999Q1,1999,1,,,,,,,,,,,,,,,1999Q1,1999-03-31 23:59:59.999999999,0,0
CY,1999-Q2,,,,1999Q2,1999,2,,,,,,,,,,,,,,,1999Q2,1999-06-30 23:59:59.999999999,0,0
CY,1999-Q3,,,,1999Q3,1999,3,,,,,,,,,,,,,,,1999Q3,1999-09-30 23:59:59.999999999,0,0
CY,1999-Q4,,,,1999Q4,1999,4,,,,,,,,,,,,,,,1999Q4,1999-12-31 23:59:59.999999999,0,0
CY,2000-Q1,,,,2000Q1,2000,1,,,,,,,,,,,,,,,2000Q1,2000-03-31 23:59:59.999999999,0,0
CY,2000-Q2,,,,2000Q2,2000,2,,,,,,,,,,,,,,,2000Q2,2000-06-30 23:59:59.999999999,0,0
CY,2000-Q3,,,,2000Q3,2000,3,,,,,,,,,,,,,,,2000Q3,2000-09-30 23:59:59.999999999,0,0
CY,2000-Q4,,,,2000Q4,2000,4,,,,,,,,,,,,,,,2000Q4,2000-12-31 23:59:59.999999999,0,0
CY,2001-Q1,,,,2001Q1,2001,1,,,,,,,,,,,,,,,2001Q1,2001-03-31 23:59:59.999999999,0,0
CY,2001-Q2,,,,2001Q2,2001,2,,,,,,,,,,,,,,,2001Q2,2001-06-30 23:59:59.999999999,0,0
CY,2001-Q3,,,,2001Q3,2001,3,,,,,,,,,,,,,,,2001Q3,2001-09-30 23:59:59.999999999,0,0
CY,2001-Q4,,,,2001Q4,2001,4,,,,,,,,,,,,,,,2001Q4,2001-12-31 23:59:59.999999999,0,0
CY,2002-Q1,,,,2002Q1,2002,1,,,,,,,,,,,,,,,2002Q1,2002-03-31 23:59:59.999999999,0,0
CY,2002-Q2,,,,2002Q2,2002,2,,,,,,,,,,,,,,,2002Q2,2002-06-30 23:59:59.999999999,0,0
CY,2002-Q3,,,,2002Q3,2002,3,,,,,,,,,,,,,,,2002Q3,2002-09-30 23:59:59.999999999,0,0
CY,2002-Q4,,,,2002Q4,2002,4,,,,,,,,,,,,,,,2002Q4,2002-12-31 23:59:59.999999999,0,0
CY,2003-Q1,,,798106.0,2003Q1,2003,1,,13.589996699690747,,,,,,,,,,,,,2003Q1,2003-03-31 23:59:59.999999999,0,0
CY,2003-Q2,,,1606403.0,2003Q2,2003,2,,14.289508076007683,,,69.9511376316936,,,,,,,,,,2003Q2,2003-06-30 23:59:59.999999999,0,0
CY,2003-Q3,,,2333823.0,2003Q3,2003,3,,14.663018253477405,,,37.351017746972204,,69.9511376316936,,,,,,,,2003Q3,2003-09-30 23:59:59.999999999,0,0
CY,2003-Q4,,,1339071.0,2003Q4,2003,4,,14.107486647912811,,,-55.553160556459424,,37.351017746972204,69.9511376316936,,,,,,,2003Q4,2003-12-31 23:59:59.999999999,0,0
CY,2004-Q1,,,872686.0,2004Q1,2004,1,,13.679331090854742,,,-42.81555570580693,8.933439116399455,-55.553160556459424,37.351017746972204,,,,,,,2004Q1,2004-03-31 23:59:59.999999999,0,0
CY,2004-Q2,,,1775165.0,2004Q2,2004,2,,14.389403934317828,,,71.00728434630864,9.98958583101448,-42.81555570580693,-55.553160556459424,8.933439116399455,,,,,,2004Q2,2004-06-30 23:59:59.999999999,0,0
CY,2004-Q3,,,2408119.0,2004Q3,2004,3,,14.694356502794442,,,30.495256847661345,3.1338249317036215,71.00728434630864,-42.81555570580693,9.98958583101448,8.933439116399455,,,,,2004Q3,2004-09-30 23:59:59.999999999,0,0
CY,2004-Q4,,,1365228.0,2004Q4,2004,4,,14.126832005619777,,,-56.75244971746647,1.9345357706965771,30.495256847661345,71.00728434630864,3.1338249317036215,9.98958583101448,,,,,2004Q4,2004-12-31 23:59:59.999999999,0,0
CY,2005-Q1,93.41,,914505.0,2005Q1,2005,1,4.5369984058847574,13.726138214266673,,,-40.069379135310434,4.680712341193072,-56.75244971746647,30.495256847661345,1.9345357706965771,3.1338249317036215,,,,,2005Q1,2005-03-31 23:59:59.999999999,0,0
CY,2005-Q2,95.38,2.1,1913679.0,2005Q2,2005,2,4.557868912870078,14.464538125331128,2.087050698532078,,73.83999110644552,7.513419101329966,-40.069379135310434,-56.75244971746647,4.680712341193072,1.9345357706965771,,,,,2005Q2,2005-06-30 23:59:59.999999999,0,0
CY,2005-Q3,98.79,3.6,2561189.0,2005Q3,2005,3,4.592996385056383,14.755982161755778,3.512747218630441,,29.144403642465022,6.162565896133643,73.83999110644552,-40.069379135310434,7.513419101329966,4.680712341193072,,,2.087050698532078,,2005Q3,2005-09-30 23:59:59.999999999,0,0
CY,2005-Q4,100.64,1.9,1393148.0,2005Q4,2005,4,4.611549792952131,14.14707649263157,1.8553407895748109,,-60.89056691242085,2.02444870117926,29.144403642465022,73.83999110644552,6.162565896133643,7.513419101329966,,,3.512747218630441,2.087050698532078,2005Q4,2005-12-31 23:59:59.999999999,0,0
CY,2006-Q1,103.04,2.4,845248.0,2006Q1,2006,1,4.635117262356044,13.647385354403475,2.3567469403912966,9.811885647128626,-49.96911382280942,-7.875285986319724,-60.89056691242085,29.144403642465022,2.02444870117926,6.162565896133643,,,1.8553407895748109,3.512747218630441,2006Q1,2006-03-31 23:59:59.999999999,0,0
CY,2006-Q2,106.44,3.3,1940964.0,2006Q2,2006,2,4.667581446109488,14.478695314838498,3.246418375344451,10.971253323941,83.13099604350231,1.415718950737066,-49.96911382280942,-60.89056691242085,-7.875285986319724,2.02444870117926,9.811885647128626,,2.3567469403912966,1.8553407895748109,2006Q2,2006-06-30 23:59:59.999999999,0,0
CY,2006-Q3,110.64,3.9,2567544.0,2006Q3,2006,3,4.706281687356503,14.758460357931096,3.8700241247014766,11.328530230012035,27.97650430925973,0.24781961753177484,83.13099604350231,-49.96911382280942,1.415718950737066,-7.875285986319724,10.971253323941,9.811885647128626,3.246418375344451,2.3567469403912966,2006Q3,2006-09-30 23:59:59.999999999,0,0
CY,2006-Q4,114.16,3.2,1360346.0,2006Q4,2006,4,4.737600973168581,14.123249637119756,3.131928581207788,12.605118021645012,-63.52107208113402,-2.382685551181396,27.97650430925973,83.13099604350231,0.24781961753177484,1.415718950737066,11.328530230012035,10.971253323941,3.8700241247014766,3.246418375344451,2006Q4,2006-12-31 23:59:59.999999999,0,0
CY,2007-Q1,116.41,2.0,888384.0,2007Q1,2007,1,4.75711844226015,13.697159360934782,1.9517469091568707,12.200117990410586,-42.609027618497386,4.977400653130637,-63.52107208113402,27.97650430925973,-2.382685551181396,0.24781961753177484,12.605118021645012,11.328530230012035,3.131928581207788,3.8700241247014766,2007Q1,2007-03-31 23:59:59.999999999,0,0
CY,2007-Q2,119.71,2.8,1916413.0,2007Q2,2007,2,4.785072151263279,14.46596576752059,2.7953709003129212,11.749070515379056,76.88064065858083,-1.272954731790854,-42.609027618497386,-63.52107208113402,4.977400653130637,-2.382685551181396,12.200117990410586,12.605118021645012,1.9517469091568707,3.131928581207788,2007Q2,2007-06-30 23:59:59.999999999,0,0
CY,2007-Q3,124.05,3.6,2734432.0,2007Q3,2007,3,4.82068471013781,14.821434294025133,3.5612558874531075,11.440302278130687,35.54685265045432,6.297393609403734,76.88064065858083,-42.609027618497386,-1.272954731790854,4.977400653130637,11.749070515379056,12.200117990410586,2.7953709003129212,1.9517469091568707,2007Q3,2007-09-30 23:59:59.999999999,0,0
CY,2007-Q4,125.11,0.9,1465086.0,2007Q4,2007,4,4.829193350329309,14.197424501782018,0.8508640191498884,9.159237716072788,-62.40097922431147,7.417486466226286,35.54685265045432,76.88064065858083,6.297393609403734,-1.272954731790854,11.440302278130687,11.749070515379056,3.5612558874531075,2.7953709003129212,2007Q4,2007-12-31 23:59:59.999999999,0,0
CY,2008-Q1,129.59,3.6,942993.0,2008Q1,2008,1,4.864375620447323,13.756814138470334,3.5182270118014003,10.725717818717317,-44.061036331168424,5.965477753555248,-62.40097922431147,35.54685265045432,7.417486466226286,6.297393609403734,9.159237716072788,11.440302278130687,0.8508640191498884,3.5612558874531075,2008Q1,2008-03-31 23:59:59.999999999,0,0
CY,2008-Q2,130.42,0.6,2022887.0,2008Q2,2008,2,4.870760011965056,14.520036256952615,0.6384391517733512,8.568786070177747,76.32221184822808,5.407048943202497,-44.061036331168424,-62.40097922431147,5.965477753555248,7.417486466226286,10.725717818717317,9.159237716072788,3.5182270118014003,0.8508640191498884,2008Q2,2008-06-30 23:59:59.999999999,0,0
CY,2008-Q3,128.69,-1.3,2772202.0,2008Q3,2008,3,4.857406411505574,14.835152508209799,-1.3353600459482529,3.672170136776387,31.511625125718368,1.3718214184665456,76.32221184822808,-44.061036331168424,5.407048943202497,5.965477753555248,8.568786070177747,10.725717818717317,0.6384391517733512,3.5182270118014003,2008Q3,2008-09-30 23:59:59.999999999,0,0
CY,2008-Q4,123.96,-3.7,1480002.0,2008Q4,2008,4,4.819958932919548,14.207553997090736,-3.744747858602615,-0.9234417409761164,-62.75985111190625,1.012949530871765,31.511625125718368,76.32221184822808,1.3718214184665456,5.407048943202497,3.672170136776387,8.568786070177747,-1.3353600459482529,0.6384391517733512,2008Q4,2008-12-31 23:59:59.999999999,0,0
CY,2009-Q1,122.4,-1.3,859834.0,2009Q1,2009,1,4.807294370078226,13.66449462634249,-1.2664562841322002,-5.708125036909717,-54.305937074824584,-9.231951212784395,-62.75985111190625,31.511625125718368,1.012949530871765,1.3718214184665456,-0.9234417409761164,3.672170136776387,-3.744747858602615,-1.3353600459482529,2009Q1,2009-03-31 23:59:59.999999999,0,0
CY,2009-Q2,121.17,-1.0,1916218.0,2009Q2,2009,2,4.7971945182434315,14.465864009746273,-1.0099851834794116,-7.35654937216248,80.13693834037826,-5.417224720634195,-54.305937074824584,-62.75985111190625,-9.231951212784395,1.012949530871765,-5.708125036909717,-0.9234417409761164,-1.2664562841322002,-3.744747858602615,2009Q2,2009-06-30 23:59:59.999999999,0,0
CY,2009-Q3,119.19,-1.6,2566489.0,2009Q3,2009,3,4.780718858494617,14.758049374980713,-1.6475659748814486,-7.6687553010956755,29.218536523443994,-7.7103133229085685,80.13693834037826,-54.305937074824584,-5.417224720634195,-9.231951212784395,-7.35654937216248,-5.708125036909717,-1.0099851834794116,-1.2664562841322002,2009Q3,2009-09-30 23:59:59.999999999,0,0
CY,2009-Q4,116.27,-2.4,1387246.0,2009Q4,2009,4,4.755915072680517,14.142831044781575,-2.4803785814100365,-6.404386023903097,-61.521833019913785,-6.472295230916103,29.218536523443994,80.13693834037826,-7.7103133229085685,-5.417224720634195,-7.6687553010956755,-7.35654937216248,-1.6475659748814486,-1.0099851834794116,2009Q4,2009-12-31 23:59:59.999999999,0,0
CY,2010-Q1,114.37,-1.6,925407.0,2010Q1,2010,1,4.7394388067931255,13.737988919722948,-1.647626588739115,-6.785556328510012,-40.48421250586269,7.349429338045788,-61.521833019913785,29.218536523443994,-6.472295230916103,-7.7103133229085685,-6.404386023903097,-7.6687553010956755,-2.4803785814100365,-1.6475659748814486,2010Q1,2010-03-31 23:59:59.999999999,0,0
CY,2010-Q2,112.79,-1.4,1892877.0,2010Q2,2010,2,4.725527682651825,14.453608451852205,-1.3911124141300135,-7.166683559160614,71.56195321292564,-1.2255557894068403,-40.48421250586269,-61.521833019913785,7.349429338045788,-6.472295230916103,-6.785556328510012,-6.404386023903097,-1.647626588739115,-2.4803785814100365,2010Q2,2010-06-30 23:59:59.999999999,0,0
CY,2010-Q3,112.39,-0.4,2697055.0,2010Q3,2010,3,4.721974965530176,14.807670994943225,-0.3552717121649174,-5.8743892964440825,35.406254309102,4.962161996251169,71.56195321292564,-40.48421250586269,-1.2255557894068403,7.349429338045788,-7.166683559160614,-6.785556328510012,-1.3911124141300135,-1.647626588739115,2010Q3,2010-09-30 23:59:59.999999999,0,0
CY,2010-Q4,112.05,-0.3,1432949.0,2010Q4,2010,4,4.718945200246936,14.175245116504964,-0.302976528324006,-3.696987243358052,-63.24258784382604,3.241407172338917,35.406254309102,71.56195321292564,4.962161996251169,-1.2255557894068403,-5.8743892964440825,-7.166683559160614,-0.3552717121649174,-1.3911124141300135,2010Q4,2010-12-31 23:59:59.999999999,0,0
CY,2011-Q1,111.56,-0.4,881458.0,2011Q1,2011,1,4.714562562759288,13.689332633627096,-0.4382637487648111,-2.487624403383748,-48.591248287786826,-4.865628609585215,-63.24258784382604,35.406254309102,3.241407172338917,4.962161996251169,-3.696987243358052,-5.8743892964440825,-0.302976528324006,-0.3552717121649174,2011Q1,2011-03-31 23:59:59.999999999,0,0
CY,2011-Q2,113.99,2.2,2065204.0,2011Q2,2011,2,4.736110725248687,14.54073956884417,2.1548162489398948,1.0583042596861603,85.14069352170743,8.713111699196574,-48.591248287786826,-63.24258784382604,-4.865628609585215,3.241407172338917,-2.487624403383748,-3.696987243358052,-0.4382637487648111,-0.302976528324006,2011Q2,2011-06-30 23:59:59.999999999,0,0
CY,2011-Q3,111.22,-2.4,2822751.0,2011Q3,2011,3,4.711510221759418,14.853222499307165,-2.4600503489269343,-1.0464743770758567,31.24829304629948,4.555150436394051,85.14069352170743,-48.591248287786826,8.713111699196574,-4.865628609585215,1.0583042596861603,-2.487624403383748,2.1548162489398948,-0.4382637487648111,2011Q3,2011-09-30 23:59:59.999999999,0,0
CY,2011-Q4,107.6,-3.3,1420974.0,2011Q4,2011,4,4.678420647727684,14.166853109937884,-3.3089574031733626,-4.052455251925213,-68.63693893692809,-0.8392006567079946,31.24829304629948,85.14069352170743,4.555150436394051,8.713111699196574,-1.0464743770758567,1.0583042596861603,-2.4600503489269343,2.1548162489398948,2011Q4,2011-12-31 23:59:59.999999999,0,0
CY,2012-Q1,106.4,-1.1,846993.0,2012Q1,2012,1,4.667205576907544,13.649447709137231,-1.121507082013995,-4.735698585174397,-51.74054008006532,-3.9884924489864915,-68.63693893692809,31.24829304629948,-0.8392006567079946,4.555150436394051,-4.052455251925213,-1.0464743770758567,-3.3089574031733626,-2.4600503489269343,2012Q1,2012-03-31 23:59:59.999999999,0,0
CY,2012-Q2,106.02,-0.4,2112424.0,2012Q2,2012,2,4.66362775555966,14.563346661234942,-0.35778213478838694,-7.248296968902679,91.38989520977105,2.26070923907713,-51.74054008006532,-68.63693893692809,-3.9884924489864915,-0.8392006567079946,-4.735698585174397,-4.052455251925213,-1.121507082013995,-3.3089574031733626,2012Q2,2012-06-30 23:59:59.999999999,0,0
CY,2012-Q3,110.14,3.9,2939621.0,2012Q3,2012,3,4.7017522838343355,14.893791219440429,3.8124528274675384,-0.9757937925082061,33.04445582054871,4.0568720133263625,91.38989520977105,-51.74054008006532,2.26070923907713,-3.9884924489864915,-7.248296968902679,-4.735698585174397,-0.35778213478838694,-1.121507082013995,2012Q3,2012-09-30 23:59:59.999999999,0,0
CY,2012-Q4,108.22,-1.7,1429262.0,2012Q4,2012,4,4.684166192214589,14.172668785102866,-1.7586091619746114,0.5745544486905452,-72.11224343375626,0.5815675164981826,33.04445582054871,91.38989520977105,4.0568720133263625,2.26070923907713,-0.9757937925082061,-7.248296968902679,3.8124528274675384,-0.35778213478838694,2012Q4,2012-12-31 23:59:59.999999999,0,0
CY,2013-Q1,104.54,-3.4,751110.0,2013Q1,2013,1,4.649569773284776,13.529307391391892,-3.4596418929813133,-1.7635803622767732,-64.33613937109737,-12.014031774533862,-72.11224343375626,33.04445582054871,0.5815675164981826,4.0568720133263625,0.5745544486905452,-0.9757937925082061,-1.7586091619746114,3.8124528274675384,2013Q1,2013-03-31 23:59:59.999999999,0,0
CY,2013-Q2,104.77,0.2,2047039.0,2013Q2,2013,2,4.651767471364874,14.531904916733552,0.219769808009751,-1.1860284194786352,100.25975253416597,-3.144174450138948,-64.33613937109737,-72.11224343375626,-12.014031774533862,0.5815675164981826,-1.7635803622767732,0.5745544486905452,-3.4596418929813133,-1.7586091619746114,2013Q2,2013-06-30 23:59:59.999999999,0,0
CY,2013-Q3,103.05,-1.6,2806998.0,2013Q3,2013,3,4.635214307336468,14.847626142839312,-1.6553164028406009,-6.653797649786775,31.57212261057598,-4.6165076601116795,100.25975253416597,-64.33613937109737,-3.144174450138948,-12.014031774533862,-1.1860284194786352,-1.7635803622767732,0.219769808009751,-3.4596418929813133,2013Q3,2013-09-30 23:59:59.999999999,0,0
CY,2013-Q4,100.78,-2.2,1406290.0,2013Q4,2013,4,4.612939923252452,14.156465588974775,-2.227438408401561,-7.122626896213724,-69.11605538645364,-1.6203196128090624,31.57212261057598,100.25975253416597,-4.6165076601116795,-3.144174450138948,-6.653797649786775,-1.1860284194786352,-1.6553164028406009,0.219769808009751,2013Q4,2013-12-31 23:59:59.999999999,0,0
CY,2014-Q1,98.08,-2.7,781564.0,2014Q1,2014,1,4.585783472187901,13.569052319284541,-2.715645106455078,-6.378630109687489,-58.74132696902343,3.974492789264872,-69.11605538645364,31.57212261057598,-1.6203196128090624,-4.6165076601116795,-7.122626896213724,-6.653797649786775,-2.227438408401561,-1.6553164028406009,2014Q1,2014-03-31 23:59:59.999999999,0,0
CY,2014-Q2,103.55,5.6,2153194.0,2014Q2,2014,2,4.640054587841593,14.582462879114805,5.4271115653691915,-1.1712883523280482,101.34105598302642,5.055796238125332,-58.74132696902343,-69.11605538645364,3.974492789264872,-1.6203196128090624,-6.378630109687489,-7.122626896213724,-2.715645106455078,-2.227438408401561,2014Q2,2014-06-30 23:59:59.999999999,0,0
CY,2014-Q3,102.7,-0.8,2953274.0,2014Q3,2014,3,4.631812116934513,14.898424943417888,-0.8242470907080524,-0.34021904019549964,31.59620643030827,5.079880057857622,101.34105598302642,-58.74132696902343,5.055796238125332,3.974492789264872,-1.1712883523280482,-6.378630109687489,5.4271115653691915,-2.715645106455078,2014Q3,2014-09-30 23:59:59.999999999,0,0
CY,2014-Q4,101.56,-1.1,1440514.0,2014Q4,2014,4,4.620649756836477,14.180510552307116,-1.1162360098035506,0.7709833584025105,-71.79143911107727,2.4044963332340075,31.59620643030827,101.34105598302642,5.079880057857622,5.055796238125332,-0.34021904019549964,-1.1712883523280482,-0.8242470907080524,5.4271115653691915,2014Q4,2014-12-31 23:59:59.999999999,0,0
CY,2015-Q1,97.52,-4.0,853524.0,2015Q1,2015,1,4.5800574851730165,13.657128940329194,-4.05922716634608,-0.5725987014884915,-52.33816119779213,8.807662104465308,-71.79143911107727,31.59620643030827,2.4044963332340075,5.079880057857622,0.7709833584025105,-0.34021904019549964,-1.1162360098035506,-0.8242470907080524,2015Q1,2015-03-31 23:59:59.999999999,0,0
CY,2015-Q2,100.59,3.1,2176001.0,2015Q2,2015,2,4.611052849146247,14.592999346516688,3.0995363973230106,-2.9001738695346724,93.58704061874938,1.0536467401882632,-52.33816119779213,-71.79143911107727,8.807662104465308,2.4044963332340075,-0.5725987014884915,0.7709833584025105,-4.05922716634608,-1.1162360098035506,2015Q2,2015-06-30 23:59:59.999999999,0,0
CY,2015-Q3,102.49,1.9,3073201.0,2015Q3,2015,3,4.6297652328434715,14.93823024736929,1.8712383697224944,-0.20468840910412567,34.52309008526022,3.980530395140214,93.58704061874938,-52.33816119779213,1.0536467401882632,8.807662104465308,-2.9001738695346724,-0.5725987014884915,3.0995363973230106,-4.05922716634608,2015Q3,2015-09-30 23:59:59.999999999,0,0
CY,2015-Q4,99.4,-3.0,1488061.0,2015Q4,2015,4,4.599152113662528,14.212984488158574,-3.0613119180943116,-2.1497643173948866,-72.52457592107166,3.247393585145808,34.52309008526022,93.58704061874938,3.980530395140214,1.0536467401882632,-0.20468840910412567,-2.9001738695346724,1.8712383697224944,3.0995363973230106,2015Q4,2015-12-31 23:59:59.999999999,0,0
CY,2016-Q1,96.27,-3.1,991054.0,2016Q1,2016,1,4.567156743789875,13.8065243022413,-3.199536987265361,-1.2900741383141678,-40.64601859172736,14.939536191210578,-72.52457592107166,34.52309008526022,3.247393585145808,3.980530395140214,-2.1497643173948866,-0.20468840910412567,-3.0613119180943116,1.8712383697224944,2016Q1,2016-03-31 23:59:59.999999999,0,0
CY,2016-Q2,96.59,0.3,2514963.0,2016Q2,2016,2,4.570475216191205,14.737768649678136,0.3318472401329764,-4.057763295504202,93.12443474368362,14.47693031614481,-40.64601859172736,-72.52457592107166,14.939536191210578,3.247393585145808,-1.2900741383141678,-2.1497643173948866,-3.199536987265361,-3.0613119180943116,2016Q2,2016-06-30 23:59:59.999999999,0,0
CY,2016-Q3,101.84,5.4,3575181.0,2016Q3,2016,3,4.623402954249151,15.089526362199251,5.2927738057946705,-0.6362278594320259,35.17577125211151,15.129611482996097,93.12443474368362,-40.64601859172736,14.47693031614481,14.939536191210578,-4.057763295504202,-1.2900741383141678,0.3318472401329764,-3.199536987265361,2016Q3,2016-09-30 23:59:59.999999999,0,0
CY,2016-Q4,104.59,2.7,1880619.0,2016Q4,2016,4,4.650047944766177,14.447111535932644,2.6644990517025846,5.08958311036487,-64.24148262666077,23.412704777407,35.17577125211151,93.12443474368362,15.129611482996097,14.47693031614481,-0.6362278594320259,-4.057763295504202,5.2927738057946705,0.3318472401329764,2016Q4,2016-12-31 23:59:59.999999999,0,0
CY,2017-Q1,100.02,-4.4,1179003.0,2017Q1,2017,1,4.605370165990758,13.980179724045533,-4.467777877541934,3.8213422200882974,-46.69318118871111,17.365542180423255,-64.24148262666077,35.17577125211151,23.412704777407,15.129611482996097,5.08958311036487,-0.6362278594320259,2.6644990517025846,5.2927738057946705,2017Q1,2017-03-31 23:59:59.999999999,0,0
CY,2017-Q2,106.32,6.3,2952434.0,2017Q2,2017,2,4.66645341440499,14.89814047286646,6.108324841423229,9.59781982137855,91.79607488209278,16.03718231883242,-46.69318118871111,-64.24148262666077,17.365542180423255,23.412704777407,3.8213422200882974,5.08958311036487,-4.467777877541934,2.6644990517025846,2017Q2,2017-06-30 23:59:59.999999999,0,0
CY,2017-Q3,106.5,0.2,4007783.0,2017Q3,2017,3,4.66814498514948,15.203748778564556,0.16915707444900008,4.47420309003288,30.56083056980956,11.422241636530472,91.79607488209278,-46.69318118871111,16.03718231883242,17.365542180423255,9.59781982137855,3.8213422200882974,6.108324841423229,-4.467777877541934,2017Q3,2017-09-30 23:59:59.999999999,0,0
CY,2017-Q4,105.08,-1.3,2099693.0,2017Q4,2017,4,4.654721964817339,14.557301701530593,-1.3423020332140823,0.4674020051162131,-64.64470770339634,11.019016559794892,30.56083056980956,91.79607488209278,11.422241636530472,16.03718231883242,4.47420309003288,9.59781982137855,0.16915707444900008,6.108324841423229,2017Q4,2017-12-31 23:59:59.999999999,0,0
CY,2018-Q1,102.43,-2.5,1332913.0,2018Q1,2018,1,4.629179638448443,14.102877330714328,-2.5542326368896084,2.380947245768539,-45.44243708162643,12.26976066687957,-64.64470770339634,30.56083056980956,11.019016559794892,11.422241636530472,0.4674020051162131,4.47420309003288,-1.3423020332140823,0.16915707444900008,2018Q1,2018-03-31 23:59:59.999999999,0,0
CY,2018-Q2,100.34,-2.0,3185189.0,2018Q2,2018,2,4.608564419056107,14.974022185887154,-2.061521939233657,-5.788899534888348,87.1144855172826,7.588171302069391,-45.44243708162643,-64.64470770339634,12.26976066687957,11.019016559794892,2.380947245768539,0.4674020051162131,-2.5542326368896084,-1.3423020332140823,2018Q2,2018-06-30 23:59:59.999999999,0,0
CY,2018-Q3,105.05,4.7,4199297.0,2018Q3,2018,3,4.654436427291009,15.250427688291461,4.587200823490267,-1.3708557858470805,27.640550240430706,4.667890972690536,87.1144855172826,-45.44243708162643,7.588171302069391,12.26976066687957,-5.788899534888348,2.380947245768539,-2.061521939233657,-2.5542326368896084,2018Q3,2018-09-30 23:59:59.999999999,0,0
