geo,origin,year,source,immigration_od
AT,AD,1998,od_prev_residence,10.0
AT,AD,1999,od_prev_residence,3.0
AT,AD,2000,od_prev_residence,1.0
AT,AD,2001,od_prev_residence,0.0
AT,AD,2002,od_prev_residence,0.0
AT,AD,2003,od_prev_residence,1.0
AT,AD,2004,od_prev_residence,1.0
AT,AD,2005,od_prev_residence,0.0
AT,AD,2006,od_prev_residence,1.0
AT,AD,2007,od_prev_residence,2.0
AT,AD,2008,od_prev_residence,1.0
AT,AD,2011,od_prev_residence,1.0
AT,AD,2012,od_prev_residence,0.0
AT,AD,2014,od_prev_residence,0.0
AT,AD,2015,od_prev_residence,1.0
AT,AD,2016,od_prev_residence,1.0
AT,AD,2017,od_prev_residence,1.0
AT,AD,2018,od_prev_residence,2.0
AT,AD,2019,od_prev_residence,1.0
AT,AD,2020,od_prev_residence,2.0
AT,AD,2021,od_prev_residence,1.0
AT,AD,2022,od_prev_residence,2.0
AT,AD,2023,od_prev_residence,0.0
AT,AD,2024,od_prev_residence,2.0
AT,AE,1998,od_prev_residence,38.0
AT,AE,1999,od_prev_residence,64.0
AT,AE,2001,od_prev_residence,34.0
AT,AE,2002,od_prev_residence,17.0
AT,AE,2003,od_prev_residence,24.0
AT,AE,2004,od_prev_residence,26.0
AT,AE,2005,od_prev_residence,27.0
AT,AE,2006,od_prev_residence,24.0
AT,AE,2007,od_prev_residence,40.0
AT,AE,2008,od_prev_residence,44.0
AT,AE,2011,od_prev_residence,78.0
AT,AE,2012,od_prev_residence,58.0
AT,AE,2014,od_prev_residence,78.0
AT,AE,2015,od_prev_residence,120.0
AT,AE,2016,od_prev_residence,157.0
AT,AE,2017,od_prev_residence,117.0
AT,AE,2018,od_prev_residence,171.0
AT,AE,2019,od_prev_residence,123.0
AT,AE,2020,od_prev_residence,141.0
AT,AE,2021,od_prev_residence,158.0
AT,AE,2022,od_prev_residence,137.0
AT,AE,2023,od_prev_residence,141.0
AT,AE,2024,od_prev_residence,189.0
AT,AF,1998,od_prev_residence,183.0
AT,AF,1999,od_prev_residence,542.0
AT,AF,2001,od_prev_residence,1504.0
AT,AF,2002,od_prev_residence,813.0
AT,AF,2003,od_prev_residence,642.0
AT,AF,2004,od_prev_residence,561.0
AT,AF,2005,od_prev_residence,605.0
AT,AF,2006,od_prev_residence,498.0
AT,AF,2007,od_prev_residence,485.0
AT,AF,2008,od_prev_residence,808.0
AT,AF,2011,od_prev_residence,2563.0
AT,AF,2012,od_prev_residence,2721.0
AT,AF,2014,od_prev_residence,2420.0
AT,AF,2015,od_prev_residence,17632.0
AT,AF,2016,od_prev_residence,10110.0
AT,AF,2017,od_prev_residence,1541.0
AT,AF,2018,od_prev_residence,828.0
AT,AF,2019,od_prev_residence,980.0
AT,AF,2020,od_prev_residence,1037.0
AT,AF,2021,od_prev_residence,1717.0
AT,AF,2022,od_prev_residence,2563.0
AT,AF,2023,od_prev_residence,2839.0
AT,AF,2024,od_prev_residence,1591.0
AT,AG,1998,od_prev_residence,3.0
AT,AG,1999,od_prev_residence,1.0
AT,AG,2000,od_prev_residence,1.0
AT,AG,2001,od_prev_residence,3.0
AT,AG,2002,od_prev_residence,1.0
AT,AG,2003,od_prev_residence,2.0
AT,AG,2004,od_prev_residence,0.0
AT,AG,2005,od_prev_residence,1.0
AT,AG,2006,od_prev_residence,2.0
AT,AG,2007,od_prev_residence,0.0
AT,AG,2008,od_prev_residence,0.0
AT,AG,2011,od_prev_residence,0.0
AT,AG,2012,od_prev_residence,0.0
AT,AG,2014,od_prev_residence,2.0
AT,AG,2015,od_prev_residence,1.0
AT,AG,2016,od_prev_residence,0.0
AT,AG,2017,od_prev_residence,1.0
AT,AG,2018,od_prev_residence,3.0
AT,AG,2019,od_prev_residence,0.0
AT,AG,2020,od_prev_residence,0.0
AT,AG,2021,od_prev_residence,0.0
AT,AG,2022,od_prev_residence,0.0
AT,AG,2023,od_prev_residence,0.0
AT,AG,2024,od_prev_residence,0.0
AT,AI,1998,od_prev_residence,0.0
AT,AI,1999,od_prev_residence,0.0
AT,AI,2000,od_prev_residence,0.0
AT,AI,2001,od_prev_residence,0.0
AT,AI,2002,od_prev_residence,0.0
AT,AI,2003,od_prev_residence,0.0
AT,AI,2004,od_prev_residence,0.0
AT,AI,2005,od_prev_residence,0.0
AT,AI,2006,od_prev_residence,0.0
AT,AI,2007,od_prev_residence,0.0
AT,AI,2008,od_prev_residence,0.0
AT,AI,2011,od_prev_residence,0.0
AT,AI,2012,od_prev_residence,0.0
AT,AI,2014,od_prev_residence,0.0
AT,AI,2015,od_prev_residence,0.0
AT,AI,2016,od_prev_residence,0.0
AT,AI,2017,od_prev_residence,0.0
AT,AI,2018,od_prev_residence,0.0
AT,AI,2019,od_prev_residence,0.0
AT,AI,2020,od_prev_residence,0.0
AT,AI,2021,od_prev_residence,0.0
AT,AI,2022,od_prev_residence,0.0
AT,AI,2023,od_prev_residence,0.0
AT,AI,2024,od_prev_residence,0.0
AT,AL,1998,od_prev_residence,234.0
AT,AL,1999,od_prev_residence,360.0
AT,AL,2000,od_prev_residence,194.0
AT,AL,2001,od_prev_residence,271.0
AT,AL,2002,od_prev_residence,204.0
AT,AL,2003,od_prev_residence,230.0
AT,AL,2004,od_prev_residence,252.0
AT,AL,2005,od_prev_residence,242.0
AT,AL,2006,od_prev_residence,207.0
AT,AL,2007,od_prev_residence,141.0
AT,AL,2008,od_prev_residence,114.0
AT,AL,2011,od_prev_residence,140.0
AT,AL,2012,od_prev_residence,170.0
AT,AL,2014,od_prev_residence,250.0
AT,AL,2015,od_prev_residence,320.0
AT,AL,2016,od_prev_residence,341.0
AT,AL,2017,od_prev_residence,370.0
AT,AL,2018,od_prev_residence,348.0
AT,AL,2019,od_prev_residence,391.0
AT,AL,2020,od_prev_residence,316.0
AT,AL,2021,od_prev_residence,386.0
AT,AL,2022,od_prev_residence,516.0
AT,AL,2023,od_prev_residence,472.0
AT,AL,2024,od_prev_residence,416.0
AT,AM,1998,od_prev_residence,40.0
AT,AM,1999,od_prev_residence,122.0
AT,AM,2001,od_prev_residence,368.0
AT,AM,2002,od_prev_residence,507.0
AT,AM,2003,od_prev_residence,348.0
AT,AM,2004,od_prev_residence,496.0
AT,AM,2005,od_prev_residence,437.0
AT,AM,2006,od_prev_residence,304.0
AT,AM,2007,od_prev_residence,293.0
AT,AM,2008,od_prev_residence,198.0
AT,AM,2011,od_prev_residence,101.0
AT,AM,2012,od_prev_residence,223.0
AT,AM,2014,od_prev_residence,275.0
AT,AM,2015,od_prev_residence,241.0
AT,AM,2016,od_prev_residence,196.0
AT,AM,2017,od_prev_residence,141.0
AT,AM,2018,od_prev_residence,80.0
AT,AM,2019,od_prev_residence,75.0
AT,AM,2020,od_prev_residence,49.0
AT,AM,2021,od_prev_residence,76.0
AT,AM,2022,od_prev_residence,147.0
AT,AM,2023,od_prev_residence,147.0
AT,AM,2024,od_prev_residence,119.0
AT,AN,1998,od_prev_residence,1.0
AT,AN,1999,od_prev_residence,0.0
AT,AN,2000,od_prev_residence,2.0
AT,AN,2001,od_prev_residence,2.0
AT,AN,2002,od_prev_residence,0.0
AT,AN,2003,od_prev_residence,0.0
AT,AN,2004,od_prev_residence,1.0
AT,AN,2005,od_prev_residence,0.0
AT,AN,2006,od_prev_residence,0.0
AT,AN,2007,od_prev_residence,0.0
AT,AN,2008,od_prev_residence,1.0
AT,AN,2011,od_prev_residence,2.0
AT,AN,2012,od_prev_residence,2.0
AT,AN,2014,od_prev_residence,2.0
AT,AN,2015,od_prev_residence,2.0
AT,AN,2016,od_prev_residence,2.0
AT,AN,2017,od_prev_residence,1.0
AT,AN,2018,od_prev_residence,3.0
AT,AN,2019,od_prev_residence,0.0
AT,AN,2020,od_prev_residence,0.0
AT,AN,2021,od_prev_residence,3.0
AT,AN,2022,od_prev_residence,1.0
AT,AN,2023,od_prev_residence,0.0
AT,AN,2024,od_prev_residence,0.0
AT,AO,1998,od_prev_residence,23.0
AT,AO,1999,od_prev_residence,50.0
AT,AO,2000,od_prev_residence,83.0
AT,AO,2001,od_prev_residence,23.0
AT,AO,2002,od_prev_residence,26.0
AT,AO,2003,od_prev_residence,26.0
AT,AO,2004,od_prev_residence,24.0
AT,AO,2005,od_prev_residence,26.0
AT,AO,2006,od_prev_residence,15.0
AT,AO,2007,od_prev_residence,8.0
AT,AO,2008,od_prev_residence,12.0
AT,AO,2011,od_prev_residence,8.0
AT,AO,2012,od_prev_residence,7.0
AT,AO,2014,od_prev_residence,3.0
AT,AO,2015,od_prev_residence,0.0
AT,AO,2016,od_prev_residence,9.0
AT,AO,2017,od_prev_residence,12.0
AT,AO,2018,od_prev_residence,3.0
AT,AO,2019,od_prev_residence,7.0
AT,AO,2020,od_prev_residence,3.0
AT,AO,2021,od_prev_residence,11.0
AT,AO,2022,od_prev_residence,7.0
AT,AO,2023,od_prev_residence,10.0
AT,AO,2024,od_prev_residence,12.0
AT,AQ,1998,od_prev_residence,0.0
AT,AQ,1999,od_prev_residence,0.0
AT,AQ,2001,od_prev_residence,0.0
AT,AQ,2002,od_prev_residence,0.0
AT,AQ,2003,od_prev_residence,0.0
AT,AQ,2004,od_prev_residence,0.0
AT,AQ,2005,od_prev_residence,0.0
AT,AQ,2006,od_prev_residence,0.0
AT,AR,1998,od_prev_residence,103.0
AT,AR,1999,od_prev_residence,70.0
AT,AR,2000,od_prev_residence,127.0
AT,AR,2001,od_prev_residence,134.0
AT,AR,2002,od_prev_residence,143.0
AT,AR,2003,od_prev_residence,114.0
AT,AR,2004,od_prev_residence,102.0
AT,AR,2005,od_prev_residence,101.0
AT,AR,2006,od_prev_residence,71.0
AT,AR,2007,od_prev_residence,70.0
AT,AR,2008,od_prev_residence,62.0
AT,AR,2011,od_prev_residence,81.0
AT,AR,2012,od_prev_residence,61.0
AT,AR,2014,od_prev_residence,80.0
AT,AR,2015,od_prev_residence,87.0
AT,AR,2016,od_prev_residence,70.0
AT,AR,2017,od_prev_residence,86.0
AT,AR,2018,od_prev_residence,91.0
AT,AR,2019,od_prev_residence,139.0
AT,AR,2020,od_prev_residence,130.0
AT,AR,2021,od_prev_residence,153.0
AT,AR,2022,od_prev_residence,159.0
AT,AR,2023,od_prev_residence,179.0
AT,AR,2024,od_prev_residence,183.0
AT,AS,1998,od_prev_residence,0.0
AT,AS,1999,od_prev_residence,3.0
AT,AS,2001,od_prev_residence,0.0
AT,AS,2002,od_prev_residence,0.0
AT,AS,2003,od_prev_residence,0.0
AT,AS,2004,od_prev_residence,0.0
AT,AS,2005,od_prev_residence,0.0
AT,AS,2006,od_prev_residence,0.0
AT,AU,1998,od_prev_residence,470.0
AT,AU,1999,od_prev_residence,540.0
AT,AU,2001,od_prev_residence,500.0
AT,AU,2002,od_prev_residence,267.0
AT,AU,2003,od_prev_residence,286.0
AT,AU,2004,od_prev_residence,304.0
AT,AU,2005,od_prev_residence,294.0
AT,AU,2006,od_prev_residence,313.0
AT,AU,2007,od_prev_residence,236.0
AT,AU,2008,od_prev_residence,232.0
AT,AU,2011,od_prev_residence,236.0
AT,AU,2012,od_prev_residence,197.0
AT,AU,2014,od_prev_residence,216.0
AT,AU,2015,od_prev_residence,287.0
AT,AU,2016,od_prev_residence,258.0
AT,AU,2017,od_prev_residence,226.0
AT,AU,2018,od_prev_residence,292.0
AT,AU,2019,od_prev_residence,257.0
AT,AU,2020,od_prev_residence,258.0
AT,AU,2021,od_prev_residence,185.0
AT,AU,2022,od_prev_residence,282.0
AT,AU,2023,od_prev_residence,296.0
AT,AU,2024,od_prev_residence,228.0
AT,AW,1998,od_prev_residence,0.0
AT,AW,1999,od_prev_residence,2.0
AT,AW,2000,od_prev_residence,0.0
AT,AW,2001,od_prev_residence,0.0
AT,AW,2002,od_prev_residence,0.0
AT,AW,2003,od_prev_residence,0.0
AT,AW,2004,od_prev_residence,0.0
AT,AW,2005,od_prev_residence,0.0
AT,AW,2006,od_prev_residence,0.0
AT,AW,2007,od_prev_residence,1.0
AT,AW,2008,od_prev_residence,0.0
AT,AW,2011,od_prev_residence,0.0
AT,AW,2012,od_prev_residence,2.0
AT,AW,2014,od_prev_residence,0.0
AT,AW,2015,od_prev_residence,0.0
AT,AW,2016,od_prev_residence,1.0
AT,AW,2017,od_prev_residence,2.0
AT,AW,2018,od_prev_residence,2.0
AT,AW,2019,od_prev_residence,1.0
AT,AW,2020,od_prev_residence,2.0
AT,AW,2021,od_prev_residence,1.0
AT,AW,2022,od_prev_residence,1.0
AT,AW,2023,od_prev_residence,1.0
AT,AW,2024,od_prev_residence,1.0
AT,AZ,1998,od_prev_residence,15.0
AT,AZ,1999,od_prev_residence,19.0
AT,AZ,2001,od_prev_residence,29.0
AT,AZ,2002,od_prev_residence,81.0
AT,AZ,2003,od_prev_residence,81.0
AT,AZ,2004,od_prev_residence,127.0
AT,AZ,2005,od_prev_residence,119.0
AT,AZ,2006,od_prev_residence,75.0
AT,AZ,2007,od_prev_residence,87.0
AT,AZ,2008,od_prev_residence,95.0
AT,AZ,2011,od_prev_residence,73.0
AT,AZ,2012,od_prev_residence,124.0
AT,AZ,2014,od_prev_residence,117.0
AT,AZ,2015,od_prev_residence,99.0
AT,AZ,2016,od_prev_residence,93.0
AT,AZ,2017,od_prev_residence,101.0
AT,AZ,2018,od_prev_residence,94.0
AT,AZ,2019,od_prev_residence,67.0
AT,AZ,2020,od_prev_residence,48.0
AT,AZ,2021,od_prev_residence,66.0
AT,AZ,2022,od_prev_residence,103.0
AT,AZ,2023,od_prev_residence,123.0
AT,AZ,2024,od_prev_residence,93.0
AT,BA,1998,od_prev_residence,2647.0
AT,BA,1999,od_prev_residence,3949.0
AT,BA,2000,od_prev_residence,4226.0
AT,BA,2001,od_prev_residence,6586.0
AT,BA,2002,od_prev_residence,4137.0
AT,BA,2003,od_prev_residence,4912.0
AT,BA,2004,od_prev_residence,5242.0
AT,BA,2005,od_prev_residence,4734.0
AT,BA,2006,od_prev_residence,3381.0
AT,BA,2007,od_prev_residence,2048.0
AT,BA,2008,od_prev_residence,1837.0
AT,BA,2011,od_prev_residence,2215.0
AT,BA,2012,od_prev_residence,2336.0
AT,BA,2014,od_prev_residence,3361.0
AT,BA,2015,od_prev_residence,4130.0
AT,BA,2016,od_prev_residence,3459.0
AT,BA,2017,od_prev_residence,3375.0
AT,BA,2018,od_prev_residence,3315.0
AT,BA,2019,od_prev_residence,3117.0
AT,BA,2020,od_prev_residence,2702.0
AT,BA,2021,od_prev_residence,2917.0
AT,BA,2022,od_prev_residence,3431.0
AT,BA,2023,od_prev_residence,3676.0
AT,BA,2024,od_prev_residence,2869.0
AT,BB,1998,od_prev_residence,1.0
AT,BB,1999,od_prev_residence,0.0
AT,BB,2000,od_prev_residence,0.0
AT,BB,2001,od_prev_residence,0.0
AT,BB,2002,od_prev_residence,3.0
AT,BB,2003,od_prev_residence,4.0
AT,BB,2004,od_prev_residence,2.0
AT,BB,2005,od_prev_residence,1.0
AT,BB,2006,od_prev_residence,3.0
AT,BB,2007,od_prev_residence,3.0
AT,BB,2008,od_prev_residence,2.0
AT,BB,2011,od_prev_residence,1.0
AT,BB,2012,od_prev_residence,0.0
AT,BB,2014,od_prev_residence,0.0
AT,BB,2015,od_prev_residence,0.0
AT,BB,2016,od_prev_residence,0.0
AT,BB,2017,od_prev_residence,1.0
AT,BB,2018,od_prev_residence,1.0
AT,BB,2019,od_prev_residence,3.0
AT,BB,2020,od_prev_residence,4.0
AT,BB,2021,od_prev_residence,4.0
AT,BB,2022,od_prev_residence,1.0
AT,BB,2023,od_prev_residence,7.0
AT,BB,2024,od_prev_residence,0.0
AT,BD,1998,od_prev_residence,168.0
AT,BD,1999,od_prev_residence,227.0
AT,BD,2001,od_prev_residence,304.0
AT,BD,2002,od_prev_residence,282.0
AT,BD,2003,od_prev_residence,420.0
AT,BD,2004,od_prev_residence,341.0
AT,BD,2005,od_prev_residence,228.0
AT,BD,2006,od_prev_residence,127.0
AT,BD,2007,od_prev_residence,112.0
AT,BD,2008,od_prev_residence,126.0
AT,BD,2011,od_prev_residence,146.0
AT,BD,2012,od_prev_residence,189.0
AT,BD,2014,od_prev_residence,162.0
AT,BD,2015,od_prev_residence,302.0
AT,BD,2016,od_prev_residence,297.0
AT,BD,2017,od_prev_residence,181.0
AT,BD,2018,od_prev_residence,149.0
AT,BD,2019,od_prev_residence,116.0
AT,BD,2020,od_prev_residence,80.0
AT,BD,2021,od_prev_residence,115.0
AT,BD,2022,od_prev_residence,201.0
AT,BD,2023,od_prev_residence,268.0
AT,BD,2024,od_prev_residence,386.0
AT,BE,1998,od_prev_residence,324.0
AT,BE,1999,od_prev_residence,238.0
AT,BE,2000,od_prev_residence,294.0
AT,BE,2001,od_prev_residence,267.0
AT,BE,2002,od_prev_residence,173.0
AT,BE,2003,od_prev_residence,254.0
AT,BE,2004,od_prev_residence,299.0
AT,BE,2005,od_prev_residence,296.0
AT,BE,2006,od_prev_residence,252.0
AT,BE,2007,od_prev_residence,250.0
AT,BE,2008,od_prev_residence,245.0
AT,BE,2011,od_prev_residence,261.0
AT,BE,2012,od_prev_residence,265.0
AT,BE,2014,od_prev_residence,307.0
AT,BE,2015,od_prev_residence,307.0
AT,BE,2016,od_prev_residence,309.0
AT,BE,2017,od_prev_residence,329.0
AT,BE,2018,od_prev_residence,350.0
AT,BE,2019,od_prev_residence,346.0
AT,BE,2020,od_prev_residence,339.0
AT,BE,2021,od_prev_residence,353.0
AT,BE,2022,od_prev_residence,362.0
AT,BE,2023,od_prev_residence,338.0
AT,BE,2024,od_prev_residence,369.0
AT,BF,1998,od_prev_residence,8.0
AT,BF,1999,od_prev_residence,3.0
AT,BF,2000,od_prev_residence,4.0
AT,BF,2001,od_prev_residence,9.0
AT,BF,2002,od_prev_residence,8.0
AT,BF,2003,od_prev_residence,8.0
AT,BF,2004,od_prev_residence,14.0
AT,BF,2005,od_prev_residence,12.0
AT,BF,2006,od_prev_residence,6.0
AT,BF,2007,od_prev_residence,10.0
AT,BF,2008,od_prev_residence,13.0
AT,BF,2011,od_prev_residence,3.0
AT,BF,2012,od_prev_residence,13.0
AT,BF,2014,od_prev_residence,6.0
AT,BF,2015,od_prev_residence,16.0
AT,BF,2016,od_prev_residence,14.0
AT,BF,2017,od_prev_residence,10.0
AT,BF,2018,od_prev_residence,14.0
AT,BF,2019,od_prev_residence,5.0
AT,BF,2020,od_prev_residence,15.0
AT,BF,2021,od_prev_residence,12.0
AT,BF,2022,od_prev_residence,7.0
AT,BF,2023,od_prev_residence,9.0
AT,BF,2024,od_prev_residence,16.0
AT,BG,1998,od_prev_residence,695.0
AT,BG,1999,od_prev_residence,651.0
AT,BG,2000,od_prev_residence,732.0
AT,BG,2001,od_prev_residence,931.0
AT,BG,2002,od_prev_residence,1358.0
AT,BG,2003,od_prev_residence,1614.0
AT,BG,2004,od_prev_residence,1607.0
AT,BG,2005,od_prev_residence,1393.0
AT,BG,2006,od_prev_residence,1215.0
AT,BG,2007,od_prev_residence,1446.0
AT,BG,2008,od_prev_residence,1631.0
AT,BG,2011,od_prev_residence,2063.0
AT,BG,2012,od_prev_residence,2209.0
AT,BG,2014,od_prev_residence,3768.0
AT,BG,2015,od_prev_residence,3743.0
AT,BG,2016,od_prev_residence,3454.0
AT,BG,2017,od_prev_residence,3406.0
AT,BG,2018,od_prev_residence,3525.0
AT,BG,2019,od_prev_residence,3897.0
AT,BG,2020,od_prev_residence,3087.0
AT,BG,2021,od_prev_residence,3103.0
AT,BG,2022,od_prev_residence,3614.0
AT,BG,2023,od_prev_residence,3130.0
AT,BG,2024,od_prev_residence,2468.0
AT,BH,1998,od_prev_residence,1.0
AT,BH,1999,od_prev_residence,1.0
AT,BH,2001,od_prev_residence,0.0
AT,BH,2002,od_prev_residence,1.0
AT,BH,2003,od_prev_residence,0.0
AT,BH,2004,od_prev_residence,1.0
AT,BH,2005,od_prev_residence,0.0
AT,BH,2006,od_prev_residence,6.0
AT,BH,2007,od_prev_residence,2.0
AT,BH,2008,od_prev_residence,3.0
AT,BH,2011,od_prev_residence,4.0
AT,BH,2012,od_prev_residence,5.0
AT,BH,2014,od_prev_residence,2.0
AT,BH,2015,od_prev_residence,2.0
AT,BH,2016,od_prev_residence,5.0
AT,BH,2017,od_prev_residence,13.0
AT,BH,2018,od_prev_residence,9.0
AT,BH,2019,od_prev_residence,4.0
AT,BH,2020,od_prev_residence,5.0
AT,BH,2021,od_prev_residence,0.0
AT,BH,2022,od_prev_residence,8.0
AT,BH,2023,od_prev_residence,9.0
AT,BH,2024,od_prev_residence,4.0
AT,BI,1998,od_prev_residence,9.0
AT,BI,1999,od_prev_residence,9.0
AT,BI,2000,od_prev_residence,19.0
AT,BI,2001,od_prev_residence,11.0
AT,BI,2002,od_prev_residence,5.0
AT,BI,2003,od_prev_residence,18.0
AT,BI,2004,od_prev_residence,15.0
AT,BI,2005,od_prev_residence,5.0
AT,BI,2006,od_prev_residence,2.0
AT,BI,2007,od_prev_residence,3.0
AT,BI,2008,od_prev_residence,2.0
AT,BI,2011,od_prev_residence,0.0
AT,BI,2012,od_prev_residence,9.0
AT,BI,2014,od_prev_residence,3.0
AT,BI,2015,od_prev_residence,6.0
AT,BI,2016,od_prev_residence,7.0
AT,BI,2017,od_prev_residence,9.0
AT,BI,2018,od_prev_residence,2.0
AT,BI,2019,od_prev_residence,6.0
AT,BI,2020,od_prev_residence,1.0
AT,BI,2021,od_prev_residence,0.0
AT,BI,2022,od_prev_residence,41.0
AT,BI,2023,od_prev_residence,8.0
AT,BI,2024,od_prev_residence,8.0
AT,BJ,1998,od_prev_residence,2.0
AT,BJ,1999,od_prev_residence,12.0
AT,BJ,2000,od_prev_residence,8.0
AT,BJ,2001,od_prev_residence,3.0
AT,BJ,2002,od_prev_residence,6.0
AT,BJ,2003,od_prev_residence,1.0
AT,BJ,2004,od_prev_residence,9.0
AT,BJ,2005,od_prev_residence,6.0
AT,BJ,2006,od_prev_residence,5.0
AT,BJ,2007,od_prev_residence,0.0
AT,BJ,2008,od_prev_residence,4.0
AT,BJ,2011,od_prev_residence,4.0
AT,BJ,2012,od_prev_residence,6.0
AT,BJ,2014,od_prev_residence,19.0
AT,BJ,2015,od_prev_residence,21.0
AT,BJ,2016,od_prev_residence,15.0
AT,BJ,2017,od_prev_residence,12.0
AT,BJ,2018,od_prev_residence,2.0
AT,BJ,2019,od_prev_residence,5.0
AT,BJ,2020,od_prev_residence,3.0
AT,BJ,2021,od_prev_residence,8.0
AT,BJ,2022,od_prev_residence,5.0
AT,BJ,2023,od_prev_residence,21.0
AT,BJ,2024,od_prev_residence,8.0
AT,BL,2007,od_prev_residence,0.0
AT,BL,2008,od_prev_residence,0.0
AT,BL,2011,od_prev_residence,0.0
AT,BL,2012,od_prev_residence,0.0
AT,BL,2014,od_prev_residence,0.0
AT,BL,2015,od_prev_residence,0.0
AT,BL,2016,od_prev_residence,0.0
AT,BL,2017,od_prev_residence,0.0
AT,BL,2018,od_prev_residence,0.0
AT,BL,2019,od_prev_residence,0.0
AT,BL,2020,od_prev_residence,0.0
AT,BL,2021,od_prev_residence,0.0
AT,BL,2022,od_prev_residence,0.0
AT,BL,2023,od_prev_residence,0.0
AT,BL,2024,od_prev_residence,0.0
AT,BM,1998,od_prev_residence,7.0
AT,BM,1999,od_prev_residence,11.0
AT,BM,2000,od_prev_residence,1.0
AT,BM,2001,od_prev_residence,3.0
AT,BM,2002,od_prev_residence,0.0
AT,BM,2003,od_prev_residence,0.0
AT,BM,2004,od_prev_residence,1.0
AT,BM,2005,od_prev_residence,3.0
AT,BM,2006,od_prev_residence,0.0
AT,BM,2007,od_prev_residence,0.0
AT,BM,2008,od_prev_residence,0.0
AT,BM,2011,od_prev_residence,0.0
AT,BM,2012,od_prev_residence,0.0
AT,BM,2014,od_prev_residence,1.0
AT,BM,2015,od_prev_residence,2.0
AT,BM,2016,od_prev_residence,0.0
AT,BM,2017,od_prev_residence,1.0
AT,BM,2018,od_prev_residence,1.0
AT,BM,2019,od_prev_residence,0.0
AT,BM,2020,od_prev_residence,3.0
AT,BM,2021,od_prev_residence,2.0
AT,BM,2022,od_prev_residence,0.0
AT,BM,2023,od_prev_residence,6.0
AT,BM,2024,od_prev_residence,1.0
AT,BN,1998,od_prev_residence,2.0
AT,BN,1999,od_prev_residence,1.0
AT,BN,2001,od_prev_residence,0.0
AT,BN,2002,od_prev_residence,0.0
AT,BN,2003,od_prev_residence,0.0
AT,BN,2004,od_prev_residence,0.0
AT,BN,2005,od_prev_residence,0.0
AT,BN,2006,od_prev_residence,4.0
AT,BN,2007,od_prev_residence,0.0
AT,BN,2008,od_prev_residence,0.0
AT,BN,2011,od_prev_residence,0.0
AT,BN,2012,od_prev_residence,0.0
AT,BN,2014,od_prev_residence,1.0
AT,BN,2015,od_prev_residence,0.0
AT,BN,2016,od_prev_residence,5.0
AT,BN,2017,od_prev_residence,1.0
AT,BN,2018,od_prev_residence,1.0
AT,BN,2019,od_prev_residence,0.0
AT,BN,2020,od_prev_residence,3.0
AT,BN,2021,od_prev_residence,0.0
AT,BN,2022,od_prev_residence,1.0
AT,BN,2023,od_prev_residence,1.0
AT,BN,2024,od_prev_residence,0.0
AT,BO,1998,od_prev_residence,38.0
AT,BO,1999,od_prev_residence,16.0
AT,BO,2000,od_prev_residence,25.0
AT,BO,2001,od_prev_residence,38.0
AT,BO,2002,od_prev_residence,27.0
AT,BO,2003,od_prev_residence,41.0
AT,BO,2004,od_prev_residence,49.0
AT,BO,2005,od_prev_residence,35.0
AT,BO,2006,od_prev_residence,31.0
AT,BO,2007,od_prev_residence,15.0
AT,BO,2008,od_prev_residence,13.0
AT,BO,2011,od_prev_residence,18.0
AT,BO,2012,od_prev_residence,10.0
AT,BO,2014,od_prev_residence,8.0
AT,BO,2015,od_prev_residence,10.0
AT,BO,2016,od_prev_residence,25.0
AT,BO,2017,od_prev_residence,17.0
AT,BO,2018,od_prev_residence,21.0
AT,BO,2019,od_prev_residence,25.0
AT,BO,2020,od_prev_residence,19.0
AT,BO,2021,od_prev_residence,19.0
AT,BO,2022,od_prev_residence,32.0
AT,BO,2023,od_prev_residence,17.0
AT,BO,2024,od_prev_residence,29.0
AT,BQ,2014,od_prev_residence,0.0
AT,BQ,2015,od_prev_residence,0.0
AT,BQ,2016,od_prev_residence,0.0
AT,BQ,2017,od_prev_residence,0.0
AT,BQ,2018,od_prev_residence,0.0
AT,BQ,2019,od_prev_residence,0.0
AT,BQ,2020,od_prev_residence,0.0
AT,BQ,2021,od_prev_residence,0.0
AT,BQ,2022,od_prev_residence,0.0
AT,BQ,2023,od_prev_residence,0.0
AT,BQ,2024,od_prev_residence,0.0
AT,BR,1998,od_prev_residence,428.0
AT,BR,1999,od_prev_residence,522.0
AT,BR,2000,od_prev_residence,548.0
AT,BR,2001,od_prev_residence,625.0
AT,BR,2002,od_prev_residence,396.0
AT,BR,2003,od_prev_residence,450.0
AT,BR,2004,od_prev_residence,520.0
AT,BR,2005,od_prev_residence,558.0
AT,BR,2006,od_prev_residence,472.0
AT,BR,2007,od_prev_residence,365.0
AT,BR,2008,od_prev_residence,362.0
AT,BR,2011,od_prev_residence,290.0
AT,BR,2012,od_prev_residence,282.0
AT,BR,2014,od_prev_residence,338.0
AT,BR,2015,od_prev_residence,430.0
AT,BR,2016,od_prev_residence,527.0
AT,BR,2017,od_prev_residence,500.0
AT,BR,2018,od_prev_residence,585.0
AT,BR,2019,od_prev_residence,574.0
AT,BR,2020,od_prev_residence,510.0
AT,BR,2021,od_prev_residence,499.0
AT,BR,2022,od_prev_residence,645.0
AT,BR,2023,od_prev_residence,596.0
AT,BR,2024,od_prev_residence,543.0
AT,BS,1998,od_prev_residence,11.0
AT,BS,1999,od_prev_residence,15.0
