rep_airp,country,icao,airport_name,municipality,latitude_deg,longitude_deg,coord_match,nuts2,crosswalk_method,distance_deg
IT_LIRQ,IT,LIRQ,"Florence Airport, Peretola",Firenze (FI),43.808558,11.202822,matched,ITI1,contains,0.0
IT_LIRZ,IT,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),43.095901,12.5132,matched,ITI2,contains,0.0
LT_EYKA,LT,EYKA,Kaunas International Airport,Kaunas,54.963965,24.08582,matched,LT02,contains,0.0
LT_EYPA,LT,EYPA,Palanga International Airport,Palanga,55.973202,21.093901,matched,LT02,contains,0.0
LT_EYSA,LT,EYSA,Šiauliai International Airport,Šiauliai,55.89390182495117,23.395000457763672,matched,LT02,contains,0.0
LT_EYVI,LT,EYVI,Vilnius International Airport,Vilnius,54.634102,25.285801,matched,LT01,contains,0.0
LU_ELLX,LU,ELLX,Luxembourg-Findel International Airport,Luxembourg,49.626845,6.212134,matched,LU00,contains,0.0
LV_EVRA,LV,EVRA,Riga International Airport,Riga,56.920752,23.970711,matched,LV00,contains,0.0
MT_LMML,MT,LMML,Malta International Airport,Valletta,35.845932,14.491546,matched,MT00,contains,0.0
NL_EHAM,NL,EHAM,Amsterdam Airport Schiphol,Amsterdam,52.308601,4.76389,matched,NL32,contains,0.0
NL_EHBK,NL,EHBK,Maastricht Aachen Airport,Maastricht,50.911087,5.769401,matched,NL42,contains,0.0
NL_EHEH,NL,EHEH,Eindhoven Airport,Eindhoven,51.4500999451,5.37452983856,matched,NL41,contains,0.0
NL_EHGG,NL,EHGG,Groningen Airport Eelde,Groningen,53.119107,6.577652,matched,NL13,contains,0.0
NL_EHRD,NL,EHRD,Rotterdam The Hague Airport,Rotterdam,51.956902,4.43722,matched,NL33,contains,0.0
NO_ENAL,NO,ENAL,Ålesund Airport,Ålesund,62.560443,6.110845,matched,NO0A,contains,0.0
NO_ENAN,NO,ENAN,"Andøya Airport, Andenes",Andenes,69.295193,16.139379,matched,NO07,contains,0.0
NO_ENAT,NO,ENAT,Alta Airport,Alta,69.976097,23.3717,matched,NO07,contains,0.0
NO_ENBN,NO,ENBN,"Brønnøysund Airport, Brønnøy",Brønnøy,65.461098,12.2175,matched,NO07,contains,0.0
NO_ENBO,NO,ENBO,Bodø Airport,Bodø,67.269203,14.3653,matched,NO07,contains,0.0
NO_ENBR,NO,ENBR,"Bergen Airport, Flesland",Bergen,60.2934,5.21814,matched,NO0A,contains,0.0
NO_ENCN,NO,ENCN,Kristiansand Airport,Kristiansand(Kjevik),58.204201,8.08537,matched,NO09,contains,0.0
NO_ENDU,NO,ENDU,Bardufoss Airport,Målselv,69.055801,18.5404,matched,NO07,contains,0.0
NO_ENEV,NO,ENEV,Harstad/Narvik Airport,Evenes,68.491302,16.678101,matched,NO07,contains,0.0
NO_ENFG,NO,ENFG,"Fagernes Airport, Leirin",Fagernes,61.015598,9.28806,matched,NO02,contains,0.0
NO_ENFL,NO,ENFL,Florø Airport,Florø,61.583599090576,5.0247201919556,matched,NO0A,contains,0.0
NO_ENGM,NO,ENGM,Oslo-Gardermoen International Airport,Oslo (Gardermoen),60.193901,11.1004,matched,NO08,contains,0.0
NO_ENHD,NO,ENHD,"Haugesund Airport, Karmøy",Karmøy,59.345299,5.20836,matched,NO0A,contains,0.0
NO_ENHF,NO,ENHF,Hammerfest Airport,Hammerfest,70.679703,23.6686,matched,NO07,contains,0.0
NO_ENKB,NO,ENKB,"Kristiansund Airport, Kvernberget",Kvernberget,63.111801,7.82452,matched,NO0A,contains,0.0
NO_ENKR,NO,ENKR,"Kirkenes Airport, Høybuktmoen",Kirkenes,69.7258,29.8913,matched,NO07,contains,0.0
NO_ENLK,NO,ENLK,Leknes Airport,Leknes,68.152496337891,13.609399795532,matched,NO07,contains,0.0
NO_ENML,NO,ENML,"Molde Airport, Årø",Årø,62.744701,7.2625,matched,NO0A,contains,0.0
NO_ENMS,NO,ENMS,"Mosjøen Airport, Kjærstad",Mosjøen,65.783997,13.2149,matched,NO07,contains,0.0
NO_ENNA,NO,ENNA,"Lakselv Airport, Banak",Lakselv,70.068802,24.973499,matched,NO07,contains,0.0
NO_ENOL,NO,ENOL,Ørland Airport,Ørland,63.69889831542969,9.604000091552734,matched,NO06,contains,0.0
NO_ENRA,NO,ENRA,"Mo i Rana Airport, Røssvoll",Mo i Rana,66.363899230957,14.301400184631,matched,NO07,contains,0.0
NO_ENRO,NO,ENRO,Røros Airport,Røros,62.578399658203,11.342300415039,matched,NO06,contains,0.0
NO_ENRY,NO,ENRY,"Moss Airport, Rygge",Oslo,59.378817,10.785439,matched,NO08,contains,0.0
NO_ENSB,NO,ENSB,"Svalbard Airport, Longyear",Longyearbyen,78.246101,15.4656,matched,NO0B,contains,0.0
NO_ENSG,NO,ENSG,"Sogndal Airport, Haukåsen",Sogndal,61.156101,7.13778,matched,NO0A,contains,0.0
NO_ENSO,NO,ENSO,"Stord Airport, Sørstokken",Leirvik,59.791901,5.34085,matched,NO0A,contains,0.0
NO_ENST,NO,ENST,"Sandnessjøen Airport, Stokka",Alstahaug,65.956802,12.4689,matched,NO07,contains,0.0
NO_ENTC,NO,ENTC,Tromsø Airport,Tromsø,69.683296,18.9189,matched,NO07,contains,0.0
NO_ENTO,NO,ENTO,"Sandefjord Airport, Torp",Sandefjord(Torp),59.186699,10.2586,matched,NO09,contains,0.0
NO_ENVA,NO,ENVA,"Trondheim Airport, Værnes",Trondheim,63.457802,10.924,matched,NO06,contains,0.0
NO_ENZV,NO,ENZV,"Stavanger Airport, Sola",Stavanger,58.876701,5.63778,matched,NO0A,contains,0.0
PL_EPBY,PL,EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,53.096802,17.977699,matched,PL61,contains,0.0
PL_EPGD,PL,EPGD,Gdańsk Lech Wałęsa Airport,Gdańsk,54.377602,18.4662,matched,PL63,contains,0.0
PL_EPKK,PL,EPKK,Kraków John Paul II International Airport,Balice,50.077702,19.7848,matched,PL21,contains,0.0
PL_EPKT,PL,EPKT,Katowice Wojciech Korfanty International Airport,Katowice,50.476015,19.080705,matched,PL22,contains,0.0
PL_EPLB,PL,EPLB,Lublin Airport,Lublin,51.240157,22.713461,matched,PL81,contains,0.0
PL_EPLL,PL,EPLL,Łódź Władysław Reymont Airport,Łódź,51.721901,19.3981,matched,PL71,contains,0.0
PL_EPMO,PL,EPMO,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,52.451099,20.6518,matched,PL91,contains,0.0
PL_EPPO,PL,EPPO,Poznań-Ławica Airport,Poznań,52.421598,16.823359,matched,PL41,contains,0.0
PL_EPRZ,PL,EPRZ,Rzeszów-Jasionka Airport,Jasionka,50.109791,22.024155,matched,PL82,contains,0.0
PL_EPSC,PL,EPSC,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),53.584702,14.9022,matched,PL42,contains,0.0
PL_EPSY,PL,EPSY,Olsztyn-Mazury Airport,Szymany,53.481899,20.9377,matched,PL62,contains,0.0
PL_EPWA,PL,EPWA,Warsaw Chopin Airport,Warsaw,52.165699,20.9671,matched,PL91,contains,0.0
PL_EPWR,PL,EPWR,Copernicus Wrocław Airport,Wrocław,51.103719,16.882096,matched,PL51,contains,0.0
PT_LPAZ,PT,LPAZ,Santa Maria Airport,Vila do Porto,36.97140121459961,-25.17060089111328,matched,PT20,contains,0.0
PT_LPBG,PT,LPBG,Bragança Airport,Bragança,41.8578,-6.70713,matched,PT11,contains,0.0
PT_LPBJ,PT,LPBJ,Beja Airport / Airbase,Beja,38.078899,-7.9324,matched,PT18,contains,0.0
PT_LPCR,PT,LPCR,Corvo Airport,Corvo,39.671501,-31.1136,matched,PT20,contains,0.0
PT_LPCS,PT,LPCS,Cascais Airport,Cascais,38.724998,-9.35523,matched,PT17,contains,0.0
PT_LPFL,PT,LPFL,Flores Airport,Santa Cruz das Flores,39.455299377441406,-31.13139915466309,matched,PT20,contains,0.0
PT_LPFR,PT,LPFR,Faro - Gago Coutinho International Airport,Faro,37.015909,-7.970939,matched,PT15,contains,0.0
PT_LPFU,PT,LPFU,,,,,unmatched,,,
PT_LPGR,PT,LPGR,Graciosa Airport,Santa Cruz da Graciosa,39.09220123291016,-28.029800415039062,matched,PT20,contains,0.0
PT_LPHR,PT,LPHR,Horta Airport,Horta,38.519901275634766,-28.715900421142575,matched,PT20,contains,0.0
PT_LPLA,PT,LPLA,Lajes Airport,Praia da Vitória,38.761799,-27.090799,matched,PT20,contains,0.0
PT_LPMA,PT,LPMA,Cristiano Ronaldo International Airport,Funchal,32.697812,-16.774613,matched,PT30,contains,0.0
PT_LPPD,PT,LPPD,João Paulo II Airport,Ponta Delgada,37.7411994934,-25.6979007721,matched,PT20,contains,0.0
PT_LPPI,PT,LPPI,Pico Airport,Pico Island,38.554298,-28.441299,matched,PT20,contains,0.0
PT_LPPM,PT,LPPM,Portimão Airport,Portimão,37.1493,-8.58396,matched,PT15,contains,0.0
PT_LPPO,PT,LPPO,,,,,unmatched,,,
PT_LPPR,PT,LPPR,Francisco de Sá Carneiro Airport,Porto,41.2481002808,-8.68138980865,matched,PT11,contains,0.0
PT_LPPS,PT,LPPS,Porto Santo Airport,Vila Baleira,33.0733985901,-16.3500003815,matched,PT30,contains,0.0
PT_LPPT,PT,LPPT,Lisbon Humberto Delgado Airport,Lisbon,38.7813,-9.13592,matched,PT17,contains,0.0
PT_LPSJ,PT,LPSJ,São Jorge Airport,Velas,38.665501,-28.1758,matched,PT20,contains,0.0
PT_LPVR,PT,LPVR,Vila Real Airport,Vila Real,41.2743,-7.72047,matched,PT11,contains,0.0
RO_LRAR,RO,LRAR,Arad International Airport,Arad,46.176136,21.264322,matched,RO42,contains,0.0
RO_LRBC,RO,LRBC,Bacău George Enescu International  Airport,Bacău,46.5219,26.910299,matched,RO21,contains,0.0
RO_LRBM,RO,LRBM,Maramureș International Airport,Tăuții-Măgherăuș,47.658444,23.464445,matched,RO11,contains,0.0
RO_LRBS,RO,LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,44.503133,26.102944,matched,RO32,contains,0.0
RO_LRCK,RO,LRCK,Mihail Kogălniceanu International Airport,Constanța,44.362202,28.4883,matched,RO22,contains,0.0
RO_LRCL,RO,LRCL,Avram Iancu Cluj International Airport,Cluj-Napoca,46.786042,23.685733,matched,RO11,contains,0.0
RO_LRCV,RO,LRCV,Craiova International Airport,Craiova,44.3181,23.888599,matched,RO41,contains,0.0
RO_LRIA,RO,LRIA,Iaşi International Airport,Iaşi,47.179633,27.621431,matched,RO21,contains,0.0
RO_LROD,RO,LROD,Oradea International Airport,Oradea,47.025299,21.9025,matched,RO11,contains,0.0
RO_LROP,RO,LROP,Bucharest Henri Coandă International Airport,Otopeni,44.571792,26.103285,matched,RO32,contains,0.0
RO_LRSB,RO,LRSB,Sibiu International Airport,Sibiu,45.785841,24.086666,matched,RO12,contains,0.0
RO_LRSV,RO,LRSV,Suceava Ștefan cel Mare International Airport,Suceava,47.6875,26.354099,matched,RO21,contains,0.0
RO_LRTC,RO,LRTC,Tulcea Danube Delta Airport,Mihail Kogălniceanu,45.0625,28.7143,matched,RO22,contains,0.0
RO_LRTM,RO,LRTM,Târgu Mureş Transilvania International Airport,Recea,46.467701,24.4125,matched,RO12,contains,0.0
RO_LRTR,RO,LRTR,Timișoara Traian Vuia International Airport,Timişoara,45.809898,21.3379,matched,RO42,contains,0.0
SE_ESDF,SE,ESDF,Ronneby Airport,Ronneby,56.266701,15.265,matched,SE22,contains,0.0
SE_ESGG,SE,ESGG,Göteborg Landvetter Airport,Göteborg,57.6628,12.2798,matched,SE23,contains,0.0
SE_ESGJ,SE,ESGJ,Jönköping Airport,Jönköping,57.757598876953125,14.068699836730955,matched,SE21,contains,0.0
SE_ESGP,SE,ESGP,Säve Airport,Göteborg,57.7747,11.8704,matched,SE23,contains,0.0
SE_ESKN,SE,ESKN,Stockholm Skavsta Airport,Nyköping,58.789656,16.911479,matched,SE12,contains,0.0
SE_ESMQ,SE,ESMQ,Kalmar Airport,Kalmar,56.685501,16.2876,matched,SE21,contains,0.0
SE_ESMS,SE,ESMS,Malmö Sturup Airport,Malmö,55.535564,13.376327,matched,SE22,contains,0.0
SE_ESMX,SE,ESMX,Växjö Kronoberg Airport,Växjö,56.929100036621094,14.727999687194824,matched,SE21,contains,0.0
SE_ESNN,SE,ESNN,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,62.528099060058594,17.443899154663086,matched,SE32,contains,0.0
SE_ESNO,SE,ESNO,Örnsköldsvik Airport,Örnsköldsvik,63.40829849243164,18.989999771118164,matched,SE32,contains,0.0
SE_ESNQ,SE,ESNQ,Kiruna Airport,Kiruna,67.821999,20.3368,matched,SE33,contains,0.0
SE_ESNS,SE,ESNS,Skellefteå Airport,Skellefteå,64.62480163574219,21.076900482177734,matched,SE33,contains,0.0
SE_ESNU,SE,ESNU,Umeå Airport,Umeå,63.791801,20.282801,matched,SE33,contains,0.0
SE_ESNZ,SE,ESNZ,Åre Östersund Airport,Östersund,63.193546,14.504168,matched,SE32,contains,0.0
SE_ESOE,SE,ESOE,Örebro Airport,Örebro,59.22370147705078,15.038000106811523,matched,SE12,contains,0.0
SE_ESOK,SE,ESOK,Karlstad Airport,Karlstad,59.444698,13.3374,matched,SE31,contains,0.0
SE_ESOW,SE,ESOW,Stockholm Västerås Airport,Stockholm / Västerås,59.589401,16.6336,matched,SE12,contains,0.0
SE_ESPA,SE,ESPA,Luleå Airport,Luleå,65.5438,22.122,matched,SE33,contains,0.0
SE_ESPC,SE,ESPC,,,,,unmatched,,,
SE_ESSA,SE,ESSA,Stockholm-Arlanda Airport,Stockholm,59.64849,17.928829,matched,SE11,contains,0.0
SE_ESSB,SE,ESSB,Stockholm-Bromma Airport,Stockholm,59.354401,17.9417,matched,SE11,contains,0.0
SE_ESSL,SE,ESSL,Linköping City Airport,Linköping,58.404909,15.684499,matched,SE12,contains,0.0
SE_ESSV,SE,ESSV,Visby Airport,Visby,57.6628,18.346201,matched,SE21,contains,0.0
SE_ESTA,SE,ESTA,Ängelholm-Helsingborg Airport,Ängelholm,56.29610061645508,12.847100257873535,matched,SE22,contains,0.0
SI_LJLJ,SI,LJLJ,Ljubljana Jože Pučnik Airport,Zgornji Brnik,46.223701,14.4576,matched,SI04,contains,0.0
SK_LZ99,SK,LZ99,,,,,unmatched,,,
SK_LZIB,SK,LZIB,M. R. Štefánik Airport,Bratislava,48.1702,17.2127,matched,SK01,contains,0.0
SK_LZKZ,SK,LZKZ,Košice International Airport,Košice,48.663101,21.2411,matched,SK04,contains,0.0
UK_EGAA,UK,EGAA,Belfast International Airport,Belfast,54.6575012207,-6.2158298492399995,matched,UKN0,contains,0.0
UK_EGAC,UK,EGAC,George Best Belfast City Airport,Belfast,54.618099,-5.8725,matched,UKN0,contains,0.0
UK_EGAE,UK,EGAE,City of Derry Airport,"Derry, Derry and Strabane",55.042801,-7.16111,matched,UKN0,contains,0.0
UK_EGBB,UK,EGBB,Birmingham Airport,"Birmingham, West Midlands",52.453899,-1.74803,matched,UKG3,contains,0.0
UK_EGBE,UK,EGBE,Coventry Airport,"Coventry, West Midlands",52.369701,-1.47972,matched,UKG1,contains,0.0
UK_EGBJ,UK,EGBJ,Gloucestershire Airport,"Staverton, Gloucestershire",51.894199,-2.16722,matched,UKK1,contains,0.0
UK_EGCC,UK,EGCC,Manchester Airport,"Manchester, Greater Manchester",53.349375,-2.279521,matched,UKD3,contains,0.0
UK_EGCN,UK,EGCN,,,,,unmatched,,,
UK_EGDG,UK,EGDG,,,,,unmatched,,,
UK_EGEC,UK,EGEC,Campbeltown Airport,Campbeltown,55.437199,-5.68639,matched,UKM6,contains,0.0
UK_EGFF,UK,EGFF,Cardiff International Airport,Cardiff,51.396702,-3.34333,matched,UKL2,contains,0.0
UK_EGGD,UK,EGGD,Bristol Airport,Bristol,51.382326,-2.716453,matched,UKK1,contains,0.0
UK_EGGP,UK,EGGP,Liverpool John Lennon Airport,Liverpool,53.334863,-2.849637,matched,UKD7,contains,0.0
UK_EGGW,UK,EGGW,London Luton Airport,"Luton, Luton",51.874699,-0.368333,matched,UKH2,contains,0.0
UK_EGHH,UK,EGHH,Bournemouth Airport,Bournemouth,50.780483,-1.839576,matched,UKK2,contains,0.0
UK_EGHI,UK,EGHI,Southampton Airport,Southampton,50.950298,-1.3568,matched,UKJ3,contains,0.0
UK_EGHQ,UK,EGHQ,Cornwall Airport Newquay,Newquay,50.440601,-4.99541,matched,UKK3,contains,0.0
UK_EGKB,UK,EGKB,London Biggin Hill Airport,London,51.33079910279999,0.0324999988079,matched,UKI6,contains,0.0
UK_EGKK,UK,EGKK,London Gatwick Airport,London,51.148744,-0.185739,matched,UKJ2,contains,0.0
UK_EGLC,UK,EGLC,London City Airport,London,51.505299,0.055278,matched,UKI4,contains,0.0
UK_EGLL,UK,EGLL,London Heathrow Airport,London,51.470748,-0.459909,matched,UKI7,contains,0.0
UK_EGMC,UK,EGMC,London Southend Airport,"Southend-on-Sea, Essex",51.570562,0.693627,matched,UKH3,contains,0.0
UK_EGMD,UK,EGMD,Lydd London Ashford Airport,"Romney Marsh, Kent",50.956246,0.939074,matched,UKJ4,contains,0.0
UK_EGMH,UK,EGMH,,,,,unmatched,,,
UK_EGNH,UK,EGNH,Blackpool Airport,Blackpool,53.771702,-3.02861,matched,UKD4,contains,0.0
UK_EGNJ,UK,EGNJ,Humberside Airport,"Grimsby, Lincolnshire",53.576152,-0.34954,matched,UKE1,contains,0.0
UK_EGNM,UK,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",53.865898,-1.66057,matched,UKE4,contains,0.0
UK_EGNT,UK,EGNT,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",55.037958,-1.689577,matched,UKC2,contains,0.0
UK_EGNV,UK,EGNV,Teesside International Airport,"Darlington, Durham",54.509201,-1.42941,matched,UKC1,contains,0.0
UK_EGNX,UK,EGNX,East Midlands Airport,"Nottingham, Leicestershire",52.8311,-1.32806,matched,UKF2,contains,0.0
UK_EGPA,UK,EGPA,Kirkwall Airport,"Kirkwall, Orkney Islands",58.957903,-2.905077,matched,UKM6,contains,0.0
UK_EGPB,UK,EGPB,Sumburgh Airport,"Lerwick, Shetland",59.878899,-1.29556,matched,UKM6,contains,0.0
UK_EGPC,UK,EGPC,Wick John O'Groats Airport,Wick,58.4589,-3.09306,matched,UKM6,contains,0.0
UK_EGPD,UK,EGPD,Aberdeen International Airport,Aberdeen,57.2019,-2.19778,matched,UKM5,contains,0.0
UK_EGPE,UK,EGPE,Inverness Airport,Inverness,57.5425,-4.0475,matched,UKM6,contains,0.0
UK_EGPF,UK,EGPF,Glasgow Airport,Glasgow,55.871899,-4.43306,matched,UKM8,contains,0.0
UK_EGPH,UK,EGPH,Edinburgh Airport,Edinburgh,55.950145,-3.372288,matched,UKM7,contains,0.0
UK_EGPK,UK,EGPK,Glasgow Prestwick Airport,"Prestwick, South Ayrshire",55.501499,-4.577182,matched,UKM9,contains,0.0
UK_EGPN,UK,EGPN,Dundee Airport,Dundee,56.452499,-3.02583,matched,UKM7,contains,0.0
UK_EGPO,UK,EGPO,Stornoway Airport,"Stornoway, Western Isles",58.215599,-6.33111,matched,UKM6,contains,0.0
UK_EGPU,UK,EGPU,Tiree Airport,"Balemartine, Argyll and Bute",56.499199,-6.86917,matched,UKM6,contains,0.0
UK_EGSC,UK,EGSC,Cambridge City Airport,"Cambridge, Cambridgeshire",52.205002,0.175,matched,UKH1,contains,0.0
UK_EGSH,UK,EGSH,Norwich Airport,"Norwich, Norfolk",52.6758,1.28278,matched,UKH1,contains,0.0
UK_EGSS,UK,EGSS,London Stansted Airport,"London, Essex",51.884998,0.235,matched,UKH3,contains,0.0
UK_EGTE,UK,EGTE,Exeter International Airport,"Exeter, Devon",50.734261,-3.413984,matched,UKK4,contains,0.0
UK_EGTK,UK,EGTK,London Oxford Airport,"Kidlington, Oxfordshire",51.836899,-1.32,matched,UKJ1,contains,0.0
