model,term,coef,std_err,p_value,nobs,r2_within
annual_countryweb_baseline,L1_net_migration_rate,0.10304876509636786,0.02959735141468404,0.0006195404086670742,229.0,-0.14218105796657876
annual_countryweb_patch,L1_net_migration_rate_countryweb_patch,0.09159195294510922,0.04369763054773524,0.03741721959165578,229.0,-0.11945598968998317
