sample,nobs_test,rmse,mae,corr_actual_pred,rmse_fe_only,mae_fe_only,oos_r2_vs_fe_only,periods_eval,mean_rank_ic,median_rank_ic,mean_top_minus_bottom,median_top_minus_bottom
annual_investor_headline,208,7.836134320899726,6.140173692080742,0.46278494628832273,5.967767457699416,4.283197882967768,-0.7241695052836763,11,0.3400846221358933,0.35364946053497526,3.6084458265431407,3.0666666666666673
quarterly_investor_tq_full,1965,8.779031513349869,6.033760710904502,0.47721854827158877,8.917107562834852,5.8666805228687675,0.030729030958373316,85,0.2978416294224613,0.2539130434782608,5.317583813890583,3.5171680788866135
