variable,n,mean,std,p25,p50,p75
hpi_yoy,4139,5.191298029253241,7.184967453066816,1.1483597978504068,4.838,8.589178592065645
air_yoy,2554,5.835825646706928,69.2151036588036,2.0211859078824723,6.426640006338857,13.029974127542898
airfare_yoy_q,3315,2.8975213415732592,11.841366398582704,-2.418773621439607,2.700167487448102,7.796637666304296
lic_neu_share_pas,2562,0.06536242697472601,0.15361839536062713,0.0,0.0,0.058295442023024134
pax_per_move_total,2535,88.70218720814245,36.80417905334161,64.54398361163845,87.46086346086346,112.444202253582
open_rate_norm_q,2469,0.03365027909442995,0.08603571568220421,0.007246376811594203,0.021224360497346953,0.03898743532889874
close_rate_norm_q,2469,0.05553998324721863,0.0928937816374921,0.0196078431372549,0.03971823939694197,0.06560821953954746
