model,term,coef,std_err,t_stat,p_value,nobs,r2_within,r2_overall
annual_fe_immig_origin_gdp_interaction,L1_inflation_hicp,0.30935042655546535,0.2077345165384973,1.4891623775875331,0.1383194678924946,211.0,-0.004623890312652312,-0.14627252833905713
annual_fe_immig_origin_gdp_interaction,L1_long_rate,-0.6955610243423253,0.5046643692605649,-1.3782645788159416,0.16995438251431283,211.0,-0.004623890312652312,-0.14627252833905713
annual_fe_immig_origin_gdp_interaction,L1_pop_growth,0.17266799807579974,0.7922864914462963,0.21793631462856228,0.827743217877922,211.0,-0.004623890312652312,-0.14627252833905713
annual_fe_immig_origin_gdp_interaction,L1_immigration_rate_per_1000:L1_origin_gdp_pc_ppp_const_wavg_log_c,0.2223428130426134,0.2173408632034311,1.0230143092534811,0.30777191020576256,211.0,-0.004623890312652312,-0.14627252833905713
annual_fe_immig_origin_income_shares,Intercept,10.192000003135417,2.9886329566074563,3.4102548392910905,0.0008128183590720983,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_immigration_rate_per_1000,-0.046766232587268676,0.08842294927462586,-0.5288924761152348,0.5975781143972907,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_share_high_gdp_origins,1.240339254269648,2.0929684339869588,0.5926220549379659,0.5542309474787255,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_share_low_gdp_origins,5.99570005636697,7.098623687592142,0.8446285252234177,0.39951946977315345,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_air_growth,-0.01437367441362228,0.04320905145305683,-0.33265424558643975,0.7398100161841459,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_gdp_pc_growth,0.6564410640647982,0.17422271401275993,3.7678271044309466,0.00022760512655262133,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_unemployment_rate,-0.8122182573104567,0.25398026555663944,-3.1979581387173805,0.0016542421821730269,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_inflation_hicp,0.27346727126577874,0.19448375734296838,1.4061188193907856,0.16153573145171318,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_long_rate,-0.7501392091638373,0.5336045926646114,-1.405796013519931,0.16163144254414386,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_immig_origin_income_shares,L1_pop_growth,0.24396691094542983,0.7807978632388354,0.31245847668361726,0.7550796120081096,211.0,0.08509496132523287,-0.12775721823734365
annual_fe_netmig_controls_matchedsample,Intercept,9.833651274284565,2.3157374124164245,4.246444878231402,3.426865549971403e-05,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_net_migration_rate,0.12046874977374064,0.03877670936458572,3.1067295742160943,0.002188238126386244,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_air_growth,-0.01977147157727454,0.04223525818848208,-0.4681271625957857,0.6402417388435677,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_gdp_pc_growth,0.7424964620306524,0.13718963162803363,5.412190799110864,1.902293265132471e-07,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_unemployment_rate,-0.6258402973082738,0.2454764606647942,-2.549492100437599,0.011594700693550175,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_inflation_hicp,0.1828775248438998,0.15111924761504578,1.2101537542706247,0.2277555649338685,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_long_rate,-0.7724388603811015,0.46046946502868846,-1.6775028944274872,0.09512378800237009,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_controls_matchedsample,L1_pop_growth,-0.1538399481886518,0.5440226239122139,-0.2827822620359924,0.7776582033235229,232.0,0.06839864587243027,-0.04642949858999623
annual_fe_netmig_plus_origin_gdpcomp,Intercept,2.052745671354638,23.343587767120585,0.08793616867437694,0.9300225236299415,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_net_migration_rate,0.13112713619283578,0.0364647522788292,3.59599690106673,0.0004144871008373574,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_origin_gdp_pc_ppp_const_wavg_log,0.750284897602756,2.1840493630467206,0.3435292765343537,0.7315904132246889,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_air_growth,-0.020026342442278095,0.04260428411701952,-0.4700546636876358,0.6388695949085643,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_gdp_pc_growth,0.7356463698190918,0.13651333414455577,5.388824281737242,2.1404853467466012e-07,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_unemployment_rate,-0.6203302222973444,0.25135118434066445,-2.467982094154729,0.01449623702024816,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_inflation_hicp,0.18881343775880796,0.15633054964665477,1.207783367905841,0.22867235852090118,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_long_rate,-0.7656899871322881,0.4750035014621489,-1.6119670376646744,0.10867378822642348,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_gdpcomp,L1_pop_growth,-0.12159558694528731,0.5936704203880253,-0.2048200192723295,0.8379379173039325,232.0,0.06944235757174877,-0.030116458569791504
annual_fe_netmig_plus_origin_groupshares,Intercept,8.15741969421483,4.16542593230073,1.9583638808598773,0.05189414140881099,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_net_migration_rate,0.11631166797411188,0.0296851012051654,3.9181833058353495,0.0001310236347196181,207.0,0.13690830482243577,-0.20822538774611665
annual_fe_netmig_plus_origin_groupshares,L1_share_group_LATAM_CARIB,-7.787715858796294,14.297225213896676,-0.5447012089609359,0.5867034747155659,207.0,0.13690830482243577,-0.20822538774611665
