country,period_str,quarter_end,country_period_ret,n_days,avg_n_tickers,min_n_tickers,max_n_tickers,country_period_ret_pct
FI,2009Q2,2009-06-30,0.27397288645999773,60.0,1.0,1.0,1.0,27.397288645999772
FI,2009Q3,2009-09-30,0.5591398265680314,66.0,1.0,1.0,1.0,55.91398265680314
FI,2009Q4,2009-12-31,0.013792711548157977,63.0,1.0,1.0,1.0,1.3792711548157977
FI,2010Q1,2010-03-31,0.054858214087743384,62.0,1.0,1.0,1.0,5.485821408774338
FI,2010Q2,2010-06-30,-0.1796611465354585,61.0,1.0,1.0,1.0,-17.96611465354585
FI,2010Q3,2010-09-30,0.2933884242948206,66.0,1.0,1.0,1.0,29.33884242948206
FI,2010Q4,2010-12-31,-0.01597436601844293,64.0,1.0,1.0,1.0,-1.5974366018442931
FI,2011Q1,2011-03-31,0.09545875133178283,63.0,1.0,1.0,1.0,9.545875133178283
FI,2011Q2,2011-06-30,-0.04024790480744067,61.0,1.0,1.0,1.0,-4.024790480744067
FI,2011Q3,2011-09-30,-0.17419348653169564,66.0,1.0,1.0,1.0,-17.419348653169564
FI,2011Q4,2011-12-31,-0.09765639138977456,63.0,1.0,1.0,1.0,-9.765639138977456
FI,2012Q1,2012-03-31,0.1536532200176639,64.0,1.0,1.0,1.0,15.36532200176639
FI,2012Q2,2012-06-30,-0.11155366332199368,60.0,1.0,1.0,1.0,-11.155366332199367
FI,2012Q3,2012-09-30,0.0803989636023974,65.0,1.0,1.0,1.0,8.03989636023974
FI,2012Q4,2012-12-31,0.10300440917941378,62.0,1.0,1.0,1.0,10.300440917941378
FI,2013Q1,2013-03-31,-0.0020410041166046833,62.0,1.0,1.0,1.0,-0.20410041166046833
FI,2013Q2,2013-06-30,0.0717494051669747,61.0,1.0,1.0,1.0,7.17494051669747
FI,2013Q3,2013-09-30,0.04184078359715748,66.0,1.0,1.0,1.0,4.184078359715748
FI,2013Q4,2013-12-31,0.02811219632633266,61.0,1.0,1.0,1.0,2.811219632633266
FI,2014Q1,2014-03-31,0.06709588460461324,62.0,1.0,1.0,1.0,6.709588460461324
FI,2014Q2,2014-06-30,0.050491205622941626,60.0,1.0,1.0,1.0,5.049120562294163
FI,2014Q3,2014-09-30,-0.011193871717512738,66.0,1.0,1.0,1.0,-1.1193871717512738
FI,2014Q4,2014-12-31,-0.026415096487890533,62.0,1.0,1.0,1.0,-2.6415096487890533
FI,2015Q1,2015-03-31,0.23113064948632078,62.0,1.0,1.0,1.0,23.11306494863208
FI,2015Q2,2015-06-30,-0.1754347063497289,60.0,1.0,1.0,1.0,-17.54347063497289
FI,2015Q3,2015-09-30,-0.018733376923694478,66.0,1.0,1.0,1.0,-1.8733376923694478
FI,2015Q4,2015-12-31,0.09090903754470836,63.0,1.0,1.0,1.0,9.090903754470837
FI,2016Q1,2016-03-31,-0.07172620706275012,61.0,1.0,1.0,1.0,-7.172620706275012
FI,2016Q2,2016-06-30,-0.060807782659504594,63.0,1.0,1.0,1.0,-6.0807782659504594
FI,2016Q3,2016-09-30,0.1262144157353946,66.0,1.0,1.0,1.0,12.62144157353946
FI,2016Q4,2016-12-31,0.04887491883290984,63.0,1.0,1.0,1.0,4.887491883290984
FI,2017Q1,2017-03-31,-0.04617783488706495,64.0,1.0,1.0,1.0,-4.617783488706495
FI,2017Q2,2017-06-30,0.049369354648876485,60.0,1.0,1.0,1.0,4.9369354648876485
FI,2017Q3,2017-09-30,-0.031331448604089984,65.0,1.0,1.0,1.0,-3.1331448604089984
FI,2017Q4,2017-12-31,-0.015555772826899683,62.0,1.0,1.0,1.0,-1.5555772826899683
FI,2018Q1,2018-03-31,-0.14887447184048563,63.0,1.0,1.0,1.0,-14.887447184048563
FI,2018Q2,2018-06-30,0.06654875172302988,61.0,1.1475409836065573,1.0,2.0,6.6548751723029875
FI,2018Q3,2018-09-30,0.009745472011306378,65.0,2.0,2.0,2.0,0.9745472011306378
FI,2018Q4,2018-12-31,-0.10987510186966876,61.0,2.0,2.0,2.0,-10.987510186966876
FI,2019Q1,2019-03-31,0.25482641390405303,63.0,2.0,2.0,2.0,25.482641390405302
FI,2019Q2,2019-06-30,0.11952557875481173,60.0,2.0,2.0,2.0,11.952557875481173
FI,2019Q3,2019-09-30,0.10828564234912008,66.0,2.0,2.0,2.0,10.828564234912008
FI,2019Q4,2019-12-31,0.03525419009104391,61.0,2.0,2.0,2.0,3.5254190091043913
FI,2020Q1,2020-03-31,-0.1745707189526664,63.0,2.0,2.0,2.0,-17.45707189526664
FI,2020Q2,2020-06-30,0.11149578839883523,60.0,2.0,2.0,2.0,11.149578839883523
FI,2020Q3,2020-09-30,0.04410309711430305,66.0,2.0,2.0,2.0,4.410309711430305
FI,2020Q4,2020-12-31,0.09231043612371459,63.0,2.0,2.0,2.0,9.231043612371458
FI,2021Q1,2021-03-31,-0.07183706654002375,62.0,2.0,2.0,2.0,-7.183706654002375
FI,2021Q2,2021-06-30,0.09217774787816624,61.0,2.0,2.0,2.0,9.217774787816623
FI,2021Q3,2021-09-30,-0.043595938040693616,66.0,2.0,2.0,2.0,-4.359593804069362
FI,2021Q4,2021-12-31,0.105985023869279,63.0,2.0,2.0,2.0,10.5985023869279
FI,2022Q1,2022-03-31,0.021682287915773646,63.0,2.0,2.0,2.0,2.1682287915773646
FI,2022Q2,2022-06-30,-0.14554584633988377,61.0,2.0,2.0,2.0,-14.554584633988377
FI,2022Q3,2022-09-30,-0.0988509205915723,66.0,2.0,2.0,2.0,-9.88509205915723
FI,2022Q4,2022-12-31,0.027417090342378048,63.0,2.0,2.0,2.0,2.7417090342378048
FI,2023Q1,2023-03-31,-0.08316937027734661,64.0,2.0,2.0,2.0,-8.31693702773466
FI,2023Q2,2023-06-30,-0.13211822515100846,60.0,2.0,2.0,2.0,-13.211822515100845
FI,2023Q3,2023-09-30,-0.04383436002507879,65.0,2.0,2.0,2.0,-4.383436002507879
FI,2023Q4,2023-12-31,0.1978236210565263,62.0,2.0,2.0,2.0,19.78236210565263
FI,2024Q1,2024-03-31,-0.16713914644344974,63.0,2.0,2.0,2.0,-16.713914644344975
FI,2024Q2,2024-06-30,-0.0377304049987599,61.0,2.0,2.0,2.0,-3.7730404998759903
FI,2024Q3,2024-09-30,0.0750447246627235,66.0,2.0,2.0,2.0,7.504472466272349
FI,2024Q4,2024-12-31,-0.14791212940670495,61.0,2.0,2.0,2.0,-14.791212940670494
FI,2025Q1,2025-03-31,-0.04027331783072774,62.0,2.0,2.0,2.0,-4.027331783072774
FI,2025Q2,2025-06-30,0.23267759656301412,60.0,2.0,2.0,2.0,23.26775965630141
FI,2025Q3,2025-09-30,-0.07744499113116854,66.0,2.0,2.0,2.0,-7.744499113116854
FI,2025Q4,2025-12-31,0.08504837915610053,62.0,2.0,2.0,2.0,8.504837915610054
FI,2026Q1,2026-03-31,-0.07019684068089671,50.0,2.0,2.0,2.0,-7.019684068089671
FR,2000Q1,2000-03-31,-0.007739055146895435,64.0,3.0,3.0,3.0,-0.7739055146895435
FR,2000Q2,2000-06-30,0.33712072182691366,65.0,3.0,3.0,3.0,33.712072182691365
FR,2000Q3,2000-09-30,-0.11070627193588634,65.0,3.0,3.0,3.0,-11.070627193588633
FR,2000Q4,2000-12-31,0.01891637722736772,65.0,3.0,3.0,3.0,1.891637722736772
FR,2001Q1,2001-03-31,0.09607814014030125,65.0,3.0,3.0,3.0,9.607814014030126
FR,2001Q2,2001-06-30,0.03741006937122626,65.0,3.0,3.0,3.0,3.741006937122626
FR,2001Q3,2001-09-30,0.04949412170736478,65.0,3.0,3.0,3.0,4.949412170736478
FR,2001Q4,2001-12-31,0.09002303470721507,66.0,3.0,3.0,3.0,9.002303470721507
FR,2002Q1,2002-03-31,0.013843115782726567,64.0,3.0,3.0,3.0,1.3843115782726567
FR,2002Q2,2002-06-30,0.030073186260225038,65.0,3.0,3.0,3.0,3.0073186260225038
FR,2002Q3,2002-09-30,0.07911145802280717,66.0,3.0,3.0,3.0,7.911145802280717
FR,2002Q4,2002-12-31,0.0713522797574655,66.0,3.0,3.0,3.0,7.13522797574655
FR,2003Q1,2003-03-31,0.0031997459093822123,64.0,3.0,3.0,3.0,0.3199745909382212
FR,2003Q2,2003-06-30,0.20120225924400525,65.0,3.0,3.0,3.0,20.120225924400525
FR,2003Q3,2003-09-30,0.058154376097504956,66.0,3.0,3.0,3.0,5.815437609750496
FR,2003Q4,2003-12-31,0.055175494550086635,66.0,3.0,3.0,3.0,5.5175494550086635
FR,2004Q1,2004-03-31,0.15406884282649647,65.0,3.0,3.0,3.0,15.406884282649646
FR,2004Q2,2004-06-30,0.22834786465813095,65.0,3.0,3.0,3.0,22.834786465813096
FR,2004Q3,2004-09-30,0.017486881004379784,66.0,3.0,3.0,3.0,1.7486881004379784
FR,2004Q4,2004-12-31,0.14861025613005596,66.0,3.0,3.0,3.0,14.861025613005596
FR,2005Q1,2005-03-31,0.14621362463745857,64.0,3.0,3.0,3.0,14.621362463745857
FR,2005Q2,2005-06-30,0.3551494781796338,65.0,3.0,3.0,3.0,35.51494781796338
FR,2005Q3,2005-09-30,0.1598049321319317,66.0,3.0,3.0,3.0,15.98049321319317
FR,2005Q4,2005-12-31,3.847117287736346e-05,65.0,3.0,3.0,3.0,0.0038471172877363458
FR,2006Q1,2006-03-31,0.17415678130548207,65.0,3.0,3.0,3.0,17.41567813054821
FR,2006Q2,2006-06-30,-0.07976226469335945,62.0,3.0,3.0,3.0,-7.976226469335945
FR,2006Q3,2006-09-30,0.14990591584816904,65.0,3.0,3.0,3.0,14.990591584816904
FR,2006Q4,2006-12-31,0.24531303871727306,63.0,3.0,3.0,3.0,24.531303871727307
FR,2007Q1,2007-03-31,0.07782313413679653,64.0,3.0,3.0,3.0,7.7823134136796535
FR,2007Q2,2007-06-30,-0.037234060728140506,62.0,3.064516129032258,3.0,4.0,-3.7234060728140506
FR,2007Q3,2007-09-30,-0.10617704957047336,65.0,4.0,4.0,4.0,-10.617704957047335
FR,2007Q4,2007-12-31,-0.06015845675606002,64.0,4.0,4.0,4.0,-6.015845675606002
FR,2008Q1,2008-03-31,-0.04436068531333959,62.0,4.0,4.0,4.0,-4.436068531333959
FR,2008Q2,2008-06-30,-0.12398454237408729,64.0,4.0,4.0,4.0,-12.398454237408728
FR,2008Q3,2008-09-30,-0.1130663820323553,66.0,4.0,4.0,4.0,-11.306638203235531
FR,2008Q4,2008-12-31,-0.21892261805353508,64.0,4.0,4.0,4.0,-21.892261805353506
FR,2009Q1,2009-03-31,-0.1665833006049966,63.0,4.0,4.0,4.0,-16.658330060499658
FR,2009Q2,2009-06-30,0.42536443774717014,62.0,4.0,4.0,4.0,42.536443774717014
FR,2009Q3,2009-09-30,0.47965300447984593,66.0,4.0,4.0,4.0,47.965300447984596
FR,2009Q4,2009-12-31,-0.06794390675930972,65.0,4.0,4.0,4.0,-6.7943906759309725
FR,2010Q1,2010-03-31,0.14898908538738342,63.0,4.0,4.0,4.0,14.898908538738343
FR,2010Q2,2010-06-30,-0.06556132016686267,63.0,4.0,4.0,4.0,-6.556132016686266
FR,2010Q3,2010-09-30,0.14052521677967267,66.0,4.0,4.0,4.0,14.052521677967267
FR,2010Q4,2010-12-31,-0.003475267865832077,64.0,4.0,4.0,4.0,-0.3475267865832077
FR,2011Q1,2011-03-31,0.10917042916725506,64.0,4.0,4.0,4.0,10.917042916725507
FR,2011Q2,2011-06-30,0.04171442766080258,63.0,4.0,4.0,4.0,4.171442766080258
FR,2011Q3,2011-09-30,-0.25768796589640897,66.0,4.0,4.0,4.0,-25.768796589640896
FR,2011Q4,2011-12-31,-0.017442382256279476,64.0,4.0,4.0,4.0,-1.7442382256279476
FR,2012Q1,2012-03-31,0.1609695115322325,65.0,4.0,4.0,4.0,16.096951153223248
FR,2012Q2,2012-06-30,-0.03374105876612732,62.0,4.0,4.0,4.0,-3.374105876612732
FR,2012Q3,2012-09-30,0.09238582066228251,65.0,4.0,4.0,4.0,9.23858206622825
FR,2012Q4,2012-12-31,0.05891552661706556,62.0,4.0,4.0,4.0,5.891552661706556
FR,2013Q1,2013-03-31,0.03641972149020267,62.0,4.0,4.0,4.0,3.6419721490202672
FR,2013Q2,2013-06-30,0.00767631794011181,63.0,4.0,4.0,4.0,0.767631794011181
FR,2013Q3,2013-09-30,0.07265060174154092,66.0,4.0,4.0,4.0,7.265060174154092
FR,2013Q4,2013-12-31,0.03825625536252031,64.0,4.0,4.0,4.0,3.825625536252031
FR,2014Q1,2014-03-31,0.06038195411522196,63.0,4.0,4.0,4.0,6.038195411522196
FR,2014Q2,2014-06-30,0.15774706762333035,63.0,4.0,4.0,4.0,15.774706762333036
FR,2014Q3,2014-09-30,-0.05186203523873334,66.0,4.0,4.0,4.0,-5.186203523873334
FR,2014Q4,2014-12-31,0.053920785598552845,64.0,4.0,4.0,4.0,5.3920785598552845
FR,2015Q1,2015-03-31,0.21879238406366142,63.0,4.0,4.0,4.0,21.87923840636614
FR,2015Q2,2015-06-30,-0.12785502952787697,62.0,4.0,4.0,4.0,-12.785502952787697
FR,2015Q3,2015-09-30,-0.01615083957203456,66.0,4.0,4.0,4.0,-1.6150839572034559
FR,2015Q4,2015-12-31,0.055116566652610555,64.0,4.0,4.0,4.0,5.5116566652610555
FR,2016Q1,2016-03-31,0.0677020022138426,62.0,4.0,4.0,4.0,6.770200221384259
FR,2016Q2,2016-06-30,0.02187350347437067,65.0,4.0,4.0,4.0,2.187350347437067
FR,2016Q3,2016-09-30,0.09551119713697132,66.0,4.0,4.0,4.0,9.551119713697132
FR,2016Q4,2016-12-31,-0.02014907735223792,64.0,4.0,4.0,4.0,-2.014907735223792
FR,2017Q1,2017-03-31,0.026704703295886034,65.0,4.0,4.0,4.0,2.6704703295886034
FR,2017Q2,2017-06-30,0.12993478757692367,62.0,4.0,4.0,4.0,12.993478757692367
FR,2017Q3,2017-09-30,0.05557842273223135,65.0,4.0,4.0,4.0,5.557842273223135
FR,2017Q4,2017-12-31,0.0926858200778844,63.0,4.0,4.0,4.0,9.268582007788439
FR,2018Q1,2018-03-31,-0.0418644930115577,63.0,4.0,4.0,4.0,-4.18644930115577
FR,2018Q2,2018-06-30,0.0649794909369501,63.0,4.0,4.0,4.0,6.49794909369501
FR,2018Q3,2018-09-30,0.02701886356155625,65.0,4.0,4.0,4.0,2.701886356155625
FR,2018Q4,2018-12-31,-0.12363189476626268,64.0,4.0,4.0,4.0,-12.363189476626268
FR,2019Q1,2019-03-31,0.20932159100017977,63.0,4.0,4.0,4.0,20.932159100017977
FR,2019Q2,2019-06-30,0.03723495247915709,62.0,4.0,4.0,4.0,3.723495247915709
FR,2019Q3,2019-09-30,0.07772406769502993,66.0,4.0,4.0,4.0,7.772406769502993
FR,2019Q4,2019-12-31,0.12759286175248774,65.0,4.0,4.0,4.0,12.759286175248775
FR,2020Q1,2020-03-31,-0.2694199786665957,64.0,4.0,4.0,4.0,-26.941997866659573
FR,2020Q2,2020-06-30,0.07550344909007389,62.0,4.0,4.0,4.0,7.550344909007389
FR,2020Q3,2020-09-30,-0.05116708144435189,66.0,4.0,4.0,4.0,-5.116708144435189
FR,2020Q4,2020-12-31,0.17999188146194744,65.0,4.0,4.0,4.0,17.999188146194744
FR,2021Q1,2021-03-31,-0.020521906492967923,63.0,4.0,4.0,4.0,-2.0521906492967923
FR,2021Q2,2021-06-30,0.1619820111814032,63.0,4.0,4.0,4.0,16.19820111814032
FR,2021Q3,2021-09-30,-0.0238052672609822,66.0,4.0,4.0,4.0,-2.38052672609822
FR,2021Q4,2021-12-31,0.016323776914330068,66.0,4.0,4.0,4.0,1.6323776914330068
FR,2022Q1,2022-03-31,-0.021108592752132282,64.0,4.0,4.0,4.0,-2.1108592752132282
FR,2022Q2,2022-06-30,-0.2125619666589249,63.0,4.0,4.0,4.0,-21.25619666589249
FR,2022Q3,2022-09-30,-0.0953219212154961,66.0,4.0,4.0,4.0,-9.53219212154961
FR,2022Q4,2022-12-31,0.07738929097258773,64.0,4.0,4.0,4.0,7.738929097258773
FR,2023Q1,2023-03-31,0.01870688198146353,65.0,4.0,4.0,4.0,1.870688198146353
FR,2023Q2,2023-06-30,-0.062403184741232964,62.0,4.0,4.0,4.0,-6.240318474123296
FR,2023Q3,2023-09-30,-0.051966145328112945,65.0,4.0,4.0,4.0,-5.196614532811294
FR,2023Q4,2023-12-31,0.19393589481445606,63.0,4.0,4.0,4.0,19.393589481445606
FR,2024Q1,2024-03-31,-0.0873144451245077,63.0,4.0,4.0,4.0,-8.73144451245077
FR,2024Q2,2024-06-30,-0.07604456849632846,63.0,4.0,4.0,4.0,-7.604456849632846
FR,2024Q3,2024-09-30,0.19184453641896138,66.0,4.0,4.0,4.0,19.184453641896138
FR,2024Q4,2024-12-31,-0.1348521635844836,64.0,4.0,4.0,4.0,-13.48521635844836
FR,2025Q1,2025-03-31,0.03530411490138108,63.0,4.0,4.0,4.0,3.530411490138108
FR,2025Q2,2025-06-30,0.09805653074024634,62.0,4.0,4.0,4.0,9.805653074024633
FR,2025Q3,2025-09-30,-0.029222735582480674,66.0,4.0,4.0,4.0,-2.9222735582480674
FR,2025Q4,2025-12-31,0.0010708271385169166,64.0,4.0,4.0,4.0,0.10708271385169166
FR,2026Q1,2026-03-31,-0.06177426196003555,51.0,4.0,4.0,4.0,-6.177426196003555
IE,2000Q1,2000-03-31,-0.2796613524493289,63.0,1.0,1.0,1.0,-27.96613524493289
IE,2000Q2,2000-06-30,-0.11804583672549118,65.0,1.0,1.0,1.0,-11.804583672549118
IE,2000Q3,2000-09-30,-0.21126744569304512,65.0,1.0,1.0,1.0,-21.126744569304513
IE,2000Q4,2000-12-31,-2.220446049250313e-16,65.0,1.0,1.0,1.0,-2.220446049250313e-14
IE,2001Q1,2001-03-31,0.017857155712073247,65.0,1.0,1.0,1.0,1.7857155712073247
IE,2001Q2,2001-06-30,0.728952847954081,65.0,1.0,1.0,1.0,72.8952847954081
IE,2001Q3,2001-09-30,0.24376826711663435,65.0,1.0,1.0,1.0,24.376826711663433
IE,2001Q4,2001-12-31,0.15652216525513407,66.0,1.0,1.0,1.0,15.652216525513406
IE,2002Q1,2002-03-31,0.08270654294375679,64.0,1.0,1.0,1.0,8.270654294375678
IE,2002Q2,2002-06-30,0.06026602750759347,65.0,1.0,1.0,1.0,6.026602750759347
IE,2002Q3,2002-09-30,0.046831856287173235,66.0,1.0,1.0,1.0,4.6831856287173235
IE,2002Q4,2002-12-31,-0.038709953374431394,66.0,1.0,1.0,1.0,-3.8709953374431394
IE,2003Q1,2003-03-31,-0.16107354298466992,64.0,1.0,1.0,1.0,-16.10735429846699
IE,2003Q2,2003-06-30,0.2639120407881965,65.0,1.0,1.0,1.0,26.39120407881965
IE,2003Q3,2003-09-30,0.23924223228425023,66.0,1.0,1.0,1.0,23.924223228425024
IE,2003Q4,2003-12-31,0.10526339947022767,66.0,1.0,1.0,1.0,10.526339947022766
IE,2004Q1,2004-03-31,0.2142854176573703,65.0,1.0,1.0,1.0,21.42854176573703
IE,2004Q2,2004-06-30,0.03463098378035845,65.0,1.0,1.0,1.0,3.463098378035845
IE,2004Q3,2004-09-30,0.020204100521105328,66.0,1.0,1.0,1.0,2.020410052110533
IE,2004Q4,2004-12-31,0.06060604858373253,66.0,1.0,1.0,1.0,6.060604858373253
IE,2005Q1,2005-03-31,-0.046428469228350755,64.0,1.0,1.0,1.0,-4.6428469228350755
IE,2005Q2,2005-06-30,0.060348998933196674,65.0,1.0,1.0,1.0,6.034899893319667
IE,2005Q3,2005-09-30,-0.11002618340965087,66.0,1.0,1.0,1.0,-11.002618340965087
IE,2005Q4,2005-12-31,-0.016194571524200785,65.0,1.0,1.0,1.0,-1.6194571524200785
IE,2006Q1,2006-03-31,0.06584348461232636,65.0,1.0,1.0,1.0,6.584348461232636
IE,2006Q2,2006-06-30,-0.1121825364287734,65.0,1.0,1.0,1.0,-11.21825364287734
IE,2006Q3,2006-09-30,0.20085961418573306,65.0,1.0,1.0,1.0,20.085961418573305
IE,2006Q4,2006-12-31,0.09629652123364996,63.0,1.0,1.0,1.0,9.629652123364995
IE,2007Q1,2007-03-31,0.2736483663856468,64.0,1.0,1.0,1.0,27.364836638564682
IE,2007Q2,2007-06-30,-0.022623520209234416,61.0,1.0,1.0,1.0,-2.2623520209234416
IE,2007Q3,2007-09-30,0.15765908789546068,65.0,1.0,1.0,1.0,15.765908789546067
IE,2007Q4,2007-12-31,0.10476187263356596,64.0,1.0,1.0,1.0,10.476187263356596
IE,2008Q1,2008-03-31,0.08836235592708186,62.0,1.0,1.0,1.0,8.836235592708185
IE,2008Q2,2008-06-30,-0.10806941077831089,63.0,1.0,1.0,1.0,-10.80694107783109
IE,2008Q3,2008-09-30,-0.15197154148300807,66.0,1.0,1.0,1.0,-15.197154148300807
IE,2008Q4,2008-12-31,-0.43221012639970624,64.0,1.0,1.0,1.0,-43.221012639970624
IE,2009Q1,2009-03-31,-0.03271047667331828,63.0,1.0,1.0,1.0,-3.271047667331828
IE,2009Q2,2009-06-30,0.07957544516734827,60.0,1.0,1.0,1.0,7.957544516734827
IE,2009Q3,2009-09-30,0.33183121427078044,65.0,1.0,1.0,1.0,33.18312142707804
IE,2009Q4,2009-12-31,-0.0034482494939486186,63.0,1.0,1.0,1.0,-0.34482494939486186
IE,2010Q1,2010-03-31,0.034255639044997066,63.0,1.0,1.0,1.0,3.4255639044997066
IE,2010Q2,2010-06-30,0.016849341811986163,61.0,1.0,1.0,1.0,1.6849341811986163
IE,2010Q3,2010-09-30,0.16689156131222904,66.0,1.0,1.0,1.0,16.689156131222905
IE,2010Q4,2010-12-31,0.06080667780229243,64.0,1.0,1.0,1.0,6.080667780229243
IE,2011Q1,2011-03-31,0.15457750300626039,63.0,1.0,1.0,1.0,15.457750300626039
IE,2011Q2,2011-06-30,0.1363388767019169,61.0,1.0,1.0,1.0,13.63388767019169
IE,2011Q3,2011-09-30,-0.06145178253407124,66.0,1.0,1.0,1.0,-6.145178253407124
IE,2011Q4,2011-12-31,0.03932595794683902,63.0,1.0,1.0,1.0,3.932595794683902
IE,2012Q1,2012-03-31,0.21245329422516246,64.0,1.0,1.0,1.0,21.245329422516246
IE,2012Q2,2012-06-30,0.05035978015967113,61.0,1.0,1.0,1.0,5.035978015967113
IE,2012Q3,2012-09-30,0.18829170116510952,65.0,1.0,1.0,1.0,18.82917011651095
IE,2012Q4,2012-12-31,0.21014481852793776,64.0,1.0,1.0,1.0,21.014481852793775
IE,2013Q1,2013-03-31,0.10910209360167022,62.0,1.0,1.0,1.0,10.910209360167023
IE,2013Q2,2013-06-30,0.12369137197775615,62.0,1.0,1.0,1.0,12.369137197775615
IE,2013Q3,2013-09-30,-0.060890835883795735,66.0,1.0,1.0,1.0,-6.089083588379573
IE,2013Q4,2013-12-31,0.16310322922902576,64.0,1.0,1.0,1.0,16.310322922902575
IE,2014Q1,2014-03-31,-0.010656983407244747,63.0,1.0,1.0,1.0,-1.0656983407244747
IE,2014Q2,2014-06-30,-0.03204788548309456,61.0,1.8032786885245902,1.0,2.0,-3.2047885483094563
IE,2014Q3,2014-09-30,0.06668796981166003,66.0,2.0,2.0,2.0,6.668796981166003
IE,2014Q4,2014-12-31,0.03623081464897471,64.0,2.0,2.0,2.0,3.6230814648974707
IE,2015Q1,2015-03-31,0.14195624686359642,63.0,2.0,2.0,2.0,14.195624686359643
IE,2015Q2,2015-06-30,0.06502864672650377,61.0,2.0,2.0,2.0,6.502864672650377
IE,2015Q3,2015-09-30,-0.028929119242786516,66.0,2.0,2.0,2.0,-2.8929119242786516
IE,2015Q4,2015-12-31,0.043772639480627484,64.0,2.0,2.0,2.0,4.377263948062748
IE,2016Q1,2016-03-31,0.0185608219815534,62.0,2.0,2.0,2.0,1.85608219815534
IE,2016Q2,2016-06-30,-0.02359983849044689,63.0,2.0,2.0,2.0,-2.359983849044689
IE,2016Q3,2016-09-30,0.0402791578624202,66.0,2.0,2.0,2.0,4.02791578624202
IE,2016Q4,2016-12-31,-0.04085067403307541,63.0,2.0,2.0,2.0,-4.085067403307541
IE,2017Q1,2017-03-31,0.1306884568082003,64.0,2.0,2.0,2.0,13.06884568082003
IE,2017Q2,2017-06-30,0.020004150757686467,61.0,2.0,2.0,2.0,2.0004150757686467
IE,2017Q3,2017-09-30,0.00843669122210522,65.0,2.0,2.0,2.0,0.8436691222105219
IE,2017Q4,2017-12-31,-0.022977733181076654,63.0,2.0,2.0,2.0,-2.2977733181076654
IE,2018Q1,2018-03-31,-0.04983169673023968,62.0,2.0,2.0,2.0,-4.983169673023968
IE,2018Q2,2018-06-30,0.06337345300269148,62.0,2.0,2.0,2.0,6.337345300269148
IE,2018Q3,2018-09-30,0.004989629586315436,65.0,2.0,2.0,2.0,0.4989629586315436
IE,2018Q4,2018-12-31,0.008692752257194236,64.0,2.0,2.0,2.0,0.8692752257194236
IE,2019Q1,2019-03-31,0.1390105117813143,63.0,2.0,2.0,2.0,13.901051178131429
IE,2019Q2,2019-06-30,-0.06545310283294281,61.0,2.0,2.0,2.0,-6.545310283294281
IE,2019Q3,2019-09-30,-0.08560814199414069,66.0,2.0,2.0,2.0,-8.560814199414068
IE,2019Q4,2019-12-31,-0.08160140893514833,64.0,2.0,2.0,2.0,-8.160140893514834
IE,2020Q1,2020-03-31,-0.11432245759407533,64.0,2.0,2.0,2.0,-11.432245759407532
IE,2020Q2,2020-06-30,0.09678842573220825,62.0,2.0,2.0,2.0,9.678842573220825
IE,2020Q3,2020-09-30,-0.046143673758505144,66.0,2.0,2.0,2.0,-4.614367375850515
IE,2020Q4,2020-12-31,0.12259607529401118,64.0,2.0,2.0,2.0,12.259607529401118
IE,2021Q1,2021-03-31,0.1781526538062419,63.0,2.0,2.0,2.0,17.81526538062419
IE,2021Q2,2021-06-30,0.0052899052930830415,62.0,2.0,2.0,2.0,0.5289905293083041
IE,2021Q3,2021-09-30,0.00975774466943058,66.0,2.0,2.0,2.0,0.9757744669430579
IE,2021Q4,2021-12-31,0.004277145391857973,64.0,2.0,2.0,2.0,0.42771453918579727
IE,2022Q1,2022-03-31,-0.11974235778219777,63.0,2.0,2.0,2.0,-11.974235778219777
IE,2022Q2,2022-06-30,-0.06948979777007935,62.0,2.0,2.0,2.0,-6.948979777007935
IE,2022Q3,2022-09-30,0.03652292599908491,66.0,2.0,2.0,2.0,3.652292599908491
IE,2022Q4,2022-12-31,-0.007372307958890434,63.0,2.0,2.0,2.0,-0.7372307958890434
IE,2023Q1,2023-03-31,-0.009131330565479434,64.0,2.0,2.0,2.0,-0.9131330565479434
IE,2023Q2,2023-06-30,0.0266901789006182,62.0,2.0,2.0,2.0,2.66901789006182
IE,2023Q3,2023-09-30,0.07539442335330859,65.0,2.0,2.0,2.0,7.539442335330859
IE,2023Q4,2023-12-31,0.0701255673574619,63.0,2.0,2.0,2.0,7.012556735746189
IE,2024Q1,2024-03-31,0.08855368915419715,63.0,2.0,2.0,2.0,8.855368915419714
IE,2024Q2,2024-06-30,-0.06304008719715515,62.0,2.0,2.0,2.0,-6.304008719715515
IE,2024Q3,2024-09-30,-0.05461258333414021,66.0,2.0,2.0,2.0,-5.461258333414021
IE,2024Q4,2024-12-31,-0.0729390443229827,64.0,2.0,2.0,2.0,-7.2939044322982705
IE,2025Q1,2025-03-31,-0.08156588235880491,63.0,2.0,2.0,2.0,-8.156588235880491
IE,2025Q2,2025-06-30,0.15973385248610605,61.0,2.0,2.0,2.0,15.973385248610604
IE,2025Q3,2025-09-30,0.06092944352943963,66.0,2.0,2.0,2.0,6.092944352943963
IE,2025Q4,2025-12-31,0.0006084079389392372,64.0,2.0,2.0,2.0,0.06084079389392372
IE,2026Q1,2026-03-31,0.15300234341645558,51.0,2.0,2.0,2.0,15.300234341645558
