country,period_str,quarter_end,country_period_ret,n_days,avg_n_tickers,min_n_tickers,max_n_tickers,country_period_ret_pct
CH,2015Q3,2015-09-30,-0.012873255224766789,66.0,4.0,4.0,4.0,-1.2873255224766789
CH,2015Q4,2015-12-31,0.0721803179087892,63.0,4.0,4.0,4.0,7.21803179087892
CH,2016Q1,2016-03-31,0.05348995029606529,62.0,4.0,4.0,4.0,5.348995029606529
CH,2016Q2,2016-06-30,0.04912055432972373,63.0,4.0,4.0,4.0,4.912055432972373
CH,2016Q3,2016-09-30,0.028662827196426655,65.0,4.0,4.0,4.0,2.8662827196426655
CH,2016Q4,2016-12-31,-0.009897665798826893,64.0,4.0,4.0,4.0,-0.9897665798826893
CH,2017Q1,2017-03-31,0.05814156791632019,64.0,4.0,4.0,4.0,5.814156791632019
CH,2017Q2,2017-06-30,0.0777602749747206,60.0,4.0,4.0,4.0,7.77602749747206
CH,2017Q3,2017-09-30,-0.022172618967689073,64.0,4.0,4.0,4.0,-2.2172618967689073
CH,2017Q4,2017-12-31,0.021059718872269872,63.0,4.0,4.0,4.0,2.1059718872269872
CH,2018Q1,2018-03-31,0.0037677163886671305,62.0,4.0,4.0,4.0,0.37677163886671305
CH,2018Q2,2018-06-30,0.020522629807791848,61.0,4.0,4.0,4.0,2.052262980779185
CH,2018Q3,2018-09-30,0.00453764848855287,64.0,4.0,4.0,4.0,0.453764848855287
CH,2018Q4,2018-12-31,-0.030756580404710077,62.0,4.0,4.0,4.0,-3.0756580404710077
CH,2019Q1,2019-03-31,0.11423601392834826,62.0,4.0,4.0,4.0,11.423601392834826
CH,2019Q2,2019-06-30,0.014118419760136058,60.0,4.0,4.0,4.0,1.4118419760136058
CH,2019Q3,2019-09-30,0.09176873186395906,65.0,4.0,4.0,4.0,9.176873186395905
CH,2019Q4,2019-12-31,0.03916291049024423,62.0,4.0,4.0,4.0,3.916291049024423
CH,2020Q1,2020-03-31,-0.09881719383504761,63.0,4.0,4.0,4.0,-9.88171938350476
CH,2020Q2,2020-06-30,-0.019502504870378523,60.0,4.0,4.0,4.0,-1.9502504870378523
CH,2020Q3,2020-09-30,0.009941218884123915,66.0,4.0,4.0,4.0,0.9941218884123915
CH,2020Q4,2020-12-31,0.08718281077080814,63.0,4.0,4.0,4.0,8.718281077080814
CH,2021Q1,2021-03-31,-0.012777828477490205,63.0,4.0,4.0,4.0,-1.2777828477490205
CH,2021Q2,2021-06-30,0.013572838422455158,61.0,4.0,4.0,4.0,1.3572838422455158
CH,2021Q3,2021-09-30,-0.01131377761086072,66.0,4.0,4.0,4.0,-1.131377761086072
CH,2021Q4,2021-12-31,0.007692865720608122,64.0,4.0,4.0,4.0,0.7692865720608122
CH,2022Q1,2022-03-31,0.04634488022144323,64.0,4.0,4.0,4.0,4.634488022144323
CH,2022Q2,2022-06-30,-0.1276044927953236,61.0,4.0,4.0,4.0,-12.76044927953236
CH,2022Q3,2022-09-30,-0.061853911871095346,65.0,4.0,4.0,4.0,-6.185391187109534
CH,2022Q4,2022-12-31,0.04425944520137093,64.0,4.0,4.0,4.0,4.425944520137093
CH,2023Q1,2023-03-31,-0.011464553135308808,64.0,4.0,4.0,4.0,-1.1464553135308808
CH,2023Q2,2023-06-30,0.008254144514471706,60.0,4.0,4.0,4.0,0.8254144514471706
CH,2023Q3,2023-09-30,0.043562414335322375,64.0,4.0,4.0,4.0,4.3562414335322375
CH,2023Q4,2023-12-31,0.049905045942809645,63.0,4.0,4.0,4.0,4.9905045942809645
CH,2024Q1,2024-03-31,0.004339736255607907,62.0,4.0,4.0,4.0,0.43397362556079067
CH,2024Q2,2024-06-30,0.0040834095588466734,61.0,4.0,4.0,4.0,0.40834095588466734
CH,2024Q3,2024-09-30,0.08794985921887477,65.0,4.0,4.0,4.0,8.794985921887477
CH,2024Q4,2024-12-31,0.03883151918882688,62.0,4.0,4.0,4.0,3.883151918882688
CH,2025Q1,2025-03-31,0.10756954241538441,62.0,4.0,4.0,4.0,10.756954241538441
CH,2025Q2,2025-06-30,0.10960421491043215,60.0,4.0,4.0,4.0,10.960421491043215
CH,2025Q3,2025-09-30,-0.029030583427336665,65.0,4.0,4.0,4.0,-2.9030583427336665
CH,2025Q4,2025-12-31,0.07884823920266859,62.0,4.0,4.0,4.0,7.884823920266859
CH,2026Q1,2026-03-31,0.1301162883912621,50.0,4.0,4.0,4.0,13.01162883912621
DE,2000Q4,2000-12-31,0.09090888656155971,59.0,1.0,1.0,1.0,9.090888656155972
DE,2001Q1,2001-03-31,0.5833334478058141,65.0,1.0,1.0,1.0,58.333344780581406
DE,2001Q2,2001-06-30,-0.46210526155971954,65.0,1.0,1.0,1.0,-46.210526155971955
DE,2001Q3,2001-09-30,-0.31702562075386365,65.0,1.0,1.0,1.0,-31.702562075386364
DE,2001Q4,2001-12-31,0.18624653224577203,66.0,1.0,1.0,1.0,18.6246532245772
DE,2002Q1,2002-03-31,-0.03864724040832557,64.0,1.0,1.0,1.0,-3.8647240408325567
DE,2002Q2,2002-06-30,-0.10804016154770468,65.0,1.0,1.0,1.0,-10.80401615477047
DE,2002Q3,2002-09-30,-0.5915493291558296,66.0,1.0,1.0,1.0,-59.15493291558296
DE,2002Q4,2002-12-31,-0.3793104367050253,66.0,1.0,1.0,1.0,-37.93104367050253
DE,2003Q1,2003-03-31,-0.3055555794039937,64.0,1.0,1.0,1.0,-30.555557940399368
DE,2003Q2,2003-06-30,-0.08799970768301191,65.0,1.0,1.0,1.0,-8.79997076830119
DE,2003Q3,2003-09-30,0.24561400998410776,66.0,1.0,1.0,1.0,24.561400998410775
DE,2003Q4,2003-12-31,-0.1380284055776554,66.0,1.0,1.0,1.0,-13.802840557765538
DE,2004Q1,2004-03-31,0.2336604707723704,65.0,1.0,1.0,1.0,23.36604707723704
DE,2004Q2,2004-06-30,0.04635737039148302,65.0,1.0,1.0,1.0,4.635737039148302
DE,2004Q3,2004-09-30,-0.17215181922155542,66.0,1.0,1.0,1.0,-17.215181922155544
DE,2004Q4,2004-12-31,0.1314984304010558,66.0,1.0,1.0,1.0,13.14984304010558
DE,2005Q1,2005-03-31,-0.05405402583311447,64.0,1.0,1.0,1.0,-5.405402583311448
DE,2005Q2,2005-06-30,0.021428758906470557,65.0,1.0,1.0,1.0,2.1428758906470557
DE,2005Q3,2005-09-30,0.19580387168293,66.0,1.0,1.0,1.0,19.580387168293
DE,2005Q4,2005-12-31,-0.04093556564073819,65.0,1.0,1.0,1.0,-4.093556564073819
DE,2006Q1,2006-03-31,0.14146338552231574,65.0,1.0,1.0,1.0,14.146338552231574
DE,2006Q2,2006-06-30,-0.11324777799088503,62.0,1.0,1.0,1.0,-11.324777799088503
DE,2006Q3,2006-09-30,0.008630239925157657,65.0,1.9846153846153847,1.0,2.0,0.8630239925157657
DE,2006Q4,2006-12-31,0.0780046552461151,63.0,2.0,2.0,2.0,7.800465524611511
DE,2007Q1,2007-03-31,-0.04654055349336539,64.0,2.0,2.0,2.0,-4.654055349336539
DE,2007Q2,2007-06-30,-0.05572499272340825,61.0,2.0,2.0,2.0,-5.572499272340825
DE,2007Q3,2007-09-30,-0.1496078670132629,65.0,2.0,2.0,2.0,-14.96078670132629
DE,2007Q4,2007-12-31,-0.251077145621028,62.0,2.0,2.0,2.0,-25.1077145621028
DE,2008Q1,2008-03-31,-0.10560719934406626,62.0,2.0,2.0,2.0,-10.560719934406626
DE,2008Q2,2008-06-30,-0.2942184165703323,64.0,2.0,2.0,2.0,-29.421841657033234
DE,2008Q3,2008-09-30,-0.19602120411390467,66.0,2.0,2.0,2.0,-19.602120411390466
DE,2008Q4,2008-12-31,-0.18265981067880577,62.0,2.0,2.0,2.0,-18.265981067880578
DE,2009Q1,2009-03-31,0.04857113885283293,63.0,2.0,2.0,2.0,4.857113885283293
DE,2009Q2,2009-06-30,0.18808851984030328,62.0,2.0,2.0,2.0,18.808851984030326
DE,2009Q3,2009-09-30,0.1880362240198723,66.0,2.0,2.0,2.0,18.80362240198723
DE,2009Q4,2009-12-31,0.2191526921442999,63.0,2.0,2.0,2.0,21.91526921442999
DE,2010Q1,2010-03-31,0.03615947817262444,63.0,2.0,2.0,2.0,3.6159478172624437
DE,2010Q2,2010-06-30,-0.028854837086015106,63.0,2.0,2.0,2.0,-2.8854837086015106
DE,2010Q3,2010-09-30,0.2590732293166329,66.0,2.0,2.0,2.0,25.90732293166329
DE,2010Q4,2010-12-31,0.2468917217315476,64.0,2.0,2.0,2.0,24.68917217315476
DE,2011Q1,2011-03-31,0.02784185078687207,64.0,2.0,2.0,2.0,2.784185078687207
DE,2011Q2,2011-06-30,0.10670354878297528,63.0,2.0,2.0,2.0,10.670354878297527
DE,2011Q3,2011-09-30,-0.14848095509275183,66.0,2.0,2.0,2.0,-14.848095509275183
DE,2011Q4,2011-12-31,0.04329654630387658,63.0,2.0,2.0,2.0,4.329654630387658
DE,2012Q1,2012-03-31,0.10901741171015922,65.0,2.0,2.0,2.0,10.90174117101592
DE,2012Q2,2012-06-30,0.15864528429832236,62.0,2.0,2.0,2.0,15.864528429832237
DE,2012Q3,2012-09-30,0.07513771335505903,65.0,2.0,2.0,2.0,7.513771335505903
DE,2012Q4,2012-12-31,0.08567403265792373,61.0,2.0,2.0,2.0,8.567403265792372
DE,2013Q1,2013-03-31,-0.022870215748427625,62.0,2.0,2.0,2.0,-2.2870215748427625
DE,2013Q2,2013-06-30,-0.04907519943406047,63.0,2.0,2.0,2.0,-4.907519943406047
DE,2013Q3,2013-09-30,0.0713522279586909,66.0,3.772727272727273,2.0,4.0,7.1352227958690895
DE,2013Q4,2013-12-31,-0.0046830576495160425,61.0,4.0,4.0,4.0,-0.46830576495160425
DE,2014Q1,2014-03-31,0.09916726687947452,63.0,4.0,4.0,4.0,9.916726687947452
DE,2014Q2,2014-06-30,0.05330591602921286,62.0,4.0,4.0,4.0,5.330591602921286
DE,2014Q3,2014-09-30,0.0672960279596222,66.0,4.0,4.0,4.0,6.7296027959622196
DE,2014Q4,2014-12-31,0.14658630220260327,61.0,4.0,4.0,4.0,14.658630220260328
DE,2015Q1,2015-03-31,0.21522584474643502,63.0,4.0,4.0,4.0,21.5225844746435
DE,2015Q2,2015-06-30,-0.07736457824662879,61.0,4.0,4.0,4.0,-7.736457824662879
DE,2015Q3,2015-09-30,0.12415192692675991,66.0,4.0,4.0,4.0,12.41519269267599
DE,2015Q4,2015-12-31,0.0449603977023707,64.0,4.0,4.0,4.0,4.49603977023707
DE,2016Q1,2016-03-31,0.0786675251186526,62.0,4.0,4.0,4.0,7.86675251186526
DE,2016Q2,2016-06-30,0.07260041276606755,64.0,4.0,4.0,4.0,7.260041276606755
DE,2016Q3,2016-09-30,0.05098846527006429,66.0,4.0,4.0,4.0,5.098846527006429
DE,2016Q4,2016-12-31,-0.08066973081111095,63.0,4.0,4.0,4.0,-8.066973081111096
DE,2017Q1,2017-03-31,0.03765913411457755,65.0,4.0,4.0,4.0,3.7659134114577553
DE,2017Q2,2017-06-30,0.11050484438119024,62.0,4.0,4.0,4.0,11.050484438119025
DE,2017Q3,2017-09-30,0.04560235022977466,65.0,4.0,4.0,4.0,4.560235022977466
DE,2017Q4,2017-12-31,0.09741913375632327,63.0,4.0,4.0,4.0,9.741913375632327
DE,2018Q1,2018-03-31,0.008617112435406415,63.0,4.0,4.0,4.0,0.8617112435406415
DE,2018Q2,2018-06-30,0.09292409591434003,63.0,4.0,4.0,4.0,9.292409591434003
DE,2018Q3,2018-09-30,0.05424086511822135,65.0,4.0,4.0,4.0,5.424086511822135
DE,2018Q4,2018-12-31,-0.05683514715308158,61.0,4.0,4.0,4.0,-5.683514715308158
DE,2019Q1,2019-03-31,0.13825355070184453,63.0,4.0,4.0,4.0,13.825355070184454
DE,2019Q2,2019-06-30,-0.10314530283156231,61.0,4.0,4.0,4.0,-10.31453028315623
DE,2019Q3,2019-09-30,0.05994427099944577,66.0,4.0,4.0,4.0,5.994427099944577
DE,2019Q4,2019-12-31,0.04616147156605033,61.0,4.0,4.0,4.0,4.616147156605033
DE,2020Q1,2020-03-31,-0.08003881759864118,64.0,4.0,4.0,4.0,-8.003881759864118
DE,2020Q2,2020-06-30,0.18139188443101473,61.0,4.0,4.0,4.0,18.139188443101474
DE,2020Q3,2020-09-30,0.12463303985741847,66.0,4.0,4.0,4.0,12.463303985741847
DE,2020Q4,2020-12-31,0.024239996975917277,63.0,4.0,4.0,4.0,2.4239996975917277
DE,2021Q1,2021-03-31,-0.0833252067522442,63.0,4.0,4.0,4.0,-8.33252067522442
DE,2021Q2,2021-06-30,0.1460227984927751,62.0,4.0,4.0,4.0,14.602279849277512
DE,2021Q3,2021-09-30,-0.01679347673107323,66.0,4.0,4.0,4.0,-1.6793476731073231
DE,2021Q4,2021-12-31,-0.08969290975829225,64.0,4.0,4.0,4.0,-8.969290975829225
DE,2022Q1,2022-03-31,-0.15602089864614122,64.0,4.0,4.0,4.0,-15.602089864614122
DE,2022Q2,2022-06-30,-0.2676749181952166,63.0,4.0,4.0,4.0,-26.76749181952166
DE,2022Q3,2022-09-30,-0.19545597609667698,66.0,4.0,4.0,4.0,-19.5455976096677
DE,2022Q4,2022-12-31,-0.06642896838780421,64.0,4.0,4.0,4.0,-6.6428968387804215
DE,2023Q1,2023-03-31,-0.10698348756511,65.0,4.0,4.0,4.0,-10.698348756511
DE,2023Q2,2023-06-30,0.16229290019657183,62.0,4.0,4.0,4.0,16.229290019657185
DE,2023Q3,2023-09-30,0.16976705662928215,65.0,4.0,4.0,4.0,16.976705662928214
DE,2023Q4,2023-12-31,0.22667077124412072,63.0,4.0,4.0,4.0,22.66707712441207
DE,2024Q1,2024-03-31,-0.07187647804786768,63.0,4.0,4.0,4.0,-7.187647804786767
DE,2024Q2,2024-06-30,0.004124802409009476,63.0,4.0,4.0,4.0,0.4124802409009476
DE,2024Q3,2024-09-30,0.2702458414725897,66.0,4.0,4.0,4.0,27.024584147258967
DE,2024Q4,2024-12-31,-0.10926068373355846,62.0,4.0,4.0,4.0,-10.926068373355847
DE,2025Q1,2025-03-31,-0.1496128648202505,63.0,4.0,4.0,4.0,-14.961286482025049
DE,2025Q2,2025-06-30,0.2211298837763418,62.0,4.0,4.0,4.0,22.11298837763418
DE,2025Q3,2025-09-30,-0.09724142710226091,66.0,4.0,4.0,4.0,-9.724142710226092
DE,2025Q4,2025-12-31,-0.061540133237437455,62.0,4.0,4.0,4.0,-6.1540133237437455
DE,2026Q1,2026-03-31,-0.00985969245327567,51.0,4.0,4.0,4.0,-0.985969245327567
ES,2002Q2,2002-06-30,-0.4094203407453071,32.0,1.0,1.0,1.0,-40.94203407453071
ES,2002Q3,2002-09-30,-0.2719836840352836,66.0,1.0,1.0,1.0,-27.198368403528363
ES,2002Q4,2002-12-31,0.28089872593377785,66.0,1.0,1.0,1.0,28.089872593377784
ES,2003Q1,2003-03-31,0.4064197019257778,64.0,1.0,1.0,1.0,40.64197019257778
ES,2003Q2,2003-06-30,0.3844887410233757,65.0,1.0,1.0,1.0,38.44887410233757
ES,2003Q3,2003-09-30,0.7878038805694048,66.0,1.0,1.0,1.0,78.78038805694048
ES,2003Q4,2003-12-31,-0.07240854088614268,66.0,1.0,1.0,1.0,-7.2408540886142685
ES,2004Q1,2004-03-31,0.23663077482328476,65.0,1.0,1.0,1.0,23.663077482328475
ES,2004Q2,2004-06-30,-0.014884978413965522,65.0,1.0,1.0,1.0,-1.4884978413965522
ES,2004Q3,2004-09-30,-0.06456040460128021,66.0,1.0,1.0,1.0,-6.456040460128021
ES,2004Q4,2004-12-31,-0.12701891712669877,66.0,1.0,1.0,1.0,-12.701891712669877
ES,2005Q1,2005-03-31,0.14946785685367647,64.0,1.0,1.0,1.0,14.946785685367647
ES,2005Q2,2005-06-30,-0.14936513062724277,65.0,1.0,1.0,1.0,-14.936513062724277
ES,2005Q3,2005-09-30,0.05882342261249773,66.0,1.0,1.0,1.0,5.882342261249773
ES,2005Q4,2005-12-31,0.6359866747068081,65.0,1.0,1.0,1.0,63.598667470680816
ES,2006Q1,2006-03-31,0.6254430956732631,65.0,1.0,1.0,1.0,62.54430956732631
ES,2006Q2,2006-06-30,0.5927661196135312,62.0,1.0,1.0,1.0,59.27661196135312
ES,2006Q3,2006-09-30,0.4812894910641894,65.0,1.0,1.0,1.0,48.128949106418936
ES,2006Q4,2006-12-31,0.15933831370900653,63.0,1.0,1.0,1.0,15.933831370900652
ES,2007Q1,2007-03-31,-0.004175281786991558,65.0,1.0,1.0,1.0,-0.4175281786991558
ES,2007Q2,2007-06-30,-0.13591902963843372,62.0,1.0,1.0,1.0,-13.591902963843372
ES,2007Q3,2007-09-30,-0.11888388369800651,65.0,1.0,1.0,1.0,-11.888388369800651
ES,2007Q4,2007-12-31,-0.5204222744930689,63.0,1.0,1.0,1.0,-52.042227449306885
ES,2008Q1,2008-03-31,-0.5004784113372178,62.0,1.0,1.0,1.0,-50.04784113372178
ES,2008Q2,2008-06-30,-0.47892714477089027,64.0,1.0,1.0,1.0,-47.89271447708903
ES,2008Q3,2008-09-30,-0.5698529976492741,66.0,1.0,1.0,1.0,-56.98529976492741
ES,2008Q4,2008-12-31,-0.23931621869362263,62.0,1.0,1.0,1.0,-23.931621869362264
ES,2009Q1,2009-03-31,-0.1910113351525482,63.0,1.0,1.0,1.0,-19.10113351525482
ES,2009Q2,2009-06-30,0.09722222312983164,62.0,1.0,1.0,1.0,9.722222312983163
ES,2009Q3,2009-09-30,0.27848121922509783,66.0,1.0,1.0,1.0,27.848121922509783
ES,2009Q4,2009-12-31,-0.1485149418870455,63.0,1.0,1.0,1.0,-14.85149418870455
ES,2010Q1,2010-03-31,-0.13953483028336744,63.0,1.0,1.0,1.0,-13.953483028336745
ES,2010Q2,2010-06-30,-0.06756756928599406,63.0,1.0,1.0,1.0,-6.756756928599406
ES,2010Q3,2010-09-30,-0.23188402338232528,66.0,1.0,1.0,1.0,-23.188402338232528
ES,2010Q4,2010-12-31,-0.4150943588850381,64.0,1.0,1.0,1.0,-41.50943588850381
ES,2011Q1,2011-03-31,0.41935479954172883,64.0,1.0,1.0,1.0,41.935479954172884
ES,2011Q2,2011-06-30,-0.2727273164725721,63.0,1.0,1.0,1.0,-27.27273164725721
ES,2011Q3,2011-09-30,-0.4718749368218338,66.0,1.0,1.0,1.0,-47.18749368218338
ES,2011Q4,2011-12-31,-0.2467456855180935,64.0,1.0,1.0,1.0,-24.67456855180935
ES,2012Q1,2012-03-31,-0.3197171924597594,65.0,1.0,1.0,1.0,-31.971719245975937
ES,2012Q2,2012-06-30,-0.45496537325997843,62.0,1.0,1.0,1.0,-45.49653732599784
ES,2012Q3,2012-09-30,0.6588984113414151,65.0,1.0,1.0,1.0,65.88984113414152
ES,2012Q4,2012-12-31,0.1570881387214671,64.0,1.0,1.0,1.0,15.70881387214671
ES,2013Q1,2013-03-31,-0.5198675419306443,62.0,1.0,1.0,1.0,-51.986754193064435
ES,2013Q2,2013-06-30,0.3011493031388095,63.0,1.0,1.0,1.0,30.11493031388095
ES,2013Q3,2013-09-30,0.06007075656236571,66.0,1.0,1.0,1.0,6.007075656236571
ES,2013Q4,2013-12-31,-0.030000086259254544,64.0,1.0,1.0,1.0,-3.0000086259254544
ES,2014Q1,2014-03-31,0.7852233317558885,63.0,1.0,1.0,1.0,78.52233317558886
ES,2014Q2,2014-06-30,0.007827524342921333,62.0,1.0,1.0,1.0,0.7827524342921333
ES,2014Q3,2014-09-30,0.0036606104169814024,66.0,2.0,2.0,2.0,0.36606104169814024
ES,2014Q4,2014-12-31,-0.009587032269314788,64.0,2.0,2.0,2.0,-0.9587032269314788
ES,2015Q1,2015-03-31,0.20938684420107867,63.0,2.0,2.0,2.0,20.93868442010787
ES,2015Q2,2015-06-30,-0.0642204941431277,62.0,2.0,2.0,2.0,-6.422049414312769
ES,2015Q3,2015-09-30,0.044369316994978814,66.0,2.0,2.0,2.0,4.436931699497881
ES,2015Q4,2015-12-31,0.06398480504081117,65.0,2.0,2.0,2.0,6.398480504081117
ES,2016Q1,2016-03-31,-0.05021529320231921,62.0,2.0,2.0,2.0,-5.021529320231921
ES,2016Q2,2016-06-30,-0.026630203344947034,65.0,2.0,2.0,2.0,-2.6630203344947034
ES,2016Q3,2016-09-30,0.05780518528858325,66.0,2.0,2.0,2.0,5.780518528858325
ES,2016Q4,2016-12-31,0.009104524741313513,64.0,2.0,2.0,2.0,0.9104524741313513
ES,2017Q1,2017-03-31,0.039654397192475876,65.0,2.0,2.0,2.0,3.9654397192475876
ES,2017Q2,2017-06-30,0.08298296102147096,62.0,2.0,2.0,2.0,8.298296102147095
ES,2017Q3,2017-09-30,0.0921804623041036,65.0,2.0,2.0,2.0,9.218046230410359
ES,2017Q4,2017-12-31,-0.014939560278964259,63.0,2.0,2.0,2.0,-1.493956027896426
ES,2018Q1,2018-03-31,0.11887034590757128,63.0,2.0,2.0,2.0,11.887034590757128
ES,2018Q2,2018-06-30,0.025264519312973244,63.0,2.0,2.0,2.0,2.5264519312973244
ES,2018Q3,2018-09-30,-0.05749364441413385,64.0,2.0,2.0,2.0,-5.749364441413385
ES,2018Q4,2018-12-31,-0.07406537140958902,64.0,2.0,2.0,2.0,-7.406537140958902
ES,2019Q1,2019-03-31,0.10439541275089015,63.0,2.0,2.0,2.0,10.439541275089015
ES,2019Q2,2019-06-30,0.08176659959082899,62.0,2.0,2.0,2.0,8.1766599590829
ES,2019Q3,2019-09-30,0.08994743369687486,66.0,2.0,2.0,2.0,8.994743369687486
ES,2019Q4,2019-12-31,0.020626918633687596,65.0,2.0,2.0,2.0,2.0626918633687596
ES,2020Q1,2020-03-31,-0.3545647502743213,64.0,2.0,2.0,2.0,-35.456475027432134
ES,2020Q2,2020-06-30,0.007621111999042585,62.0,2.0,2.0,2.0,0.7621111999042585
ES,2020Q3,2020-09-30,-0.05405044805520898,66.0,2.0,2.0,2.0,-5.405044805520898
ES,2020Q4,2020-12-31,0.1166863732868848,65.0,2.0,2.0,2.0,11.66863732868848
ES,2021Q1,2021-03-31,0.07574624198778834,63.0,2.0,2.0,2.0,7.574624198778834
ES,2021Q2,2021-06-30,0.03473974837414273,63.0,2.0,2.0,2.0,3.473974837414273
ES,2021Q3,2021-09-30,0.012631459456315719,66.0,2.0,2.0,2.0,1.263145945631572
ES,2021Q4,2021-12-31,0.039358991257497866,64.0,2.0,2.0,2.0,3.9358991257497866
ES,2022Q1,2022-03-31,0.05197785070146432,64.0,2.0,2.0,2.0,5.197785070146432
ES,2022Q2,2022-06-30,-0.1866087407772541,63.0,2.0,2.0,2.0,-18.66087407772541
ES,2022Q3,2022-09-30,-0.116689166789959,66.0,2.0,2.0,2.0,-11.668916678995899
ES,2022Q4,2022-12-31,0.17632800577358188,64.0,2.0,2.0,2.0,17.63280057735819
ES,2023Q1,2023-03-31,-0.05560004155574505,65.0,2.0,2.0,2.0,-5.5600041555745054
ES,2023Q2,2023-06-30,-0.02212057721924221,62.0,2.0,2.0,2.0,-2.212057721924221
ES,2023Q3,2023-09-30,0.017480496746673957,65.0,2.0,2.0,2.0,1.7480496746673957
ES,2023Q4,2023-12-31,0.2537238344455348,63.0,2.0,2.0,2.0,25.37238344455348
ES,2024Q1,2024-03-31,-0.08747265028496232,63.0,2.0,2.0,2.0,-8.747265028496232
ES,2024Q2,2024-06-30,0.05126795255223038,63.0,2.0,2.0,2.0,5.126795255223038
ES,2024Q3,2024-09-30,0.12114002037040494,66.0,2.0,2.0,2.0,12.114002037040494
ES,2024Q4,2024-12-31,-0.13011567659926304,64.0,2.0,2.0,2.0,-13.011567659926303
ES,2025Q1,2025-03-31,0.012814197185524678,63.0,2.0,2.0,2.0,1.2814197185524678
ES,2025Q2,2025-06-30,0.15720796214044497,62.0,2.0,2.0,2.0,15.720796214044498
ES,2025Q3,2025-09-30,0.033420741433924706,66.0,2.0,2.0,2.0,3.3420741433924706
ES,2025Q4,2025-12-31,-0.01565042347832446,64.0,2.0,2.0,2.0,-1.565042347832446
ES,2026Q1,2026-03-31,0.020764822413764428,51.0,2.0,2.0,2.0,2.0764822413764428
FI,2000Q1,2000-03-31,-0.015999743062559912,64.0,1.0,1.0,1.0,-1.5999743062559912
FI,2000Q2,2000-06-30,-0.10569112196681218,65.0,1.0,1.0,1.0,-10.569112196681218
FI,2000Q3,2000-09-30,-0.0363636342230621,65.0,1.0,1.0,1.0,-3.6363634223062102
FI,2000Q4,2000-12-31,-0.11320766242856384,65.0,1.0,1.0,1.0,-11.320766242856383
FI,2001Q1,2001-03-31,-0.010638401933422581,65.0,1.0,1.0,1.0,-1.063840193342258
FI,2001Q2,2001-06-30,0.11828011267749994,65.0,1.0,1.0,1.0,11.828011267749993
FI,2001Q3,2001-09-30,-0.0865388393004185,65.0,1.0,1.0,1.0,-8.65388393004185
FI,2001Q4,2001-12-31,0.07368384317764876,66.0,1.0,1.0,1.0,7.368384317764876
FI,2002Q1,2002-03-31,0.07692318435541545,64.0,1.0,1.0,1.0,7.692318435541545
FI,2002Q2,2002-06-30,0.02941223282439287,65.0,1.0,1.0,1.0,2.941223282439287
FI,2002Q3,2002-09-30,-0.01904783719617198,66.0,1.0,1.0,1.0,-1.904783719617198
FI,2002Q4,2002-12-31,0.0679611412447656,66.0,1.0,1.0,1.0,6.79611412447656
FI,2003Q1,2003-03-31,-0.0015886701971176143,64.0,1.0,1.0,1.0,-0.15886701971176143
FI,2003Q2,2003-06-30,0.06930734157467144,65.0,1.0,1.0,1.0,6.930734157467144
FI,2003Q3,2003-09-30,0.22222169884883858,66.0,1.0,1.0,1.0,22.222169884883858
FI,2003Q4,2003-12-31,0.15151544601859035,66.0,1.0,1.0,1.0,15.151544601859035
FI,2004Q1,2004-03-31,0.4496547884559772,65.0,1.0,1.0,1.0,44.965478845597715
FI,2004Q2,2004-06-30,-0.004877907270877335,65.0,1.0,1.0,1.0,-0.4877907270877335
FI,2004Q3,2004-09-30,0.05392150978613541,66.0,1.0,1.0,1.0,5.392150978613541
FI,2004Q4,2004-12-31,0.1348837204850699,66.0,1.0,1.0,1.0,13.488372048506992
FI,2005Q1,2005-03-31,0.004098578750625581,64.0,1.0,1.0,1.0,0.4098578750625581
FI,2005Q2,2005-06-30,0.3190620221996683,65.0,1.0,1.0,1.0,31.90620221996683
FI,2005Q3,2005-09-30,0.1442624716999441,66.0,1.0,1.0,1.0,14.426247169994411
FI,2005Q4,2005-12-31,-0.10888277963284965,65.0,1.0,1.0,1.0,-10.888277963284965
FI,2006Q1,2006-03-31,0.3680301873445524,65.0,1.0,1.0,1.0,36.803018734455236
FI,2006Q2,2006-06-30,-0.1216547906447154,65.0,1.0,1.0,1.0,-12.16547906447154
FI,2006Q3,2006-09-30,0.14958459751853104,65.0,1.0,1.0,1.0,14.958459751853104
FI,2006Q4,2006-12-31,0.21686772913675934,65.0,1.0,1.0,1.0,21.686772913675934
FI,2007Q1,2007-03-31,0.1918192757164272,64.0,1.0,1.0,1.0,19.18192757164272
FI,2007Q2,2007-06-30,-0.18600739297093027,60.0,1.0,1.0,1.0,-18.60073929709303
FI,2007Q3,2007-09-30,-0.04019525519102363,65.0,1.0,1.0,1.0,-4.019525519102363
FI,2007Q4,2007-12-31,-0.18344518444421543,61.0,1.0,1.0,1.0,-18.344518444421542
FI,2008Q1,2008-03-31,0.07432267362547051,62.0,1.0,1.0,1.0,7.4322673625470514
FI,2008Q2,2008-06-30,-0.17268047168327594,63.0,1.0,1.0,1.0,-17.268047168327595
FI,2008Q3,2008-09-30,-0.2834891642194398,66.0,1.0,1.0,1.0,-28.348916421943983
FI,2008Q4,2008-12-31,-0.2695654108681236,62.0,1.0,1.0,1.0,-26.956541086812358
FI,2009Q1,2009-03-31,-0.04149136659166264,62.0,1.0,1.0,1.0,-4.149136659166263
