migration_sd,mean_abs_hpi_growth,implied_pp_effect_base_1sd,implied_pp_effect_fast_1sd,implied_share_of_mean_abs_base,implied_share_of_mean_abs_fast,nobs_slow,nobs_fast,nobs_interaction
6.325020343119418,6.609816336894137,0.22791511277804868,0.898297895783448,0.03448130797612191,0.1359036091168527,336.0,316.0,652.0
